Kood;Nimetus eesti keeles;Kehtiv alates
NHF22;"Hüppe- või labajalaliigese liigespinna fragmendi fiksatsioon; lahtine";1.1.2003
NHF29;"Hüppe- või labajalaliigese liigespinna fragmendi fiksatsioon; määratlemata";1.1.2003
NHF31;"Hüppe- või labajalaliigese kõhre osaline ekstsisioon; artroskoopiline";1.1.2003
NHF32;"Hüppe- või labajalaliigese kõhre osaline ekstsisioon; lahtine";1.1.2003
NHF39;"Hüppe- või labajalaliigese kõhre osaline ekstsisioon; määratlemata";1.1.2003
NHF91;"Muu operatsioon hüppeliigese või labajalaliigese sünoviaalmembraanil  või liigespinnal; artroskoopiline";1.1.2003
NHF92;"Muu operatsioon hüppeliigese või labajalaliigese sünoviaalmembraanil  või liigespinnal; lahtine";1.1.2003
NHF99;"Muu operatsioon hüppeliigese või labajalaliigese sünoviaalmembraanil  või liigespinnal; määratlemata";1.1.2003
NHG00;"Hüppe- või labajalaliigese ekstsisiooni artroplastika; talokruraalliiges";1.1.2003
NHG01;"Hüppe- või labajalaliigese ekstsisiooni artroplastika; subtalaarliigesed";1.1.2003
NHG02;"Hüppe- või labajalaliigese ekstsisiooni artroplastika; kolmik artrodees";1.1.2003
NHG03;"Hüppe- või labajalaliigese ekstsisiooni artroplastika; tarsaalliigesed";1.1.2003
NHG04;"Hüppe- või labajalaliigese ekstsisiooni artroplastika; esimene tarsometatarsaalliiges";1.1.2003
NHG05;"Hüppe- või labajalaliigese ekstsisiooni artroplastika; muu tarsometatarsaalliiges";1.1.2003
NHG06;"Hüppe- või labajalaliigese ekstsisiooni artroplastika; esimene metatarsofalangeaalliiges";1.1.2003
NHG07;"Hüppe- või labajalaliigese ekstsisiooni artroplastika; muu metatarsofalangeaalliiges";1.1.2003
NHG09;"Hüppe- või labajalaliigese ekstsisiooni artroplastika; muu labajalaliiges";1.1.2003
NHG10;"Hüppe- või labajalaliigese interpositsiooni artroplastika; talokruraalliiges";1.1.2003
NHG11;"Hüppe- või labajalaliigese interpositsiooni artroplastika; subtalaarliigesed";1.1.2003
NHG12;"Hüppe- või labajalaliigese interpositsiooni artroplastika; kolmik artrodees";1.1.2003
NHG13;"Hüppe- või labajalaliigese interpositsiooni artroplastika; tarsaalliigesed";1.1.2003
NHG14;"Hüppe- või labajalaliigese interpositsiooni artroplastika; esimene tarsometatarsaalliiges";1.1.2003
NHG15;"Hüppe- või labajalaliigese interpositsiooni artroplastika; muu tarsometatarsaalliiges";1.1.2003
NHG16;"Hüppe- või labajalaliigese interpositsiooni artroplastika; esimene metatarsofalangeaalliiges";1.1.2003
NHG17;"Hüppe- või labajalaliigese interpositsiooni artroplastika; muu metatarsofalangeaalliiges";1.1.2003
NHG19;"Hüppe- või labajalaliigese interpositsiooni artroplastika; muu labajalaliiges";1.1.2003
NHG20;"Hüppe- või labajalaliigese muu artroplastika ilma proteesimiseta; talokruraalliiges";1.1.2003
NHG21;"Hüppe- või labajalaliigese muu artroplastika ilma proteesimiseta; subtalaarliigesed";1.1.2003
NHG22;"Hüppe- või labajalaliigese muu artroplastika ilma proteesimiseta; kolmik artrodees";1.1.2003
NHG23;"Hüppe- või labajalaliigese muu artroplastika ilma proteesimiseta; tarsaalliigesed";1.1.2003
NHG24;"Hüppe- või labajalaliigese muu artroplastika ilma proteesimiseta; esimene tarsometatarsaalliiges";1.1.2003
NHG25;"Hüppe- või labajalaliigese muu artroplastika ilma proteesimiseta; muu tarsometatarsaalliiges";1.1.2003
NHG26;"Hüppe- või labajalaliigese muu artroplastika ilma proteesimiseta; esimene metatarsofalangeaalliiges";1.1.2003
NHG27;"Hüppe- või labajalaliigese muu artroplastika ilma proteesimiseta; muu metatarsofalangeaalliiges";1.1.2003
NHG29;"Hüppe- või labajalaliigese muu artroplastika ilma proteesimiseta; muu labajalaliiges";1.1.2003
NHG30;"Hüppe- või labajalaliigese artrodees ilma fiksatsioonita; talokruraalliiges";1.1.2003
NHG31;"Hüppe- või labajalaliigese artrodees ilma fiksatsioonita; subtalaarliigesed";1.1.2003
NHG32;"Hüppe- või labajalaliigese artrodees ilma fiksatsioonita; kolmik artrodees";1.1.2003
NHG33;"Hüppe- või labajalaliigese artrodees ilma fiksatsioonita; tarsaalliigesed";1.1.2003
NHG34;"Hüppe- või labajalaliigese artrodees ilma fiksatsioonita; esimene tarsometatarsaalliiges";1.1.2003
NHG35;"Hüppe- või labajalaliigese artrodees ilma fiksatsioonita; muu tarsometatarsaalliiges";1.1.2003
NHG36;"Hüppe- või labajalaliigese artrodees ilma fiksatsioonita; esimene metatarsofalangeaalliiges";1.1.2003
NHG37;"Hüppe- või labajalaliigese artrodees ilma fiksatsioonita; muu metatarsofalangeaalliiges";1.1.2003
NHG39;"Hüppe- või labajalaliigese artrodees ilma fiksatsioonita; muu labajalaliiges";1.1.2003
NHG40;"Hüppe- või labajalaliigese artrodees sisemise fiksatsiooniga; talokruraalliiges";1.1.2003
NHG41;"Hüppe- või labajalaliigese artrodees sisemise fiksatsiooniga; subtalaarliigesed";1.1.2003
NHG42;"Hüppe- või labajalaliigese artrodees sisemise fiksatsiooniga; kolmik artrodees";1.1.2003
NHG43;"Hüppe- või labajalaliigese artrodees sisemise fiksatsiooniga; tarsaalliigesed";1.1.2003
NHG44;"Hüppe- või labajalaliigese artrodees sisemise fiksatsiooniga; esimene tarsometatarsaalliiges";1.1.2003
NHG45;"Hüppe- või labajalaliigese artrodees sisemise fiksatsiooniga; muu tarsometatarsaalliiges";1.1.2003
NHG46;"Hüppe- või labajalaliigese artrodees sisemise fiksatsiooniga; esimene metatarsofalangeaalliiges";1.1.2003
NHG47;"Hüppe- või labajalaliigese artrodees sisemise fiksatsiooniga; muu metatarsofalangeaalliiges";1.1.2003
NHG49;"Hüppe- või labajalaliigese artrodees sisemise fiksatsiooniga; muu labajalaliiges";1.1.2003
NHG50;"Hüppe- või labajalaliigese artrodees välise fiksatsiooniga; talokruraalliiges";1.1.2003
NHG51;"Hüppe- või labajalaliigese artrodees välise fiksatsiooniga; subtalaarliigesed";1.1.2003
NHG52;"Hüppe- või labajalaliigese artrodees välise fiksatsiooniga; kolmik artrodees";1.1.2003
NHG53;"Hüppe- või labajalaliigese artrodees välise fiksatsiooniga; tarsaalliigesed";1.1.2003
NHG54;"Hüppe- või labajalaliigese artrodees välise fiksatsiooniga; esimene tarsometatarsaalliiges";1.1.2003
NHG55;"Hüppe- või labajalaliigese artrodees välise fiksatsiooniga; muu tarsometatarsaalliiges";1.1.2003
NHG56;"Hüppe- või labajalaliigese artrodees välise fiksatsiooniga; esimene metatarsofalangeaalliiges";1.1.2003
NHG57;"Hüppe- või labajalaliigese artrodees välise fiksatsiooniga; muu metatarsofalangeaalliiges";1.1.2003
NHG59;"Hüppe- või labajalaliigese artrodees välise fiksatsiooniga; muu labajalaliiges";1.1.2003
NHG90;"Hüppe- või labajalaliigese muu ekstsisioon, rekonstruktsioon või artrodees; talokruraalliiges";1.1.2003
NHG91;"Hüppe- või labajalaliigese muu ekstsisioon, rekonstruktsioon või artrodees; subtalaarliigesed";1.1.2003
NHG92;"Hüppe- või labajalaliigese muu ekstsisioon, rekonstruktsioon või artrodees; kolmik artrodees";1.1.2003
NHG93;"Hüppe- või labajalaliigese muu ekstsisioon, rekonstruktsioon või artrodees; tarsaalliigesed";1.1.2003
NHG94;"Hüppe- või labajalaliigese muu ekstsisioon, rekonstruktsioon või artrodees; esimene tarsometatarsaalliiges";1.1.2003
NHG95;"Hüppe- või labajalaliigese muu ekstsisioon, rekonstruktsioon või artrodees; muu tarsometatarsaalliiges";1.1.2003
NHG96;"Hüppe- või labajalaliigese muu ekstsisioon, rekonstruktsioon või artrodees; esimene metatarsofalangeaalliiges";1.1.2003
NHG97;"Hüppe- või labajalaliigese muu ekstsisioon, rekonstruktsioon või artrodees; muu metatarsofalangeaalliiges";1.1.2003
NHG99;"Hüppe- või labajalaliigese muu ekstsisioon, rekonstruktsioon või artrodees; muu labajalaliiges";1.1.2003
NHH00;"Hüppeliigese luksatsiooni paigaldamine; kinnine";1.1.2003
NHH01;"Hüppeliigese luksatsiooni paigaldamine; artroskoopiline";1.1.2003
NHH02;"Hüppeliigese luksatsiooni paigaldamine; lahtine";1.1.2003
NHH09;"Hüppeliigese luksatsiooni paigaldamine; määratlemata";1.1.2003
NHH10;"Muu labajalaliigese luksatsiooni paigaldamine; kinnine";1.1.2003
NHH11;"Muu labajalaliigese luksatsiooni paigaldamine; artroskoopiline";1.1.2003
NHH12;"Muu labajalaliigese luksatsiooni paigaldamine; lahtine";1.1.2003
NHH19;"Muu labajalaliigese luksatsiooni paigaldamine; määratlemata";1.1.2003
NHH20;"Hüppe- või labajalaliigese proteesi luksatsiooni paigaldamine; kinnine";1.1.2003
NHH21;"Hüppe- või labajalaliigese proteesi luksatsiooni paigaldamine; artroskoopiline";1.1.2003
NHH22;"Hüppe- või labajalaliigese proteesi luksatsiooni paigaldamine; lahtine";1.1.2003
NHH29;"Hüppe- või labajalaliigese proteesi luksatsiooni paigaldamine; määratlemata";1.1.2003
NHH30;"Hüppe- või labajalaliigese liidete vabastamine; kinnine";1.1.2003
NHH31;"Hüppe- või labajalaliigese liidete vabastamine; artroskoopiline";1.1.2003
NHH32;"Hüppe- või labajalaliigese liidete vabastamine; lahtine";1.1.2003
NHH39;"Hüppe- või labajalaliigese liidete vabastamine; määratlemata";1.1.2003
NHH40;"Võõrkeha või vaba keha eemaldamine hüppe- või labajalaliigesest; kinnine";1.1.2003
NHH41;"Võõrkeha või vaba keha eemaldamine hüppe- või labajalaliigesest; artroskoopiline";1.1.2003
NHH42;"Võõrkeha või vaba keha eemaldamine hüppe- või labajalaliigesest; lahtine";1.1.2003
NHH49;"Võõrkeha või vaba keha eemaldamine hüppe- või labajalaliigesest; määratlemata";1.1.2003
NHH50;"Hüppe- või labajalaliigese liigesesesisese eksostoosi või osteofüüdi ekstsisioon; kinnine";1.1.2003
NHH51;"Hüppe- või labajalaliigese liigesesesisese eksostoosi või osteofüüdi ekstsisioon; artroskoopiline";1.1.2003
NHH52;"Hüppe- või labajalaliigese liigesesesisese eksostoosi või osteofüüdi ekstsisioon; lahtine";1.1.2003
NHH59;"Hüppe- või labajalaliigese liigesesesisese eksostoosi või osteofüüdi ekstsisioon; määratlemata";1.1.2003
NHH70;"Operatsioon hüppe- või labajalaliigese habituaalse luksatsiooni korral; kinnine";1.1.2003
NHH71;"Operatsioon hüppe- või labajalaliigese habituaalse luksatsiooni korral; artroskoopiline";1.1.2003
NHH72;"Operatsioon hüppe- või labajalaliigese habituaalse luksatsiooni korral; lahtine";1.1.2003
NHH79;"Operatsioon hüppe- või labajalaliigese habituaalse luksatsiooni korral; määratlemata";1.1.2003
NHH90;"Muu operatsioon hüppeliigesel või labajalaliigesel; kinnine";1.1.2003
NHH91;"Muu operatsioon hüppeliigesel või labajalaliigesel; artroskoopiline";1.1.2003
NHH92;"Muu operatsioon hüppeliigesel või labajalaliigesel; lahtine";1.1.2003
NHH99;"Muu operatsioon hüppeliigesel või labajalaliigesel; määratlemata";1.1.2003
NHJ00;"Hüppeliigese- või labajalaluumurru kinnine paigaldamine; lateraalne malleolus";1.1.2003
NHJ01;"Hüppeliigese- või labajalaluumurru kinnine paigaldamine; mediaalne malleolus";1.1.2003
NHJ02;"Hüppeliigese- või labajalaluumurru kinnine paigaldamine; mõlemad malleolused";1.1.2003
NHJ03;"Hüppeliigese- või labajalaluumurru kinnine paigaldamine; mõlemad malleolused ja sääreluu tagumine serv";1.1.2003
NHJ04;"Hüppeliigese- või labajalaluumurru kinnine paigaldamine; talus";1.1.2003
NHJ05;"Hüppeliigese- või labajalaluumurru kinnine paigaldamine; calcaneus";1.1.2003
NHJ06;"Hüppeliigese- või labajalaluumurru kinnine paigaldamine; muu tarsaalluu";1.1.2003
NHJ07;"Hüppeliigese- või labajalaluumurru kinnine paigaldamine; metatarsaalluu";1.1.2003
NHJ08;"Hüppeliigese- või labajalaluumurru kinnine paigaldamine; varvas";1.1.2003
NHJ09;"Hüppeliigese- või labajalaluumurru kinnine paigaldamine; muu või määratlemata";1.1.2003
NHJ10;"Hüppeliigese- või labajalaluumurru lahtine paigaldamine; lateraalne malleolus";1.1.2003
NHJ11;"Hüppeliigese- või labajalaluumurru lahtine paigaldamine; mediaalne malleolus";1.1.2003
NHJ12;"Hüppeliigese- või labajalaluumurru lahtine paigaldamine; mõlemad malleolused";1.1.2003
NHJ13;"Hüppeliigese- või labajalaluumurru lahtine paigaldamine; mõlemad malleolused ja sääreluu tagumine serv";1.1.2003
NHJ14;"Hüppeliigese- või labajalaluumurru lahtine paigaldamine; talus";1.1.2003
NHJ15;"Hüppeliigese- või labajalaluumurru lahtine paigaldamine; calcaneus";1.1.2003
NHJ16;"Hüppeliigese- või labajalaluumurru lahtine paigaldamine; muu tarsaalluu";1.1.2003
NHJ17;"Hüppeliigese- või labajalaluumurru lahtine paigaldamine; metatarsaalluu";1.1.2003
NHJ18;"Hüppeliigese- või labajalaluumurru lahtine paigaldamine; varvas";1.1.2003
NHJ19;"Hüppeliigese- või labajalaluumurru lahtine paigaldamine; muu või määratlemata";1.1.2003
NHJ20;"Hüppeliigese- või labajalaluumurru väline fiksatsioon; lateraalne malleolus";1.1.2003
NHJ21;"Hüppeliigese- või labajalaluumurru väline fiksatsioon; mediaalne malleolus";1.1.2003
NHJ22;"Hüppeliigese- või labajalaluumurru väline fiksatsioon; mõlemad malleolused";1.1.2003
NHJ23;"Hüppeliigese- või labajalaluumurru väline fiksatsioon; mõlemad malleolused ja sääreluu tagumine serv";1.1.2003
NHJ24;"Hüppeliigese- või labajalaluumurru väline fiksatsioon; talus";1.1.2003
NHJ25;"Hüppeliigese- või labajalaluumurru väline fiksatsioon; calcaneus";1.1.2003
NHJ26;"Hüppeliigese- või labajalaluumurru väline fiksatsioon; muu tarsaalluu";1.1.2003
NHJ27;"Hüppeliigese- või labajalaluumurru väline fiksatsioon; metatarsaalluu";1.1.2003
NHJ28;"Hüppeliigese- või labajalaluumurru väline fiksatsioon; varvas";1.1.2003
NHJ29;"Hüppeliigese- või labajalaluumurru väline fiksatsioon; muu või määratlemata";1.1.2003
NHJ30;"Hüppeliigese- või labajalaluumurru sisemine fiksatsioon bioimplantaadiga; lateraalne malleolus";1.1.2003
NHJ31;"Hüppeliigese- või labajalaluumurru sisemine fiksatsioon bioimplantaadiga; mediaalne malleolus";1.1.2003
NHJ32;"Hüppeliigese- või labajalaluumurru sisemine fiksatsioon bioimplantaadiga; mõlemad malleolused";1.1.2003
NHJ33;"Hüppeliigese- või labajalaluumurru sisemine fiksatsioon bioimplantaadiga; mõlemad malleolused ja sääreluu tagumine serv";1.1.2003
NHJ34;"Hüppeliigese- või labajalaluumurru sisemine fiksatsioon bioimplantaadiga; talus";1.1.2003
NHJ35;"Hüppeliigese- või labajalaluumurru sisemine fiksatsioon bioimplantaadiga; calcaneus";1.1.2003
NHJ36;"Hüppeliigese- või labajalaluumurru sisemine fiksatsioon bioimplantaadiga; muu tarsaalluu";1.1.2003
NHJ37;"Hüppeliigese- või labajalaluumurru sisemine fiksatsioon bioimplantaadiga; metatarsaalluu";1.1.2003
NHJ38;"Hüppeliigese- või labajalaluumurru sisemine fiksatsioon bioimplantaadiga; varvas";1.1.2003
NHJ39;"Hüppeliigese- või labajalaluumurru sisemine fiksatsioon bioimplantaadiga; muu või määratlemata";1.1.2003
NHJ40;"Hüppeliigese- või labajalaluumurru sisemine fiksatsioon traadi, varda, lingu või nõelaga; lateraalne malleolus";1.1.2003
NHJ41;"Hüppeliigese- või labajalaluumurru sisemine fiksatsioon traadi, varda, lingu või nõelaga; mediaalne malleolus";1.1.2003
NHJ42;"Hüppeliigese- või labajalaluumurru sisemine fiksatsioon traadi, varda, lingu või nõelaga; mõlemad malleolused";1.1.2003
NHJ43;"Hüppeliigese- või labajalaluumurru sisemine fiksatsioon traadi, varda, lingu või nõelaga; mõlemad malleolused ja sääreluu tagumine serv";1.1.2003
NHJ44;"Hüppeliigese- või labajalaluumurru sisemine fiksatsioon traadi, varda, lingu või nõelaga; talus";1.1.2003
NHJ45;"Hüppeliigese- või labajalaluumurru sisemine fiksatsioon traadi, varda, lingu või nõelaga; calcaneus";1.1.2003
NHJ46;"Hüppeliigese- või labajalaluumurru sisemine fiksatsioon traadi, varda, lingu või nõelaga; muu tarsaalluu";1.1.2003
NHJ47;"Hüppeliigese- või labajalaluumurru sisemine fiksatsioon traadi, varda, lingu või nõelaga; metatarsaalluu";1.1.2003
NHJ48;"Hüppeliigese- või labajalaluumurru sisemine fiksatsioon traadi, varda, lingu või nõelaga; varvas";1.1.2003
NHJ49;"Hüppeliigese- või labajalaluumurru sisemine fiksatsioon traadi, varda, lingu või nõelaga; muu või määratlemata";1.1.2003
NHJ50;"Hüppeliigese- või labajalaluumurru sisemine fiksatsioon intramedullaarse naelaga; lateraalne malleolus";1.1.2003
NHJ51;"Hüppeliigese- või labajalaluumurru sisemine fiksatsioon intramedullaarse naelaga; mediaalne malleolus";1.1.2003
NHJ52;"Hüppeliigese- või labajalaluumurru sisemine fiksatsioon intramedullaarse naelaga; mõlemad malleolused";1.1.2003
NHJ53;"Hüppeliigese- või labajalaluumurru sisemine fiksatsioon intramedullaarse naelaga; mõlemad malleolused ja sääreluu tagumine serv";1.1.2003
NHJ54;"Hüppeliigese- või labajalaluumurru sisemine fiksatsioon intramedullaarse naelaga; talus";1.1.2003
NHJ55;"Hüppeliigese- või labajalaluumurru sisemine fiksatsioon intramedullaarse naelaga; calcaneus";1.1.2003
NHJ56;"Hüppeliigese- või labajalaluumurru sisemine fiksatsioon intramedullaarse naelaga; muu tarsaalluu";1.1.2003
NHJ57;"Hüppeliigese- või labajalaluumurru sisemine fiksatsioon intramedullaarse naelaga; metatarsaalluu";1.1.2003
NHJ58;"Hüppeliigese- või labajalaluumurru sisemine fiksatsioon intramedullaarse naelaga; varvas";1.1.2003
NHJ59;"Hüppeliigese- või labajalaluumurru sisemine fiksatsioon intramedullaarse naelaga; muu või määratlemata";1.1.2003
NHJ60;"Hüppeliigese- või labajalaluumurru sisemine fiksatsioon plaadi ja kruvidega; lateraalne malleolus";1.1.2003
NHJ61;"Hüppeliigese- või labajalaluumurru sisemine fiksatsioon plaadi ja kruvidega; mediaalne malleolus";1.1.2003
NHJ62;"Hüppeliigese- või labajalaluumurru sisemine fiksatsioon plaadi ja kruvidega; mõlemad malleolused";1.1.2003
NHJ63;"Hüppeliigese- või labajalaluumurru sisemine fiksatsioon plaadi ja kruvidega; mõlemad malleolused ja sääreluu tagumine serv";1.1.2003
NHJ64;"Hüppeliigese- või labajalaluumurru sisemine fiksatsioon plaadi ja kruvidega; talus";1.1.2003
NHJ65;"Hüppeliigese- või labajalaluumurru sisemine fiksatsioon plaadi ja kruvidega; calcaneus";1.1.2003
NHJ66;"Hüppeliigese- või labajalaluumurru sisemine fiksatsioon plaadi ja kruvidega; muu tarsaalluu";1.1.2003
NHJ67;"Hüppeliigese- või labajalaluumurru sisemine fiksatsioon plaadi ja kruvidega; metatarsaalluu";1.1.2003
NHJ68;"Hüppeliigese- või labajalaluumurru sisemine fiksatsioon plaadi ja kruvidega; varvas";1.1.2003
NHJ69;"Hüppeliigese- või labajalaluumurru sisemine fiksatsioon plaadi ja kruvidega; muu või määratlemata";1.1.2003
NHJ70;"Hüppeliigese- või labajalaluumurru sisemine fiksatsioon ainult kruvidega; lateraalne malleolus";1.1.2003
NHJ71;"Hüppeliigese- või labajalaluumurru sisemine fiksatsioon ainult kruvidega; mediaalne malleolus";1.1.2003
NHJ72;"Hüppeliigese- või labajalaluumurru sisemine fiksatsioon ainult kruvidega; mõlemad malleolused";1.1.2003
NHJ73;"Hüppeliigese- või labajalaluumurru sisemine fiksatsioon ainult kruvidega; mõlemad malleolused ja sääreluu tagumine serv";1.1.2003
NHJ74;"Hüppeliigese- või labajalaluumurru sisemine fiksatsioon ainult kruvidega; talus";1.1.2003
NHJ75;"Hüppeliigese- või labajalaluumurru sisemine fiksatsioon ainult kruvidega; calcaneus";1.1.2003
NHJ76;"Hüppeliigese- või labajalaluumurru sisemine fiksatsioon ainult kruvidega; muu tarsaalluu";1.1.2003
NHJ77;"Hüppeliigese- või labajalaluumurru sisemine fiksatsioon ainult kruvidega; metatarsaalluu";1.1.2003
