Kode	Tekst
KPFH23	By-pass, a. femoralis/a. poplitea til truncus tibioperon.
KPFH24	By-pass, a. femoralis/a. poplitea til a. tib. post. prox.
KPFH25	By-pass, a. femoralis/a. poplitea til a. tib. post, distal
KPFH26	By-pass, a. femoralis/a. poplitea til a. peronealis, prox.
KPFH27	By-pass, a. femoralis/a. poplitea til a. peronealis, distal
KPFH28	By-pass fra a. femoralis/a. poplitea til a. dorsalis pedis
KPFH29	By-pass, a. femoralis/a. poplitea til a. tib. post. på fode
KPFH99	By-pass fra a. femoralis og a. poplitea, anden
KPFN	Plastik på a. poplitea
KPFN10	Plastik på a. poplitea
KPFP	Perkutan plastik på a. poplitea, crus- eller fodarterie
KPFP10	Plastik på a. poplitea, perkutan
KPFP30	Plastik på crus- eller fodarterie, perkutan
KPFP50	Perkutan indlæggelse af stent i a. poplitea/crus/fodarterie
KPFQ	Indlæg.af endovask. implantat, a. poplitea el. crusarterie
KPFQ10	Indlæggelse af endovaskulært implantat i a. poplitea
KPFQ30	Indlæggelse af endovaskulært implantat i crusarterie
KPFR	Udtagning af endovasculært implantat fra a. poplitea
KPFR10	Udtagning af endovaskulært implantat fra a. poplitea
KPFS	Endoskopisk/ultrasonografisk operation på a. poplitea
KPFS10	Operation på a. poplitea, endoskopisk/ultralyd
KPFT	Injekt.af lægemid/embolisation, a.poplitea,crus-,fodarterie
KPFT10	Injektion af lægemiddel/embolisation i a. poplitea
KPFT30	Injekt. af lægemiddel/embolisation i arterie i underben/fod
KPFU	Op. efter tidl. rekonstrukt. på a. femoralis og a. poplitea
KPFU74	Thrombektomi i by-pass fra a. femoralis eller a. poplitea
KPFU76	Op. for aneurisme på by-pass fra a. femoralis/a. poplitea
KPFU81	Ligatur af fistel efter by-pass fra a.fem. til a. poplitea
KPFU82	Plastik på by-pass fr.femoral/popliteal t.infrapopl.arterie
KPFU83	Plastik på by-pass fra a. femoralis/a. poplitea, perkutan
KPFU84	Indlægg.endovask.implant. i by-pass fra a. femoral./poplit.
KPFU85	Udtagning af endovask implant fra by-pass fra a. fem/a. pop
KPFU86	Op. på by-pass fra a. fem./a. popl, endoskopisk/ultralyd
KPFU87	Inj.lægemiddel/embolis. i by-pass fra a. femoral./poplitea
KPFU88	Excision af by-pass fra a. femoralis eller a. poplitea
KPFU89	Ligatur af by-pass fra a. femoralis eller a. poplitea
KPFU99	Op. efter rekonstr. fra a. fem. til infrapopl. art, anden
KPFW	Andre op. fra a. femoralis og distalt, og andre distale op.
KPFW99	Op fra a.fem til inf.popl art, op på a popl, dist art, ande
KPG	Ekstraanatomiske by-pass operationer
KPGH	Ekstraanatomiske by-pass operationer
KPGH10	By-pass, axillo-axillær crossover
KPGH20	By-pass, axillo-iliacal
KPGH21	By-pass, axillo-biiliacal
KPGH22	By-pass, axillo-femoral
KPGH23	By-pass, axillo-bifemoral
KPGH30	By-pass, iliaco-femoral crossover
KPGH31	By-pass, iliaco-femoral via foramen obturatum
KPGH40	By-pass, femoro-femoral
KPGH99	By-pass, anden ekstraanatomisk
KPGU	Op. eft. tidl. rekonstruktion med ekstraanatomiske forløb
KPGU74	Thrombektomi i by-pass på ekstraanatomiske forløb
KPGU76	Op. for aneurisme på by-pass på ekstraanatomiske forløb
KPGU83	Perkutan plastik på by-pass med ekstraanatomisk forløb
KPGU84	Indlægg.endovaskulært implant.i by-pass m.ekstraanat.forløb
KPGU85	Udtagn af endov implantat fra by-pass på ekstraanat forløb
KPGU86	Op. på by-pass på ekstraanat. forløb, endoskopisk/ultralyd
KPGU87	Injekt.lægemiddel/embolisat. i by-pass m.ekstraanat.forløb
KPGU88	Excision af by-pass på ekstraanatomiske forløb
KPGU89	Ligatur af by-pass på ekstraanatomiske forløb
KPGU99	Anden plastik på ekstra-anatomisk by-pass
KPGW	Andre operationer på ekstraanatomiske forløb
KPGW99	Operation på ekstraanatomiske forløb, anden
KPH	Operationer på vener
KPHB	Ligatur (inkl. deling) af vene
KPHB10	Ligatur af v. saphena magna
KPHB12	Ligatur af v. saphena parva
KPHB13	Ligatur af perforanter på crus
KPHB14	Ligatur af perforanter på femur
KPHB15	Perforantligatur på crus, endoskopisk
KPHB16	Perforantligatur på femur, endoskopisk
KPHB23	Ligatur af v. iliaca
KPHB30	Ligatur af v. cava inferior
KPHB31	Ligatur af v. renalis
KPHB32	Ligatur af v. mesenterica eller v. porta
KPHB99	Ligatur af anden vene
KPHC	Sutur af vene
KPHC22	Sutur af v. femoralis
KPHC23	Sutur af v. iliaca
KPHC30	Sutur af v. cava inferior
KPHC31	Sutur af v. renalis
KPHC32	Sutur af v. mesenterica eller v. porta
KPHC99	Sutur af anden vene
KPHD	Resektioner af vene
KPHD10	Resektion af vena saphena magna
KPHD10A	Re-resektion af vena saphena magna
KPHD10B	Ekstraktion af vena saphena magna
KPHD11	Resektion af stella venosa
KPHD11A	Re-resektion af stella venosa
KPHD12	Resektion af vena saphena parva
KPHD12A	Re-resektion af vena saphena parva
KPHD12B	Ekstraktion af vena saphena parva
KPHD15	Resektion af kommunikanter på underben og lår
KPHD99	Resektion af anden vene
KPHE	Trombektomi i vene
KPHE22	Thrombektomi i v. femoralis
KPHE23	Thrombektomi i v. iliaca
KPHE25	Femoro-iliakal venøs trobektomi m. samtidig A-V fistel
KPHE30	Thrombektomi i v. cava inferior
KPHE31	Thrombektomi i v. renalis
KPHE99	Thrombektomi i anden vene
KPHH	By-pass fra vene
KPHH21	By-pass fra v. poplitea
KPHH22	By-pass fra v. femoralis
KPHH25	By-pass fra v. iliaca
KPHH99	By-pass fra anden vene
KPHJ	Transposition af vene
KPHJ22	Transposition af v. femoralis
KPHJ97	Superficialisering af vene ved a-v fistel overekstremitet
KPHJ98	Superficialisering af vene ved a-v fistel underekstremitet
KPHJ99	Transposition af anden vene
KPHN	Plastik på vene
KPHN21	Plastik på v. poplitea
KPHN30	Plastik på v. cava inferior
KPHN31	Plastik på vena renalis
KPHN31A	Plastik på vena renalis til transplanteret nyre
KPHN99	Plastik på anden vene
KPHP	Perkutan plastik på vene
KPHP21	Perkutan plastik på v. poplitea
KPHP22	Perkutan plastik på v. femoralis
KPHP23	Plastik på v. iliaca, perkutan
KPHP30	Perkutan plastik på vena cava inferior
KPHP30A	Perkutan plastik på vena cava inferior m. stentanlæggelse
KPHP41	Perkutan plastik på v. axillaris/brachialis
KPHP42	Perkutan plastik på v. subclavia/brachiocephalica
KPHP99	Plastik på anden vene, perkutan
KPHQ	Indlæggelse af endovaskulært implantat i vene
KPHQ21	Indlæggelse af endovaskulært implantat i v. poplitea
KPHQ22	Indlæggelse af endovaskulært implantat i v. femoralis
KPHQ23	Indlæggelse af endovaskulært implantat i v. iliaca
KPHQ30	Indlæggelse af endovaskulært implantat i v. cava inferior
KPHQ35	Indlægg. af endovaskulært implantat i portosystemisk shunt
KPHQ41	Indlæg. af endovaskulært implantat i v.axillaris/brachialis
KPHQ42	Indlæg. af endovaskulært implantat i v.subclavia/brachioceph
KPHQ99	Indlæggelse af endovaskulært implantat i anden vene
KPHR	Udtagning af endovaskulært implantat fra vene
KPHR23	Udtagning af endovaskulært implantat fra v. iliaca
KPHR30	Udtagning af endovaskulært implantat fra v. cava inferior
KPHR99	Udtagning af endovaskulært implantat fra anden vene
KPHT	Injektion af læge/skleroserende middel i vene
KPHT23	Injektion af lægemiddel/skleroserende middel i v. iliaca
KPHT31	Injektion af lægemiddel/skleroserende middel i v. renalis
KPHT99	Injektion af lægemiddel/skleroserende middel i anden vene
KPHW	Andre operationer på vener
KPHW02	Perkut. translum. fjernelse af fremmedlegeme, v. cava inf.
KPHW30	Indlæggelse af cava inferior filter
KPHW35	Portosystemisk shunt eller by-pass
KPHW35A	Transjugulær intrahepatisk portokaval shunt (TIPS)
KPHW45	Perkutan transluminal plastik på TIPS (shunt)
KPHW46	Perkutan embolisering af TIPS (shunt)
KPHW47	Perkutan trombektomi af TIPS (shunt)
KPHW99	Operation på vener, anden
KPJ	Operationer på lymfesystemet
KPJA	Eksploration/biopsi af lymfeglandel
KPJA10	Eksploration/biopsi af lymfeglandel
KPJB	Ligatur af lymfekar
KPJB20	Ligatur af ductus thoracicus
KPJB99	Ligatur af andet lymfekar
KPJD	Excision af lymfeglandler
KPJD41	Excision af cervikale lymfeglandler
KPJD41B	Radikal excision af cervikale lymfeglandler
KPJD41C	Excision af sentinel node cervikalt
KPJD41D	Suprahyoid halsglandeldisektion
KPJD42	Excision af axillære lymfeglandler
KPJD42A	Åben excision af axillære lymfeglandler
KPJD42B	Radikal excision af axillære lymfeglandler
KPJD42C	Excision af sentinel node i axil
KPJD42E	Endoskopisk excision af axillære lymfeglandler
KPJD43	Excision af paraaorticale lymfeglandler
KPJD43B	Radikal excision paraaortale lymfeglandler
KPJD43F	Laparoskopisk excision paraaortale lymfeglandler
KPJD44	Excision af iliacale lymfeglandler
KPJD44B	Radikal excision af iliacale lymfeglandler
KPJD44F	Laparoskopisk excision af iliacale lymfeglandler
KPJD45	Excision af inguinale lymfeglandler
KPJD45B	Radikal excision af inguinale lymfeglandler
KPJD45C	Excision af sentinel node i inguen
KPJD46	Excision af parasternale lymfeglandler
KPJD46C	Excision af sentinel node parasternalt
KPJD99	Excision af andre lymfeglandler
KPJD99B	Radikal, regional excision af andre lymfeglandler
KPJD99C	Excision af sentinel node fra anden lokalisation
KPJD99D	Excision af sentinel node i fossa poplitea
KPJD99E	Excision af sentinel node i fossa cubiti
KPJD99F	Laparoskopisk excision af andre lymfeglandler
KPJW	Andre operationer på lymfesystemet
KPJW10	Incision af lymfeglandel
KPJW30	Anlæggelse af lymfovenøs anastomose
KPJW99	Operation på lymfesystemet, anden
KPW	Reopr. efter operationer på perifere kar og lymfesystemet
KPWA	Sutur af sårruptur eft.op. på perifert kar el. lymfesystem
KPWA00	Sutur af sårruptur efter op. på perifert kar/lymfesystem
KPWB	Reop.for overfl.sårinf. eft.op. på perif. kar el.lymfesyste
KPWB00	Reop. for overfl sårinfek eft op. på perifert kar/lymfesyst
KPWC	Reop.for dyb infekt. eft.op. på perifert kar el.lymfesystem
KPWC00	Reop. for infektion efter op. på perifert kar el lymfesyste
KPWD	Reop.for overflad.blødn. eft.op. på perif.kar el.lymfesyste
KPWD00	Reop. for overfl blødning eft op. på perifert kar/lymfesyst
KPWE	Reop.for dyb blødning eft.op. på perifert kar el.lymfesyste
KPWE00	Reop. for blødning efter op. på perifert kar el lymfesystem
KPWG	Reop.for trombose/emboli eft.op. på perif.kar el.lymfesyste
KPWG00	Reop. for trombose/emboli efter op på perifert kar/lymfesys
KPWG02	Reop. for tromb/emboli på perifert kar/lymfesystem angiosko
KPWH	Reop. for lymfocele eft.op. på perifert kar el.lymfesystem
KPWH00	Reop. for lymfocele efter op. på perifert kar el lymfesyste
KPWH01	Reop. for lymfocele på perifert kar/lymfesystem, laparoskop
KPWW	Anden reoperat. eft. operat. på perifert kar el.lymfesystem
KPWW99	Reop. efter op. på perifert kar eller lymfesystem, anden
KQ	Operationer på hud og subkutant væv
KQA	Operationer på hud og subkutant væv på hoved og hals
KQAA	Incision af hud på hoved og hals
KQAA00	Punktur af hud på hoved og hals
KQAA00A	Punktur af hud på hoved
KQAA00B	Punktur af hud på hals
KQAA10	Incision af hud på hoved og hals
KQAA10A	Incision af hud på hoved
KQAA10B	Incision af hud på hals
KQAA10C	Drænanlæggelse i subkutant væv på hoved
KQAA10D	Drænanlæggelse i subkutant væv på hals
KQAA20	Dermabrasio eller shaving af hud på hoved og hals
KQAA20A	Dermabrasio eller shaving af hud på hoved
KQAA20B	Dermabrasio eller shaving af hud på hals
KQAA30	Elektrokoagulation af hud på hoved og hals
KQAA30A	Elektrokoagulation af hud på hoved
KQAA30B	Elektrokoagulation af hud på hals
KQAA40	Laser eller fotokoagulation af hud på hoved og hals
KQAA40A	Laser eller fotokoagulation af hud på hoved
KQAA40B	Laser eller fotokoagulation af hud på hals
KQAA50	Kryoterapi af hud på hoved og hals
KQAA50A	Kryoterapi af hud på hoved
KQAA50B	Kryoterapi af hud på hals
KQAA60	Ætsning af hud på hoved og hals
KQAA60A	Ætsning af hud på hoved
KQAA60B	Ætsning af hud på hals
KQAA99	Anden lokal destruktion af hud på hoved og hals
KQAA99A	Anden lokal destruktion af hud på hoved
KQAA99B	Anden lokal destruktion af hud på hals
KQAB	Behandling af sår på hoved og hals
KQAB00	Sutur af hud på hoved og hals
KQAB00A	Sutur af hud på hoved
KQAB00B	Sutur af hud på hals
KQAB00C	Sekundær sårsutur på hoved
KQAB00D	Resuturering på hoved
KQAB00E	Sekundær sårsutur på hals
KQAB00F	Resuturering på hals
KQAB05	Sårrevision på hoved og hals
KQAB05A	Sårrevision på hoved
KQAB05B	Sårrevision på hals
KQAB10	Større skiftning af sår på hoved og hals
KQAB10A	Større skiftning af sår på hoved
KQAB10B	Større skiftning af sår på hals
KQAB99	Anden sårbehandling på hoved og hals
KQAB99A	Anden sårbehandling på hoved
KQAB99B	Anden sårbehandling på hals
KQAC	Fjernelse af fremmedlegeme fra hud på hoved og hals
KQAC00	Fjern. af fremmedlegeme fra hud og underhud på hoved og hals
KQAC00A	Fjernelse af fremmedlegeme fra hud og underhud på hoved
KQAC00B	Fjernelse af fremmedlegeme fra hud og underhud på hals
KQAD	Behandling af forbrændinger på hoved og hals
KQAD00	Skiftning ved større forbrændinger på hoved og hals
KQAD00A	Skiftning ved større forbrændinger på hoved
KQAD00B	Skiftning ved større forbrændinger på hals
KQAD10	Debridement af forbrændinger på hoved og hals
KQAD10A	Debridement af forbrændinger på hoved
KQAD10B	Debridement af forbrændinger på hals
KQAD20	Excision og dækning af forbrænding på hoved og hals
KQAD20A	Excision og dækning af forbrænding på hoved
KQAD20B	Excision og dækning af forbrænding på hals
KQAE	Excision og korrektion af hud på hoved og hals
KQAE00	Excision af hud på hoved og hals
KQAE00A	Excision af hud på hoved
KQAE00B	Excision af hud på hals
KQAE00C	Fluorescensvejledt excision af hud på hoved og hals
KQAE05	Excision af svedkirtler/hud m. svedkirtler på hoved og hals
KQAE10	Exc./pat. væv i hud og underligg. strukturer/ hoved og hals
KQAE10A	Excision af pat. væv i hud og underligg. strukturer på hoved
KQAE10B	Excision af pat. væv i hud og underligg. strukturer på hals
KQAE10R	Radikalexc./pat. væv i hud og underlig.strukt/hoved og hals
KQAE12	Debridement af større nekrose på hoved og hals
KQAE20	Excision og korrektion af ar på hoved og hals
KQAE25	Excision og korrekt. af ar eft. forbrænding på hoved og hals
KQAE30	Excision og korrektion af postoperativt ar på hoved og hals
KQAE35	Dækning af huddefekt efter operation på hoved og hals
KQAE40	Korrekt.af hudforandring/pat. væv eft sygd på hoved og hals
KQAE50	Ekstern hudekstension på hoved og hals
KQAE70	Indsættelse af vævsekspander på hoved og hals
KQAE99	Anden excision eller korrektion af hud på hoved og hals
KQAF	Operationer på skalp og øjenbryn
KQAF00	Operation for hårtab på skalp
KQAF10	Korrektion af øjenbryn på grund af hårtab
KQAF99	Anden operation på hovedets behårede hud
KQAG	Operat. ved kroniske sår og fistler til hud på hoved og hal
KQAG20	Operation for kronisk sår og fistel til hud på hoved og hal
KQAG20A	Operation for kronisk sår og fistel til hud på hoved
KQAG20B	Operation for kronisk sår og fistel til hud på hals
KQAG30	Sutur af sår på hoved eller hals, forsinket
KQAG30A	Sutur af sår på hoved, forsinket
KQAG30B	Sutur af sår på hals, forsinket
KQAG99	Op. ved kroniske sår og fistler på hoved og hals, anden
KQAG99A	Operation ved kroniske sår og fistler på hoved, anden
KQAG99B	Operation ved kroniske sår og fistler på hals, anden
KQAJ	Æstetiske operationer på hoved og hals
KQAJ00	Liposuction på hoved og hals
KQAJ00A	Liposuction på hoved
KQAJ00B	Liposuction på hals
KQAJ10	Løft af øjenbryn
KQAJ15	Løft af øjenbryn med video-endoskop
KQAJ20	Subperiostal ansigtsløftning
KQAJ25	Ansigtsløftning med video-endoskop
KQAJ30	Anden form for ansigtsløftning
KQAJ35	Anden korrektion af slap/overskydende hud på hoved og hals
KQAJ99	Korrektion af hud på hoved og hals, anden æstetisk
KQAU	Fjernelse af implantater i hud og underhud på hoved og hals
KQAU00	Fjern. af vævsekspander i hud og underhud på hoved og hals
KQB	Operationer på hud og underhud på trunkus
KQBA	Punkturer/incisioner/lok.destrukt/ pat. væv i hud på trunkus
KQBA00	Punktur af hud på trunkus
KQBA00A	Aspiration af serum i hud på trunkus
KQBA10	Incision af hud på trunkus
KQBA10A	Drænanlæggelse i subkutant væv på abdomen
KQBA10B	Incision af pilonidalcyste
KQBA10C	Drænanlæggelse i subkutant væv på thorax
KQBA20	Dermabrasio eller shaving af hud på trunkus
KQBA30	Elektrokoagulation af hud på trunkus
KQBA40	Laser eller fotokoagulation af hud på trunkus
KQBA40A	Laserkoagulation af hud i genitalområdet
KQBA50	Kryoterapi af hud på trunkus
KQBA60	Ætsning af hud på trunkus
KQBA99	Incision af hud på trunkus, anden
KQBB	Behandling af sår på trunkus
KQBB00	Sutur af hud på trunkus
KQBB00A	Sekundær sårsutur på trunkus
KQBB00B	Resuturering på trunkus
KQBB05	Sårrevision på trunkus
KQBB10	Skiftning af sår på trunkus, større
KQBB99	Sårbehandling på trunkus, anden
KQBC	Fjernelse af fremmedlegme fra hud på trunkus
KQBC00	Fjernelse af fremmedlegeme fra hud og underhud på trunkus
KQBD	Behandling af forbrændinger på trunkus
KQBD00	Skiftning ved større forbrændinger på trunkus
KQBD10	Debridement af forbrændinger på trunkus
KQBD20	Excision og dækning af forbrænding på trunkus
KQBE	Excisioner og korrektion af hud på trunkus
KQBE00	Excision af hud på trunkus
KQBE00C	Fluorescensvejledt excision af hud på trunkus
KQBE05	Excision af svedkirtler/hud med svedkirtler på trunkus
KQBE10	Excision/ pat. væv i hud og underligg. strukturer på trunkus
KQBE10A	Excision af patologisk væv i underhud på trunkus
KQBE10B	Excision af lipom på trunkus
KQBE10C	Excision af pilonidalcyste
KQBE10R	Radikalexc./pat.væv i hud og underlig. strukturer på trunkus
KQBE12	Debridement af større nekrose på trunkus
KQBE20	Excision og korrektion af ar på trunkus
KQBE25	Excision og korrektion af ar på trunkus efter forbrænding
KQBE30	Excision og korrektion af postoperativt ar på trunkus
KQBE35	Dækning af huddefekt efter operation eller læsion på trunkus
KQBE40	Korrektion af huddefekt efter hudsygdom/anomali på trunkus
KQBE50	Ekstern hudekstension, trunkus
KQBE70	Indsættelse af vævsekspander på trunkus
KQBE99	Anden exc./korrek.af pat.væv i hud/underlig.strukt p trunkus
