V0100  Fotg„ngare skadad i kollision med cykel, fotg„ngare skadad i olycka, ej trafik-idrott
Y2068  H„ngning, strypning och kv„vning, med oklar avsikt-industriomr†de-andra aktiviteter
Y2069  H„ngning, strypning och kv„vning, med oklar avsikt-industriomr†de-ospec aktiviteter
Y2070  H„ngning, strypning och kv„vning, med oklar avsikt-lantbruksomr†de-idrott
Y2071  H„ngning, strypning och kv„vning, med oklar avsikt-lantbruksomr†de-lek,fritid
Y2072  H„ngning, strypning och kv„vning, med oklar avsikt-lantbruksomr†de-f”rv„rvsarbete
Y2073  H„ngning, strypning och kv„vning, med oklar avsikt-lantbruksomr†de-annan syssels„ttning
Y2074  H„ngning, strypning och kv„vning, med oklar avsikt-lantbruksomr†de-vitalaktivitet
Y2078  H„ngning, strypning och kv„vning, med oklar avsikt-lantbruksomr†de-andra aktiviteter
Y2079  H„ngning, strypning och kv„vning, med oklar avsikt-lantbruksomr†de-ospec aktiviteter
Y2080  H„ngning, strypning och kv„vning, med oklar avsikt-andra omr†den-idrott
Y2081  H„ngning, strypning och kv„vning, med oklar avsikt-andra omr†den-lek,fritid
Y2082  H„ngning, strypning och kv„vning, med oklar avsikt-andra omr†den-f”rv„rvsarbete
Y2083  H„ngning, strypning och kv„vning, med oklar avsikt-andra omr†den-annan syssels„ttning
Y2084  H„ngning, strypning och kv„vning, med oklar avsikt-andra omr†den-vitalaktivitet
Y2088  H„ngning, strypning och kv„vning, med oklar avsikt-andra omr†den-andra aktiviteter
Y2089  H„ngning, strypning och kv„vning, med oklar avsikt-andra omr†den-ospec aktiviteter
Y2090  H„ngning, strypning och kv„vning, med oklar avsikt-ospec omr†de-idrott
Y2091  H„ngning, strypning och kv„vning, med oklar avsikt-ospec omr†de-lek,fritid
Y2092  H„ngning, strypning och kv„vning, med oklar avsikt-ospec omr†de-f”rv„rvsarbete
Y2093  H„ngning, strypning och kv„vning, med oklar avsikt-ospec omr†de-annan syssels„ttning
Y2094  H„ngning, strypning och kv„vning, med oklar avsikt-ospec omr†de-vitalaktivitet
Y2098  H„ngning, strypning och kv„vning, med oklar avsikt-ospec omr†de-andra aktiviteter
Y2099  H„ngning, strypning och kv„vning, med oklar avsikt-ospec omr†de-ospec aktiviteter
Y2100  Drunkning eller dr„nkning, med oklar avsikt-bostad-idrott
Y2101  Drunkning eller dr„nkning, med oklar avsikt-bostad-lek,fritid
Y2102  Drunkning eller dr„nkning, med oklar avsikt-bostad-f”rv„rvsarbete
Y2103  Drunkning eller dr„nkning, med oklar avsikt-bostad-annan syssels„ttning
Y2104  Drunkning eller dr„nkning, med oklar avsikt-bostad-vitalaktivitet
Y2108  Drunkning eller dr„nkning, med oklar avsikt-bostad-andra aktiviteter
Y2109  Drunkning eller dr„nkning, med oklar avsikt-bostad-ospec aktiviteter
Y2110  Drunkning eller dr„nkning, med oklar avsikt-institutionellt boende-idrott
Y2111  Drunkning eller dr„nkning, med oklar avsikt-institutionellt boende-lek,fritid
Y2112  Drunkning eller dr„nkning, med oklar avsikt-institutionellt boende-f”rv„rvsarbete
Y2113  Drunkning eller dr„nkning, med oklar avsikt-institutionellt boende-annan syssels„ttning
Y2114  Drunkning eller dr„nkning, med oklar avsikt-institutionellt boende-vitalaktivitet
Y2118  Drunkning eller dr„nkning, med oklar avsikt-institutionellt boende-andra aktiviteter
Y2119  Drunkning eller dr„nkning, med oklar avsikt-institutionellt boende-ospec aktiviteter
Y2120  Drunkning eller dr„nkning, med oklar avsikt-skola, offentlig lokal-idrott
Y2121  Drunkning eller dr„nkning, med oklar avsikt-skola, offentlig lokal-lek,fritid
Y2122  Drunkning eller dr„nkning, med oklar avsikt-skola, offentlig lokal-f”rv„rvsarbete
Y2123  Drunkning eller dr„nkning, med oklar avsikt-skola, offentlig lokal-annan syssels„ttning
Y2124  Drunkning eller dr„nkning, med oklar avsikt-skola, offentlig lokal-vitalaktivitet
Y2128  Drunkning eller dr„nkning, med oklar avsikt-skola, offentlig lokal-andra aktiviteter
Y2129  Drunkning eller dr„nkning, med oklar avsikt-skola, offentlig lokal-ospec aktiviteter
Y2130  Drunkning eller dr„nkning, med oklar avsikt-idrottsanl„ggning-idrott
Y2131  Drunkning eller dr„nkning, med oklar avsikt-idrottsanl„ggning-lek,fritid
Y2132  Drunkning eller dr„nkning, med oklar avsikt-idrottsanl„ggning-f”rv„rvsarbete
Y2133  Drunkning eller dr„nkning, med oklar avsikt-idrottsanl„ggning-annan syssels„ttning
Y2134  Drunkning eller dr„nkning, med oklar avsikt-idrottsanl„ggning-vitalaktivitet
Y2138  Drunkning eller dr„nkning, med oklar avsikt-idrottsanl„ggning-andra aktiviteter
Y2139  Drunkning eller dr„nkning, med oklar avsikt-idrottsanl„ggning-ospec aktiviteter
Y2140  Drunkning eller dr„nkning, med oklar avsikt-gata-idrott
Y2141  Drunkning eller dr„nkning, med oklar avsikt-gata-lek,fritid
Y2142  Drunkning eller dr„nkning, med oklar avsikt-gata-f”rv„rvsarbete
Y2143  Drunkning eller dr„nkning, med oklar avsikt-gata-annan syssels„ttning
Y2144  Drunkning eller dr„nkning, med oklar avsikt-gata-vitalaktivitet
Y2148  Drunkning eller dr„nkning, med oklar avsikt-gata-andra aktiviteter
Y2149  Drunkning eller dr„nkning, med oklar avsikt-gata-ospec aktiviteter
Y2150  Drunkning eller dr„nkning, med oklar avsikt-serviceomr†de-idrott
Y2151  Drunkning eller dr„nkning, med oklar avsikt-serviceomr†de-lek,fritid
Y2152  Drunkning eller dr„nkning, med oklar avsikt-serviceomr†de-f”rv„rvsarbete
Y2153  Drunkning eller dr„nkning, med oklar avsikt-serviceomr†de-annan syssels„ttning
Y2154  Drunkning eller dr„nkning, med oklar avsikt-serviceomr†de-vitalaktivitet
Y2158  Drunkning eller dr„nkning, med oklar avsikt-serviceomr†de-andra aktiviteter
Y2159  Drunkning eller dr„nkning, med oklar avsikt-serviceomr†de-ospec aktiviteter
Y2160  Drunkning eller dr„nkning, med oklar avsikt-industriomr†de-idrott
Y2161  Drunkning eller dr„nkning, med oklar avsikt-industriomr†de-lek,fritid
Y2162  Drunkning eller dr„nkning, med oklar avsikt-industriomr†de-f”rv„rvsarbete
Y2163  Drunkning eller dr„nkning, med oklar avsikt-industriomr†de-annan syssels„ttning
Y2164  Drunkning eller dr„nkning, med oklar avsikt-industriomr†de-vitalaktivitet
Y2168  Drunkning eller dr„nkning, med oklar avsikt-industriomr†de-andra aktiviteter
Y2169  Drunkning eller dr„nkning, med oklar avsikt-industriomr†de-ospec aktiviteter
Y2170  Drunkning eller dr„nkning, med oklar avsikt-lantbruksomr†de-idrott
Y2171  Drunkning eller dr„nkning, med oklar avsikt-lantbruksomr†de-lek,fritid
Y2172  Drunkning eller dr„nkning, med oklar avsikt-lantbruksomr†de-f”rv„rvsarbete
Y2173  Drunkning eller dr„nkning, med oklar avsikt-lantbruksomr†de-annan syssels„ttning
Y2174  Drunkning eller dr„nkning, med oklar avsikt-lantbruksomr†de-vitalaktivitet
Y2178  Drunkning eller dr„nkning, med oklar avsikt-lantbruksomr†de-andra aktiviteter
Y2179  Drunkning eller dr„nkning, med oklar avsikt-lantbruksomr†de-ospec aktiviteter
Y2180  Drunkning eller dr„nkning, med oklar avsikt-andra omr†den-idrott
Y2181  Drunkning eller dr„nkning, med oklar avsikt-andra omr†den-lek,fritid
Y2182  Drunkning eller dr„nkning, med oklar avsikt-andra omr†den-f”rv„rvsarbete
Y2183  Drunkning eller dr„nkning, med oklar avsikt-andra omr†den-annan syssels„ttning
Y2184  Drunkning eller dr„nkning, med oklar avsikt-andra omr†den-vitalaktivitet
Y2188  Drunkning eller dr„nkning, med oklar avsikt-andra omr†den-andra aktiviteter
Y2189  Drunkning eller dr„nkning, med oklar avsikt-andra omr†den-ospec aktiviteter
Y2190  Drunkning eller dr„nkning, med oklar avsikt-ospec omr†de-idrott
Y2191  Drunkning eller dr„nkning, med oklar avsikt-ospec omr†de-lek,fritid
Y2192  Drunkning eller dr„nkning, med oklar avsikt-ospec omr†de-f”rv„rvsarbete
Y2193  Drunkning eller dr„nkning, med oklar avsikt-ospec omr†de-annan syssels„ttning
Y2194  Drunkning eller dr„nkning, med oklar avsikt-ospec omr†de-vitalaktivitet
Y2198  Drunkning eller dr„nkning, med oklar avsikt-ospec omr†de-andra aktiviteter
Y2199  Drunkning eller dr„nkning, med oklar avsikt-ospec omr†de-ospec aktiviteter
Y2200  Skott fr†n pistol och revolver, med oklar avsikt-bostad-idrott
Y2201  Skott fr†n pistol och revolver, med oklar avsikt-bostad-lek,fritid
Y2202  Skott fr†n pistol och revolver, med oklar avsikt-bostad-f”rv„rvsarbete
Y2203  Skott fr†n pistol och revolver, med oklar avsikt-bostad-annan syssels„ttning
Y2204  Skott fr†n pistol och revolver, med oklar avsikt-bostad-vitalaktivitet
Y2208  Skott fr†n pistol och revolver, med oklar avsikt-bostad-andra aktiviteter
Y2209  Skott fr†n pistol och revolver, med oklar avsikt-bostad-ospec aktiviteter
Y2210  Skott fr†n pistol och revolver, med oklar avsikt-institutionellt boende-idrott
Y2211  Skott fr†n pistol och revolver, med oklar avsikt-institutionellt boende-lek,fritid
Y2212  Skott fr†n pistol och revolver, med oklar avsikt-institutionellt boende-f”rv„rvsarbete
Y2213  Skott fr†n pistol och revolver, med oklar avsikt-institutionellt boende-annan syssels„ttning
Y2214  Skott fr†n pistol och revolver, med oklar avsikt-institutionellt boende-vitalaktivitet
Y2218  Skott fr†n pistol och revolver, med oklar avsikt-institutionellt boende-andra aktiviteter
Y2219  Skott fr†n pistol och revolver, med oklar avsikt-institutionellt boende-ospec aktiviteter
Y2220  Skott fr†n pistol och revolver, med oklar avsikt-skola, offentlig lokal-idrott
Y2221  Skott fr†n pistol och revolver, med oklar avsikt-skola, offentlig lokal-lek,fritid
Y2222  Skott fr†n pistol och revolver, med oklar avsikt-skola, offentlig lokal-f”rv„rvsarbete
Y2223  Skott fr†n pistol och revolver, med oklar avsikt-skola, offentlig lokal-annan syssels„ttning
Y2224  Skott fr†n pistol och revolver, med oklar avsikt-skola, offentlig lokal-vitalaktivitet
Y2228  Skott fr†n pistol och revolver, med oklar avsikt-skola, offentlig lokal-andra aktiviteter
Y2229  Skott fr†n pistol och revolver, med oklar avsikt-skola, offentlig lokal-ospec aktiviteter
Y2230  Skott fr†n pistol och revolver, med oklar avsikt-idrottsanl„ggning-idrott
Y2231  Skott fr†n pistol och revolver, med oklar avsikt-idrottsanl„ggning-lek,fritid
Y2232  Skott fr†n pistol och revolver, med oklar avsikt-idrottsanl„ggning-f”rv„rvsarbete
Y2233  Skott fr†n pistol och revolver, med oklar avsikt-idrottsanl„ggning-annan syssels„ttning
Y2234  Skott fr†n pistol och revolver, med oklar avsikt-idrottsanl„ggning-vitalaktivitet
Y2238  Skott fr†n pistol och revolver, med oklar avsikt-idrottsanl„ggning-andra aktiviteter
Y2239  Skott fr†n pistol och revolver, med oklar avsikt-idrottsanl„ggning-ospec aktiviteter
Y2240  Skott fr†n pistol och revolver, med oklar avsikt-gata-idrott
Y2241  Skott fr†n pistol och revolver, med oklar avsikt-gata-lek,fritid
Y2242  Skott fr†n pistol och revolver, med oklar avsikt-gata-f”rv„rvsarbete
Y2243  Skott fr†n pistol och revolver, med oklar avsikt-gata-annan syssels„ttning
Y2244  Skott fr†n pistol och revolver, med oklar avsikt-gata-vitalaktivitet
Y2248  Skott fr†n pistol och revolver, med oklar avsikt-gata-andra aktiviteter
Y2249  Skott fr†n pistol och revolver, med oklar avsikt-gata-ospec aktiviteter
Y2250  Skott fr†n pistol och revolver, med oklar avsikt-serviceomr†de-idrott
Y2251  Skott fr†n pistol och revolver, med oklar avsikt-serviceomr†de-lek,fritid
Y2252  Skott fr†n pistol och revolver, med oklar avsikt-serviceomr†de-f”rv„rvsarbete
Y2253  Skott fr†n pistol och revolver, med oklar avsikt-serviceomr†de-annan syssels„ttning
Y2254  Skott fr†n pistol och revolver, med oklar avsikt-serviceomr†de-vitalaktivitet
Y2258  Skott fr†n pistol och revolver, med oklar avsikt-serviceomr†de-andra aktiviteter
Y2259  Skott fr†n pistol och revolver, med oklar avsikt-serviceomr†de-ospec aktiviteter
Y2260  Skott fr†n pistol och revolver, med oklar avsikt-industriomr†de-idrott
Y2261  Skott fr†n pistol och revolver, med oklar avsikt-industriomr†de-lek,fritid
Y2262  Skott fr†n pistol och revolver, med oklar avsikt-industriomr†de-f”rv„rvsarbete
Y2263  Skott fr†n pistol och revolver, med oklar avsikt-industriomr†de-annan syssels„ttning
Y2264  Skott fr†n pistol och revolver, med oklar avsikt-industriomr†de-vitalaktivitet
Y2268  Skott fr†n pistol och revolver, med oklar avsikt-industriomr†de-andra aktiviteter
Y2269  Skott fr†n pistol och revolver, med oklar avsikt-industriomr†de-ospec aktiviteter
Y2270  Skott fr†n pistol och revolver, med oklar avsikt-lantbruksomr†de-idrott
Y2271  Skott fr†n pistol och revolver, med oklar avsikt-lantbruksomr†de-lek,fritid
Y2272  Skott fr†n pistol och revolver, med oklar avsikt-lantbruksomr†de-f”rv„rvsarbete
Y2273  Skott fr†n pistol och revolver, med oklar avsikt-lantbruksomr†de-annan syssels„ttning
Y2274  Skott fr†n pistol och revolver, med oklar avsikt-lantbruksomr†de-vitalaktivitet
Y2278  Skott fr†n pistol och revolver, med oklar avsikt-lantbruksomr†de-andra aktiviteter
Y2279  Skott fr†n pistol och revolver, med oklar avsikt-lantbruksomr†de-ospec aktiviteter
Y2280  Skott fr†n pistol och revolver, med oklar avsikt-andra omr†den-idrott
Y2281  Skott fr†n pistol och revolver, med oklar avsikt-andra omr†den-lek,fritid
Y2282  Skott fr†n pistol och revolver, med oklar avsikt-andra omr†den-f”rv„rvsarbete
Y2283  Skott fr†n pistol och revolver, med oklar avsikt-andra omr†den-annan syssels„ttning
Y2284  Skott fr†n pistol och revolver, med oklar avsikt-andra omr†den-vitalaktivitet
Y2288  Skott fr†n pistol och revolver, med oklar avsikt-andra omr†den-andra aktiviteter
Y2289  Skott fr†n pistol och revolver, med oklar avsikt-andra omr†den-ospec aktiviteter
Y2290  Skott fr†n pistol och revolver, med oklar avsikt-ospec omr†de-idrott
Y2291  Skott fr†n pistol och revolver, med oklar avsikt-ospec omr†de-lek,fritid
Y2292  Skott fr†n pistol och revolver, med oklar avsikt-ospec omr†de-f”rv„rvsarbete
Y2293  Skott fr†n pistol och revolver, med oklar avsikt-ospec omr†de-annan syssels„ttning
Y2294  Skott fr†n pistol och revolver, med oklar avsikt-ospec omr†de-vitalaktivitet
Y2298  Skott fr†n pistol och revolver, med oklar avsikt-ospec omr†de-andra aktiviteter
Y2299  Skott fr†n pistol och revolver, med oklar avsikt-ospec omr†de-ospec aktiviteter
Y2300  Skott fr†n gev„r, hagelgev„r och tyngre skjutvapen, med oklar avsikt-bostad-idrott
Y2301  Skott fr†n gev„r, hagelgev„r och tyngre skjutvapen, med oklar avsikt-bostad-lek,fritid
Y2302  Skott fr†n gev„r, hagelgev„r och tyngre skjutvapen, med oklar avsikt-bostad-f”rv„rvsarbete
Y2303  Skott fr†n gev„r, hagelgev„r och tyngre skjutvapen, med oklar avsikt-bostad-annan syssels„ttning
