AAA00  Explorativ kraniotomi
TNC11  Injektion av diagnostisk eller terapeutisk substans i led, armb†ge eller underarm
TNC20  Aspiration av benm„rg, armb†ge eller underarm
TNC25  Borrbiopsi av benm„rg, armb†ge eller underarm
TNC30  Mjukt bandage, armb†ge eller underarm
TNC31  Prefabricerad ortos, armb†ge eller underarm
TNC32  Modellerbar skena, armb†ge eller underarm
TNC33  Cirkul„rt modellerbart bandage, armb†ge eller underarm
TNC34  St”rre modellerbart bandage, armb†ge eller underarm
TNC39  Annan ortopedisk bandagering, armb†ge eller underarm
TNC40  Externt str„ck, armb†ge eller underarm
TNC50  Implantation av skelettmark”r, armb†ge eller underarm
TND00  Punktion eller n†lbiopsi av mjukdelar, handled eller hand
TND05  Enkel incision av mjukdelar, handled eller hand
TND10  Artrocentes, handled eller hand
TND11  Injektion av diagnostisk eller terapeutisk substans i led, handled eller hand
TND20  Aspiration av benm„rg, handled eller hand
TND25  Borrbiopsi av benm„rg, handled eller hand
TND30  Mjukt bandage, handled eller hand
TND31  Prefabricerad ortos, handled eller hand
TND32  Modellerbar skena, handled eller hand
TND33  Cirkul„rt modellerbart bandage, handled eller hand
TND34  St”rre modellerbart bandage, handled eller hand
TND39  Annan ortopedisk bandagering, handled eller hand
TND40  Externt str„ck, handled eller hand
TND50  Implantation av skelettmark”r, handled eller hand
TNE00  Punktion eller n†lbiopsi av mjukdelar, b„ckenet (inkl sakrum och koccyx)
TNE05  Enkel incision av mjukdelar, b„ckenet (inkl sakrum och koccyx)
TNE10  Artrocentes, b„ckenet (inkl sakrum och koccyx)
TNE11  Injektion av diagnostisk eller terapeutisk substans i led, b„ckenet (inkl sakrum och koccyx)
TNE20  Aspiration av benm„rg, b„ckenet (inkl sakrum och koccyx)
TNE25  Borrbiopsi av benm„rg, b„ckenet (inkl sakrum och koccyx)
TNE30  Mjukt bandage, b„ckenet (inkl sakrum och koccyx)
TNE31  Prefabricerad ortos, b„ckenet (inkl sakrum och koccyx)
TNE32  Modellerbar skena, b„ckenet (inkl sakrum och koccyx)
TNE33  Cirkul„rt modellerbart bandage, b„ckenet (inkl sakrum och koccyx)
TNE34  St”rre modellerbart bandage, b„ckenet (inkl sakrum och koccyx)
TNE39  Annan ortopedisk bandagering, b„ckenet (inkl sakrum och koccyx)
TNE40  Externt str„ck, b„ckenet (inkl sakrum och koccyx)
TNE50  Implantation av skelettmark”r, b„ckenet (inkl sakrum och koccyx)
TNF00  Punktion eller n†lbiopsi av mjukdelar, h”ftled eller l†r
TNF05  Enkel incision av mjukdelar, h”ftled eller l†r
TNF10  Artrocentes, h”ftled eller l†r
TNF11  Injektion av diagnostisk eller terapeutisk substans i led, h”ftled eller l†r
TNF20  Aspiration av benm„rg, h”ftled eller l†r
TNF25  Borrbiopsi av benm„rg, h”ftled eller l†r
TNF30  Mjukt bandage, h”ftled eller l†r
TNF31  Prefabricerad ortos, h”ftled eller l†r
TNF32  Modellerbar skena, h”ftled eller l†r
TNF33  Cirkul„rt modellerbart bandage, h”ftled eller l†r
TNF34  St”rre modellerbart bandage, h”ftled eller l†r
TNF39  Annan ortopedisk bandagering, h”ftled eller l†r
TNF40  Externt str„ck, h”ftled eller l†r
TNF50  Implantation av skelettmark”r, h”ftled eller l†r
TNG00  Punktion eller n†lbiopsi av mjukdelar, kn„led eller underben
TNG05  Enkel incision av mjukdelar, kn„led eller underben
TNG10  Artrocentes, kn„led eller underben
TNG11  Injektion av diagnostisk eller terapeutisk substans i led, kn„led eller underben
TNG20  Aspiration av benm„rg, kn„led eller underben
TNG25  Borrbiopsi av benm„rg, kn„led eller underben
TNG30  Mjukt bandage, kn„led eller underben
TNG31  Prefabricerad ortos, kn„led eller underben
TNG32  Modellerbar skena, kn„led eller underben
TNG33  Cirkul„rt modellerbart bandage, kn„led eller underben
TNG34  St”rre modellerbart bandage, kn„led eller underben
TNG39  Annan ortopedisk bandagering, kn„led eller underben
TNG40  Externt str„ck, kn„led eller underben
TNG50  Implantation av skelettmark”r, kn„led eller underben
TNH00  Punktion eller n†lbiopsi av mjukdelar, fotled eller fot
TNH05  Enkel incision av mjukdelar, fotled eller fot
TNH10  Artrocentes, fotled eller fot
TNH11  Injektion av diagnostisk eller terapeutisk substans i led, fotled eller fot
TNH20  Aspiration av benm„rg, fotled eller fot
TNH25  Borrbiopsi av benm„rg, fotled eller fot
TNH30  Mjukt bandage, fotled eller fot
TNH31  Prefabricerad ortos, fotled eller fot
TNH32  Modellerbar skena, fotled eller fot
TNH33  Cirkul„rt modellerbart bandage, fotled eller fot
TNH34  St”rre modellerbart bandage, fotled eller fot
TNH39  Annan ortopedisk bandagering, fotled eller fot
TNH40  Externt str„ck, fotled eller fot
TNH50  Implantation av skelettmark”r, fotled eller fot
TNX00  Punktion eller n†lbiopsi av mjukdelar, ospecificerad region
TNX05  Enkel incision av mjukdelar, ospecificerad region
TNX10  Artrocentes, ospecificerad region
TNX11  Injektion av diagnostisk eller terapeutisk substans i led, ospecificerad region
TNX20  Aspiration av benm„rg, ospecificerad region
TNX25  Borrbiopsi av benm„rg, ospecificerad region
TNX30  Mjukt bandage, ospecificerad region
TNX31  Prefabricerad ortos, ospecificerad region
TNX32  Modellerbar skena, ospecificerad region
TNX33  Cirkul„rt modellerbart bandage, ospecificerad region
TNX34  St”rre modellerbart bandage, ospecificerad region
TNX39  Annan ortopedisk bandagering, ospecificerad region
TNX40  Externt str„ck, ospecificerad region
TNX50  Implantation av skelettmark”r, ospecificerad region
TPH00  Venesectio
TPH05  Fril„ggning och kateterisering av perifer ven
TPH10  Sklerosering av benvaricer
TPH15  Inl„ggande av CVK via vena jugularis (externa eller interna)
TPH20  Inl„ggande av CVK via  v. subclavia eller v. brachiocephalica
TPJ00  Biopsi av ytlig lymfk”rtel
TPJ05  Punktionsbiopsi av lymfk”rtel
TPW99  Annan mindre operation p† perifera k„rl och lymfsystemet
TPX00  Biopsi av art„r eller ven
TPX10  Implantation av subkutan injektionsport
TPX15  Avl„gsnande av vaskul„r injektionsport
TQW99  Annan mindre operation p† hud eller subkutan v„vnad
TQX00  Biopsi av hud
TQX10  Punktionsbiopsi av hud
TQX20  Inl„ggning av subkutant l„kemedelsimplantat
TQX30  Uttagning av subkutant l„kemedelsimplantat
TQX40  Avl„gsnande av hudsuturer
UDH02  Rinofaryngoskopi
UDH05  Rinofaryngoskopi med biopsi
UDM02  Sinoskopi
UDM05  Sinoskopi med biopsi
UDQ02  Direkt laryngoskopi
UDQ05  Direkt laryngoskopi med biopsi
UDQ12  Flexibel laryngoskopi
UDQ15  Flexibel laryngoskopi med biopsi
UDQ22  Mikrolaryngoskopi
UDQ25  Mikrolaryngoskopi med biopsi
UEN02  Orofaryngoskopi
UEN05  Orofaryngoskopi med biopsi
UEN12  Hypofaryngoskopi
UEN15  Hypofaryngoskopi med biopsi
UGA02  Endoskopi genom pleurokutant f”nster
UGA05  Endoskopi genom pleurokutant f”nster med biopsi
UGB02  Trakeoskopi
UGB05  Trakeoskopi med biopsi
UGC02  Rigid bronkoskopi
UGC05  Rigid bronkoskopi med biopsi
UGC12  Flexibel bronkoskopi
UGC15  Flexibel bronkoskopi med biopsi
UJC02  Rigid esofagoskopi
UJC05  Rigid esofagoskopi med biopsi
UJC12  Flexibel esofagoskopi
UJC15  Flexibel esofagoskopi med biopsi
UJD02  Gastroskopi
UJD05  Gastroskopi med biopsi
UJF02  Peroral enteroskopi
UJF05  Peroral enteroskopi med biopsi
UJF12  Enteroskopi via stomi
UJF15  Enteroskopi med biopsi via stomi
UJF22  Intraoperativ enteroskopi
UJF25  Intraoperativ enteroskopi med biopsi
UJF32  Koloskopi
UJF35  Koloskopi med biopsi
UJF42  Flexibel sigmoideoskopi
UJF45  Flexibel sigmoideoskopi med biopsi
UJF52  Endoskopi av b„ckenreservoar
UJF55  Endoskopi av b„ckenreservoar med biopsi
UJG02  Rektoskopi
UJG05  Rektoskopi med biopsi
UJH02  Anoskopi
UJK02  ERCP
UJK05  ERCP med biopsi
UJK12  Peroral kolangioskopi
UJK15  Peroral kolangioskopi med biopsi
UJK22  Antegrad kolangioskopi
UJK25  Antegrad kolangioskopi med biopsi
UJK32  Antegrad kolecystoskopi
UJK35  Antegrad kolecystoskopi med biopsi
UJK42  Peroral pankreatikoskopi
UJK45  Peroral pankreatikoskopi med biopsi
UKA02  Ureteropyeloskopi
UKA05  Ureteropyeloskopi med biopsi
UKB02  Ureteroskopi
UKB05  Ureteroskopi med biopsi
UKB12  Retrograd endoskopi av kutan ureteroenterostomi
UKB15  Retrograd endoskopi av kutan ureteroenterostomi med biopsi
UKC02  Cystoskopi
UKC05  Cystoskopi med biopsi
UKC12  Retrograd endoskopi av kutan cystoenterostomi
UKC15  Retrograd endoskopi av kutan cystoenterostomi med biopsi
UKD02  Uretroskopi
UKD05  Uretroskopi med biopsi
ULB02  Falloposkopi
ULB05  Falloposkopi med biopsi
ULC02  Hysteroskopi
ULC05  Hysteroskopi med biopsi
ULC12  Mikrohysteroskopi
ULC15  Mikrohysteroskopi med biopsi
V8060  Sternalpunktion
V9113  Perkutan kolangiografi
V9120  Benm„rgstransplantation
V9122  Trakeal intubation eller byte av trakeostomitub
V9123  Rensugning av luftv„gar
V9124  Inhalationsbehandling
V9125  Syrgasbehandling vid spontanandning och atmosf„rtryck
V9126  Hyperbar syrgasbehandling
V9127  Behandling med luftv„gsmottryck (CPAP el motsvarande)
V9128  Manuell ventilation av luftv„gar
V9129  Inl„ggning av kateter f”r intravasal oxygenering
V9130  Intravasal oxygenering
V9200  Anv„ndande av konstgjord njure
V9201  Anv„ndande av respirator
V9202  Utbytestransfusion
V9203  Extern hj„rtmassage
V9205  Art„r- el venkateterisering f”r tagande av speciella blodprov
V9208  Parenteral v„tsketerapi
V9209  Blodtransfusion
V9211  Hemodialys, akut
V9212  Hemodialys, kronisk
V9216  Elkonvertering, defibrillering
V9217  Plasmaferes
V9218  Elektrokonvulsiv terapi (ECT)
V9219  Spontan arterioven”s hemofiltration (CAVH,CAVHD)
V9220  Bl†str„ning
V9223  Hemofiltration
V9224  Preoperativ hemodilution
V9225  Sm„rtbehandling
V9226  Oml„ggning, suturtagn, kateterbyte, tamponadtagn etc i narkos
V9227  Neds„ttning av sond i mags„ck
V9228  Sondmatning
V9229  Ventrikelsk”ljning
V9230  Behandling med antichockbyxa (MAST eller motsvarande)
V9231  Mekanisk hj„rtkompression (ej manuell)
V9232  Intravasal tryckm„tning
V9233  ™vervakning av vitala funktioner
V9234  Inducerad hypotermi
V9236  Intensiv”vervakning under transport
V9237  Inl„ggning av kateter i lungart„r
V9239  Inl„ggning av pump (t ex insulin)
V9240  Annan †tg„rd eller unders”kning i narkos
V9241  Arbetsprov med EKG
V9242  Elektrofysiologisk unders”kning av hj„rtats retledningssystem
V9250  V„nstersidig kardioangiografi
V9251  H”gersidig kardioangiografi
V9252  V„nster- och h”gersidig kardioangiografi
V9253  Koronarangiografi
V9300  Oxitocicum
V9301  Oxitocindropp f”r v„rkstimulans
V9302  Prostaglandindropp f”r ig†ngs„ttning av f”rlossning
V9304  Vibration f”r ig†ngs„ttning av f”rlossning
V9319  Andra ig†ngs„ttnings†tg„rder f”r f”rlossning
V9320  Intrauterin blodtransfusion
V9325  Injektion av anti-D
V9329  Radiologisk unders”kning i narkos
V9330  Trakealtoalett (p† nyf”dda)
V9331  Rensugning, sensorisk stimulans (p† nyf”dda)
V9332  Syre p† mask, mun-till-munandning (p† nyf”dda)
V9333  Intubering, ”vertrycksandning (p† nyf”dda)
V9334  Andra upplivnings†tg„rder p† nyf”dda
V9335  Intubation i anslutning till f”dseln
V9336  Intubation efter f”dseln p† nyf”dda
V9337  Hj„rtmassage omedelbart efter f”dseln
V9338  Hj„rtmassage senare under nyf”ddhetsperioden
V9340  Umbilikal art„rkateter (p† nyf”dda)
V9350  Umbilikal venkateter + intraven”st dropp (p† nyf”dda)
V9360  Skalpvensdropp (p† nyf”dda)
V9370  Syreterapi (p† nyf”dda)
V9371  Syrgas p† mask (p† nyf”dda)
V9372  Syrgas via n„skateter (p† nyf”dda)
V9373  Syrgas i kuv”s
V9375  Kontinuerl expander slutexspirator tryck(CPAP,CNP)(nyf”dda)
V9380  Kuv”sbehandling (av nyf”dda)
V9390  Sondmatning (p† nyf”dda)
V9391  Ljusbehandling p† nyf”dda
V9399  ™vriga s„rskilda †tg„rder under nyf”ddhetsperioden
V9425  Parenteral cytostatikabehandling
V9499  ™vr mer omfattande †tg„rder av icke operativ art p† nyf”dda
V9500  Hyposensibilisering
V9501  Allergiprovokation UNS
V9502  Pricktest (intrakutan)
V9503  Trombolys
V9504  Benm„rgspunktion, crista
V9505  Benm„rgspunktion, sternum
V9506  Art„rpunktion
V9507  Anl„ggning av tunnelerad dialyskateter
V9508  Anl„ggning av central venkateter, dubbellumen (CVK)
V9509  Inl„ggning av art„rn†l
V9510  Anl„ggning av epiduralkateter
V9511  Anl„ggning av epiduralkateter ansluten till subkutan port
V9512  Elektrokardiografi (EKG), 12 avledn, standard
V9513  Vektor-elektrokardiografi (EKG)
V9514  Late Potential-elektrografi (EG) (sena potentialer)
V9515  Holter-elektrokardiografi (EKG), 24-tim arytmianalys
V9516  Holter-elektrokardiografi (EKG), ST-analys
V9517  Esofagus-elektrokardiografi (EKG)
V9518  Non-invasiv elektrofysiologisk unders”kning
V9519  Invasiv elektrofysiologisk hj„rtunders”kning
V9520  Intravasalt ultraljud
V9521  Perkutan laserrekanalisering av kransk„rl
V9522  Perkutan aterektomi i kransk„rl
V9523  Elektroencefalografi (EEG), vaken
V9524  Elektroencefalografi (EEG), sovande
V9525  Elektromyografi (EMG), n†l
V9526  Eko-doppler, transtorakal, enkel
V9527  Doppler, halsens och huvudets k„rl
V9528  Doppler av perifera k„rl
V9529  Tilttest (tippbr„da med blodtrycks- och EKG-registrering)
V9530  Plasmaferes, stamcellssk”rd
V9531  Peritonealdialys, kronisk
V9532  Peritonealdialys, akut
V9533  Kontroll/omprogrammering av pacemaker/defibrillator
V9534  Allogen benm„rgstransplantation
V9535  Autolog benm„rgstransplantation
V9536  Transplantation med allogena perifera stamceller (PSC)
V9537  Transplantation med autologa perifera stamceller (PSC)
V9538  Karotisangiografi
V9539  Radionuklidangiografi i vila
V9540  Myokardskintigrafi i vila
V9541  Radioterapi
V9542  Psoralen-ultraviolett-aktivitet (PUVA)
V9543  Medicinsk abort i tidig graviditet
V9544  Tv†stegsabort
V9545  Medicinsk behandling vid missfall
V9546  Medicinsk f”rbehandling inf”r kirurgisk abort/exeres
V9547  Gynekologiskt ultraljud
V9548  Obstetriskt ultraljud
V9549  Hysterocentes vid hydramnion
V9550  Kardiotokografi (CTG)
V9551  Prostaglandin f”r f”rlossningsinduktion
V9552  Intrauterin tryckm„tning
V9553  Foster-elektrokardiografi (EKG)
V9554  Akupunktur
V9555  Intrakutan nervstimulering
V9556  Transkutan nervstimulering
V9557  Paracervikalblockad
V9558  Pudendusblockad
V9559  Spirometri, enkel (dynamiska volymer)
V9560  Spirometri, avancerad (inkl statiska volymer)
V9561  Polysomnografi
V9562  Bronkialprovokation
V9563  Epikutantest
V9564  Fotopatchtest
V9565  Scratchtest
V9566  Jontofores
V9567  Bucky-behandling (mjukr”ntgen)
V9568  Ljusbehandling UVB/UVA
V9569  Medicinsk badbehandling
V9570  ™dembehandling med kompressionspump
V9571  Infiltrationsbehandling (l„kemedel)
V9572  Botulinumtoxininjektion
V9573  S”mnutredning
V9574  Femoralisangiografi
V9575  Pulmonalisangiografi
V9576  Intraven”s l„kemedelsbehandling
V9577  Immunterapi
V9578  Fotodynamisk terapi (PDT)
V9579  Ocklusionsbehandling
V9580  Kutan f„ltstimulering  (CFS)
V9581  Dermatoskopi, digital 
V9582  Elektroencefalografi (EEG), sfenoidal
V9583  Multipel s”mnlatenstest (MSLT)
V9584  Elektromyografi inkl m„tning av  nervledningshastighet  (CV-EMG)
V9585  Elektromyografi (EMG)
V9586  Elektromyografi (EMG), Single Fibre 
V9587  Elektromyografi med ytelektroder (Yt-EMG)
XAA00  Endoskopisk intrakraniell unders”kning
XAB00  Endoskopisk intraspinal unders”kning
XAB10  Diagnostisk rotblockad
XAW97  Annan diagnostisk endoskopi inom neurokirurgi
XAW99  Annan diagnostisk †tg„rd inom neurokirurgi
XAX00  Intraoperativ elektrofysiologisk unders”kning
XCC00  Diagnostisk spolning av t†rkanaler
XCD00  Klinisk ”gonunders”kning i narkos
XCD10  Elektrofysiologisk ”gonunders”kning
XCD20  Angiografi av ”gonbotten
XCK00  Synf„ltsunders”kning
XCK10  Fotografering av ”gonbotten
XCW99  Annan diagnostisk †tg„rd i ”gonregionen
XFE00  Epikardiell ultraljudsunders”kning
XFE01  Torakoskopisk epikardiell ultraljudsunders”kning
XFE12  Angioskopisk ultraljudsunders”kning av hj„rtat
XFN02  Intraoperativ koronar angioskopi
XFN96  Annan intraoperativ angioskopisk unders”kning
XFP00  Intraoperativ mapping av ektopiskt fokus
XFP96  Annan intraoperativ elektrofysiologisk unders”kning
XFX00  Intraoperativ punktion av hj„rtat eller stora k„rl med aspiration
XFX10  Intraoperativ punktionsmanometri av hj„rtat eller stora k„rl
XFX20  Intraoperativ fl”desm„tning av hj„rtat eller stora k„rl
XFX96  Annan diagnostisk intraoperativ punktion av hj„rtat eller stora k„rl
XFX97  Annan torakoskopisk diagnostisk intraoperativ punktion av hj„rtat eller stora k„rl
XGX02  Transesofageal ultraljudsunders”kning
XGX10  Intrapleural ultraljudsunders”kning
XGX21  Torakoskopisk ultraljudsunders”kning
XGX32  Bronkoskopisk ultraljudsunders”kning
XGX96  Annan intraoperativ eller endoskopisk torakal ultraljudsunders”kning
XJA00  Ultraljudsunders”kning vid laparotomi
XJA01  Laparoskopisk ultraljudsunders”kning
XJC00  Esofagusmanometri
XJC10  pH-m„tning i esofagus
XJC20  Transesofageal elektromyografi
XJD02  Ultraljudsunders”kning vid ”vre gastrointestinal endoskopi
XJF00  Ultraljudsunders”kning via stomi
