Code;text;Note
NHJ80;"Potites vai pedas luzuma iekseja fiksacija, izmantojot citu vai kombinetu metodi; laterala potite";
NHJ81;"Potites vai pedas luzuma iekseja fiksacija, izmantojot citu vai kombinetu metodi; mediala potite";
NHJ82;"Potites vai pedas luzuma iekseja fiksacija, izmantojot citu vai kombinetu metodi; abas potites";
NHJ83;"Potites vai pedas luzuma iekseja fiksacija, izmantojot citu vai kombinetu metodi; abas potites un mugureja mala";
NHJ84;"Potites vai pedas luzuma iekseja fiksacija, izmantojot citu vai kombinetu metodi; veltenkauls (talus)";
NHJ85;"Potites vai pedas luzuma iekseja fiksacija, izmantojot citu vai kombinetu metodi; papeza kauls (calcaneus)";
NHJ86;"Potites vai pedas luzuma iekseja fiksacija, izmantojot citu vai kombinetu metodi; cits pedas pamata kauls";
NHJ87;"Potites vai pedas luzuma iekseja fiksacija, izmantojot citu vai kombinetu metodi; pleznas (metatarsalais) kauls";
NHJ88;"Potites vai pedas luzuma iekseja fiksacija, izmantojot citu vai kombinetu metodi; pirksti";Piemeram: Izmantojot slidoso naglu
NHJ90;"Cita veida potites vai pedas kaulu luzumu kirurgija; laterala potite";
NHJ91;"Cita veida potites vai pedas kaulu luzumu kirurgija; mediala potite";
NHJ92;"Cita veida potites vai pedas kaulu luzumu kirurgija; abas potites";
NHJ93;"Cita veida potites vai pedas kaulu luzumu kirurgija; abas potites un mugureja mala";
NHJ94;"Cita veida potites vai pedas kaulu luzumu kirurgija; veltenkauls (talus)";
NHJ95;"Cita veida potites vai pedas kaulu luzumu kirurgija; papeza kauls (calcaneus)";
NHJ96;"Cita veida potites vai pedas kaulu luzumu kirurgija; cits pedas pamata kauls";
NHJ97;"Cita veida potites vai pedas kaulu luzumu kirurgija; pleznas (metatarsalais) kauls";
NHJ98;"Cita veida potites vai pedas kaulu luzumu kirurgija; pirksti";
NHK00;"Potites vai pedas kaula fragmenta rezekcija; laterala potite";Jaieklauj: Sekvestrektomija
NHK01;"Potites vai pedas kaula fragmenta rezekcija; mediala potite";Jaieklauj: Eksostozes ekscizija, kas nav saistita ar locitavu
NHK02;"Potites vai pedas kaula fragmenta rezekcija; abas potites";
NHK03;"Potites vai pedas kaula fragmenta rezekcija; abas potites un mugureja mala";
NHK04;"Potites vai pedas kaula fragmenta rezekcija; veltenkauls (talus)";
NHK05;"Potites vai pedas kaula fragmenta rezekcija; papeza kauls (calcaneus)";
NHK06;"Potites vai pedas kaula fragmenta rezekcija; cits pedas pamata kauls";
NHK07;"Potites vai pedas kaula fragmenta rezekcija; pleznas (metatarsalais) kauls";
NHK08;"Potites vai pedas kaula fragmenta rezekcija; pirksti";
NHK10;"potites vai pedas Parciala vai Totala kaula rezekcija; laterala potite";
NHK11;"potites vai pedas Parciala vai Totala kaula rezekcija; mediala potite";
NHK12;"potites vai pedas Parciala vai Totala kaula rezekcija; abas potites";
NHK13;"potites vai pedas Parciala vai Totala kaula rezekcija; abas potites un mugureja mala";
NHK14;"potites vai pedas Parciala vai Totala kaula rezekcija; veltenkauls (talus)";
NHK15;"potites vai pedas Parciala vai Totala kaula rezekcija; papeza kauls (calcaneus)";
NHK16;"potites vai pedas Parciala vai Totala kaula rezekcija; cits pedas pamata kauls";
NHK17;"potites vai pedas Parciala vai Totala kaula rezekcija; pleznas (metatarsalais) kauls";
NHK18;"potites vai pedas Parciala vai Totala kaula rezekcija; pirksti";
NHK20;"Potites vai pedas kaula fenestracija vai tunelizacija; laterala potite";
NHK21;"Potites vai pedas kaula fenestracija vai tunelizacija; mediala potite";
NHK22;"Potites vai pedas kaula fenestracija vai tunelizacija; abas potites";
NHK23;"Potites vai pedas kaula fenestracija vai tunelizacija; abas potites un mugureja mala";
NHK24;"Potites vai pedas kaula fenestracija vai tunelizacija; veltenkauls (talus)";
NHK25;"Potites vai pedas kaula fenestracija vai tunelizacija; papeza kauls (calcaneus)";
NHK26;"Potites vai pedas kaula fenestracija vai tunelizacija; cits pedas pamata kauls";
NHK27;"Potites vai pedas kaula fenestracija vai tunelizacija; pleznas (metatarsalais) kauls";
NHK28;"Potites vai pedas kaula fenestracija vai tunelizacija; pirksti";
NHK30;"Potites vai pedas kaula cistas kiretaza; laterala potite";
NHK31;"Potites vai pedas kaula cistas kiretaza; mediala potite";
NHK32;"Potites vai pedas kaula cistas kiretaza; abas potites";
NHK33;"Potites vai pedas kaula cistas kiretaza; abas potites un mugureja mala";
NHK34;"Potites vai pedas kaula cistas kiretaza; veltenkauls (talus)";
NHK35;"Potites vai pedas kaula cistas kiretaza; papeza kauls (calcaneus)";
NHK36;"Potites vai pedas kaula cistas kiretaza; cits pedas pamata kauls";
NHK37;"Potites vai pedas kaula cistas kiretaza; pleznas (metatarsalais) kauls";
NHK38;"Potites vai pedas kaula cistas kiretaza; pirksti";
NHK40;"Potites vai pedas epifiziodeze; laterala potite";
NHK41;"Potites vai pedas epifiziodeze; mediala potite";
NHK42;"Potites vai pedas epifiziodeze; abas potites";
NHK43;"Potites vai pedas epifiziodeze; abas potites un mugureja mala";
NHK44;"Potites vai pedas epifiziodeze; veltenkauls (talus)";
NHK45;"Potites vai pedas epifiziodeze; papeza kauls (calcaneus)";
NHK46;"Potites vai pedas epifiziodeze; cits pedas pamata kauls";
NHK47;"Potites vai pedas epifiziodeze; pleznas (metatarsalais) kauls";
NHK48;"Potites vai pedas epifiziodeze; pirksti";
NHK50;"Potites vai pedas lenkiska, rotacijas vai nobides osteotomija; laterala potite";
NHK51;"Potites vai pedas lenkiska, rotacijas vai nobides osteotomija; mediala potite";
NHK52;"Potites vai pedas lenkiska, rotacijas vai nobides osteotomija; abas potites";
NHK53;"Potites vai pedas lenkiska, rotacijas vai nobides osteotomija; abas potites un mugureja mala";
NHK54;"Potites vai pedas lenkiska, rotacijas vai nobides osteotomija; veltenkauls (talus)";
NHK55;"Potites vai pedas lenkiska, rotacijas vai nobides osteotomija; papeza kauls (calcaneus)";
NHK56;"Potites vai pedas lenkiska, rotacijas vai nobides osteotomija; cits pedas pamata kauls";
NHK57;"Potites vai pedas lenkiska, rotacijas vai nobides osteotomija; pleznas (metatarsalais) kauls";
NHK58;"Potites vai pedas lenkiska, rotacijas vai nobides osteotomija; pirksti";
NHK60;"Potites vai pedas pagarinasanas vai saisinasanas osteotomija; laterala potite";
NHK61;"Potites vai pedas pagarinasanas vai saisinasanas osteotomija; mediala potite";
NHK62;"Potites vai pedas pagarinasanas vai saisinasanas osteotomija; abas potites";
NHK63;"Potites vai pedas pagarinasanas vai saisinasanas osteotomija; abas potites un mugureja mala";
NHK64;"Potites vai pedas pagarinasanas vai saisinasanas osteotomija; veltenkauls (talus)";
NHK65;"Potites vai pedas pagarinasanas vai saisinasanas osteotomija; papeza kauls (calcaneus)";
NHK66;"Potites vai pedas pagarinasanas vai saisinasanas osteotomija; cits pedas pamata kauls";
NHK67;"Potites vai pedas pagarinasanas vai saisinasanas osteotomija; pleznas (metatarsalais) kauls";
NHK68;"Potites vai pedas pagarinasanas vai saisinasanas osteotomija; pirksti";
NHK70;"Potites vai pedas kaula parvietosanas operacija; laterala potite";
NHK71;"Potites vai pedas kaula parvietosanas operacija; mediala potite";
NHK72;"Potites vai pedas kaula parvietosanas operacija; abas potites";
NHK73;"Potites vai pedas kaula parvietosanas operacija; abas potites un mugureja mala";
NHK74;"Potites vai pedas kaula parvietosanas operacija; veltenkauls (talus)";
NHK75;"Potites vai pedas kaula parvietosanas operacija; papeza kauls (calcaneus)";
NHK76;"Potites vai pedas kaula parvietosanas operacija; cits pedas pamata kauls";
NHK77;"Potites vai pedas kaula parvietosanas operacija; pleznas (metatarsalais) kauls";
NHK78;"Potites vai pedas kaula parvietosanas operacija; pirksti";
NHK80;"Potites vai pedas epifizealas augsanas platnites trakcijas pagarinasana; laterala potite";
NHK81;"Potites vai pedas epifizealas augsanas platnites trakcijas pagarinasana; mediala potite";
NHK82;"Potites vai pedas epifizealas augsanas platnites trakcijas pagarinasana; abas potites";
NHK83;"Potites vai pedas epifizealas augsanas platnites trakcijas pagarinasana; abas potites un mugureja mala";
NHK84;"Potites vai pedas epifizealas augsanas platnites trakcijas pagarinasana; veltenkauls (talus)";
NHK85;"Potites vai pedas epifizealas augsanas platnites trakcijas pagarinasana; papeza kauls (calcaneus)";
NHK86;"Potites vai pedas epifizealas augsanas platnites trakcijas pagarinasana; cits pedas pamata kauls";
NHK87;"Potites vai pedas epifizealas augsanas platnites trakcijas pagarinasana; pleznas (metatarsalais) kauls";
NHK88;"Potites vai pedas epifizealas augsanas platnites trakcijas pagarinasana; pirksti";
NHK90;"Cita veida potites vai pedas kaulu operacija; laterala potite";
NHK91;"Cita veida potites vai pedas kaulu operacija; mediala potite";
NHK92;"Cita veida potites vai pedas kaulu operacija; abas potites";
NHK93;"Cita veida potites vai pedas kaulu operacija; abas potites un mugureja mala";
NHK94;"Cita veida potites vai pedas kaulu operacija; veltenkauls (talus)";
NHK95;"Cita veida potites vai pedas kaulu operacija; papeza kauls (calcaneus)";
NHK96;"Cita veida potites vai pedas kaulu operacija; cits pedas pamata kauls";
NHK97;"Cita veida potites vai pedas kaulu operacija; pleznas (metatarsalais) kauls";
NHK98;"Cita veida potites vai pedas kaulu operacija; pirksti";
NHL09;Potites vai pedas muskula atbrivosana no saaugumiem;
NHL19;Potites vai pedas muskula sasusana vai plastika;
NHL29;Potites vai pedas muskula transpozicija;
NHL39;Potites vai pedas tenotomija vai miotomija;
NHL49;Potites vai pedas cipslas sasusana vai reinsercija;
NHL59;Potites vai pedas tenolize vai tenosinovektomija;
NHL69;Potites vai pedas tenodeze, cipslas saisinasana vai pagarinasana;
NHL79;Potites vai pedas muskula vai cipslas rezekcija;
NHL89;Potites vai pedas cipslas transpozicija;
NHL99;Cita veida potites vai pedas muskula vai cipslas operacija;
NHM09;Potites vai pedas fasciotomija;
NHM19;Potites vai pedas fascijas daleja vai pilniga ekscizija;
NHM29;Potites vai pedas fascijas sasusana;
NHM39;Potites vai pedas sinovialas cistas ekscizija;
NHM49;Potites vai pedas cipslas maksts parskelsana;
NHM59;Potites vai pedas cipslas maksts daleja ekscizija;
NHM79;Potites vai pedas glotsominas ekscizija;
NHM99;Cita veida potites vai pedas fascijas, sinovialas cistas vai glotsominas operacija;
NHN09;Kaula autotransplantacija potite vai peda;
NHN19;Kaula alotransplantacija potite vai peda;
NHN29;Kaula ksenotransplantacija potite vai peda;
NHN39;Cipslas transplantacija potite vai peda;Brivais cipslas transplantats, skat.: ZZB
NHN49;Skrimsla, kaulpleves vai fascijas transplantacija potite vai peda;Brivais transplantats, skat.: ZZ
NHN99;Cita veida transplantacija potites vai pedas kirurgija;
NHP09;Pirksta replantacija;
NHP19;Pirksta autotransplantacija vai transpozicija ;
NHP29;Pedas replantacija;
NHP99;Cita veida replantacija potites vai pedas limeni;
NHQ00;"Potites vai pedas eksartikulacija; apaksstilba un pedas locitava (art. talocruralis)";
NHQ01;"Potites vai pedas eksartikulacija; apaksstilba un pedas locitava (art. talocruralis) un potites (saima (syme) operacija)";
NHQ02;"Potites vai pedas eksartikulacija; starp pedas pamata kauliem (intertarsala)";
NHQ03;"Potites vai pedas eksartikulacija; pedas pamata un pleznas kaula locitavas (art. tarsometatarseae)  (tarsometatarsala) operacija";
NHQ04;"Potites vai pedas eksartikulacija; pleznas kaulu limeni (transmetatarsala)";
NHQ05;"Potites vai pedas eksartikulacija; pleznas un pirkstu locitavas (art. metatarsophalangeae) (metatarsofalangeala) operacija";
NHQ07;"Potites vai pedas eksartikulacija; pirksts, daleji";
NHQ10;"Potites vai pedas amputacija; apaksstilba un pedas locitava (art. talocruralis) operacija";
NHQ11;"Potites vai pedas amputacija; apaksstilba un pedas locitava (art. talocruralis) un potites (saima (syme) operacija)";
NHQ12;"Potites vai pedas amputacija; starp pedas pamata kauliem (intertarsala)";
NHQ13;"Potites vai pedas amputacija; pedas pamata un pleznas kaula locitavas (art. tarsometatarseae)  (tarsometatarsala) operacija";
NHQ14;"Potites vai pedas amputacija; pleznas kaulu limeni (transmetatarsala)";
NHQ15;"Potites vai pedas amputacija; pleznas un pirkstu locitavas (art. metatarsophalangeae) (metatarsofalangeala)";
NHQ17;"Potites vai pedas amputacija; pirksts, daleji";
NHQ20;"Potites vai pedas amputacijas vai eksartikulacijas stumbra revizija; apaksstilba un pedas locitava (art. talocruralis)";
NHQ21;"Potites vai pedas amputacijas vai eksartikulacijas stumbra revizija; apaksstilba un pedas locitava (art. talocruralis) un potites (saima (syme) operacija";
NHQ22;"Potites vai pedas amputacijas vai eksartikulacijas stumbra revizija; starp pedas pamata kauliem (intertarsala)";
NHQ23;"Potites vai pedas amputacijas vai eksartikulacijas stumbra revizija; pedas pamata un pleznas kaula locitavas (art. tarsometatarseae)  (tarsometatarsal)";
NHQ24;"Potites vai pedas amputacijas vai eksartikulacijas stumbra revizija; pleznas kaulu limeni (transmetatarsala)";
NHQ25;"Potites vai pedas amputacijas vai eksartikulacijas stumbra revizija; pleznas un pirkstu lociiavas (art. metatarsophalangeae) (metatarsofalangeala)";
NHQ27;"Potites vai pedas amputacijas vai eksartikulacijas stumbra revizija; pirksts, daleji";
NHQ99;Potites vai pedas cita veida amputacija vai ar to saistita operacija;
NHR09;Potites vai pedas miksto audu audzeja nepilniga ekscizija;
NHR19;Potites vai pedas miksto audu audzeja pilniga ekscizija;
NHR29;Potites vai pedas miksto audu audzeja paplasinata ekscizija;
NHR39;Potites vai pedas miksto audu audzeja ekscizija vienota bloka;
NHR49;Potites vai pedas kaula vai skrimsla audzeja nepilniga ekscizija;
NHR59;Potites vai pedas kaula vai skrimsla audzeja pilniga ekscizija;
NHR69;Potites vai pedas kaula vai skrimsla audzeja paplasinata ekscizija;
NHR79;Potites vai pedas kaula vai skrimsla audzeja ekscizija vienota bloka;
NHR99;Cita veida potites vai pedas audzeja operacija;
NHS09;Potites vai pedas cipslas infekcijas incizija un sanacija;
NHS19;Potites vai pedas locitavas infekcijas incizija un sanacija;
NHS29;Potites vai pedas kaula infekcijas incizija un sanacija;
NHS39;Potites vai pedas cipslas infekcijas incizija un sanacija ar medikamentu ievadisanu;
NHS49;Potites vai pedas locitavas infekcijas incizija un sanacija ar medikamentu  ievadisanu;
NHS59;Potites vai pedas kaula infekcijas incizija un sanacija ar medikamentu ievadisanu;
NHS99;Cita veida potites vai pedas operacija cipslu, locitavu vai kaulu infekcijas del ;
NHSY38;Eksternaas pedas vai priekspedas protezes piekartosana;
NHT09;Sveskermena iznemsana no potites un pedas audiem;
NHT19;Potites vai pedas locitavu forseta redresacija;
NHT39;Potites vai pedas deformacijas korekcija, izmantojot muskuli, cipslu vai saiti;
NHT49;Potites vai pedas deformacijas korekcija, izmantojot arejo vai ieksejo fiksaciju;
NHT99;Cita veida potites vai pedas operacija;Nav jaieklauj: Visas manipulacijas, kas ieklautas NHB-NHS un NHU
NHU00;"Dalejas protezes iznemsana no apaksstilba un pedas locitavas (art. talocruralis); visu dalu";
NHU01;"Dalejas protezes iznemsana no apaksstilba un pedas locitavas (art. talocruralis); vienas - proksimalas - dalas";
NHU02;"Dalejas protezes iznemsana no apaksstilba un pedas locitavas (art. talocruralis); vienas - distalas - dalas";
NHU03;"Dalejas protezes iznemsana no apaksstilba un pedas locitavas (art. talocruralis); viena - citas - dalas";
NHU04;"Dalejas protezes iznemsana no apaksstilba un pedas locitavas (art. talocruralis); vairak neka vienas dalas, bet ne visu dalu";
NHU09;"Dalejas protezes iznemsana no apaksstilba un pedas locitavas (art. talocruralis); citas dalas vai bez precizejuma";
NHU10;"Totalas protezes iznemsana no apaksstilba un pedas locitava (art. talocruralis); visu dalu";
NHU11;"Totalas protezes iznemsana no apaksstilba un pedas locitava (art. talocruralis); vienas - proksimalas - dalas";
NHU12;"Totalas protezes iznemsana no apaksstilba un pedas locitava (art. talocruralis); vienas - distalas - dalas";
NHU13;"Totalas protezes iznemsana no apaksstilba un pedas locitavas (art. talocruralis); viena - citas - dalas";
NHU14;"Totalas protezes iznemsana no apaksstilba un pedas locitavas (art. talocruralis); vairak neka vienas dalas, bet ne visu dalu";
NHU19;"Totalas protezes iznemsana no apaksstilba un pedas locitavas (art. talocruralis); citas dalas vai bez precizejuma";
NHU20;"Protezes iznemsana no citas pedas locitavas; visu dalu";
NHU21;"Protezes iznemsana no citas pedas locitavas; vienas - proksimalas - dalas";
NHU22;"Protezes iznemsana no citas pedas locitavas; vienas - distalas - dalas";
NHU23;"Protezes iznemsana no citas pedas locitavas; viena - citas - dalas";
NHU24;"Protezes iznemsana no citas pedas locitavas; vairak neka vienas dalas, bet ne visu dalu";
NHU29;"Protezes iznemsana no citas pedas locitavas; citas dalas vai bez precizejuma";
NHU39;arejas fiksacijas aparata nonemsana no apaksstilba un pedas locitavas (art. talocruralis);
NHU49;Ieksejas fiksacijas aparata iznemsana no apaksstilba un pedas locitavas (art. talocruralis);
NHU69;Saites protezes iznemsana no potites vai pedas;
