Code	text	Original code	1.	2.	3.	4.	5.	6.		
NHG2y	Cita veida potites vai pedas artroplastika bez endoprotezesanas	NHG 2y	N	H	G	 	2	y	NHG	2y
NHG3y	Potites vai pedas locitavas artrodeze bez fiksacijas 	NHG 3y	N	H	G	 	3	y	NHG	3y
NHG4y	Potites vai pedas locitavas artrodeze ar ieksejo fiksaciju 	NHG 4y	N	H	G	 	4	y	NHG	4y
NHG5y	Potites vai pedas locitavas artrodeze ar arejo fiksaciju 	NHG 5y	N	H	G	 	5	y	NHG	5y
NHG9y	Cita veida potites vai pedas locitavu rezekcija, rekonstrukcija vai artrodeze 	NHG 9y	N	H	G	 	9	y	NHG	9y
NHH	Dazadas potites un pedas locitavu operacijas	NHH	N	H	H					
NHHko		NHH kodu pedeja cipara nozime: 	N	H	H	 	k	o	NHH	ko
0	Slegta	0	0							
1	Artroskopiska	1	1							
2	Valeja	2	2							
NHH0y	Potites locitavas izmezgijuma repozicija 	NHH 0y	N	H	H	 	0	y	NHH	0y
NHH1y	Citas pedas locitavas izmezgijumu repozicija 	NHH 1y	N	H	H	 	1	y	NHH	1y
NHH2y	Potites vai pedas locitavas endoprotezes izmezgijuma repozicija 	NHH 2y	N	H	H	 	2	y	NHH	2y
NHH3y	Potites vai pedas locitavas  atbrivosana no saaugumiem	NHH 3y	N	H	H	 	3	y	NHH	3y
NHH4y	Potites vai pedas locitavas sveskermena vai locitavas peles (mus articularis s. corpus liberum) iznemsana 	NHH 4y	N	H	H	 	4	y	NHH	4y
NHH5y	Potites vai pedas intraartikularas eksostozes vai osteofita rezekcija 	NHH 5y	N	H	H	 	5	y	NHH	5y
NHH7y	Potites vai pedas locitavu operacija paraduma mezgijuma del 	NHH 7y	N	H	H	 	7	y	NHH	7y
NHH9y	Cita veida potites vai pedas locitavas operacija	NHH 9y	N	H	H	 	9	y	NHH	9y
NHJ	Potites un pedas luzumu kirurgija 	NHJ	N	H	J					
NHJko		NHJ kodu pedeja cipara nozime: 	N	H	J	 	k	o	NHJ	ko
0	Laterala potite	0	0							
1	Mediala potite	1	1							
2	Abas potites	2	2							
3	Abas potites un mugureja mala	3	3							
4	Veltenkauls (talus)	4	4							
5	Papeza kauls (calcaneus)	5	5							
6	Cits pedas pamata kauls	6	6							
7	Pleznas (metatarsalais) kauls	7	7							
8	Pirksti	8	8							
NHJ0y	Potites vai pedas luzuma slegta repozicija	NHJ 0y	N	H	J	 	0	y	NHJ	0y
NHJ1y	Potites vai pedas luzuma valeja repozicija	NHJ 1y 	N	H	J	 	1	y	NHJ	1y
NHJ2y	Potites vai pedas luzuma areja fiksacija	NHJ 2y 	N	H	J	 	2	y	NHJ	2y
NHJ3y	Potites vai pedas luzuma iekseja fiksacija, izmatojot bioimplantatu	NHJ 3y 	N	H	J	 	3	y	NHJ	3y
NHJ4y	Potites vai pedas luzuma iekseja fiksacija, izmantojot stiepli, stieni, gredzenu (serklazu) vai naglu 	NHJ 4y 	N	H	J	 	4	y	NHJ	4y
NHJ5y	Potites vai pedas luzuma iekseja fiksacija, izmantojot intramedularu naglu	NHJ 5y 	N	H	J	 	5	y	NHJ	5y
NHJ6y	Potites vai pedas iekseja fiksacija, izmantojot plaksni un skruves	NHJ 6y 	N	H	J	 	6	y	NHJ	6y
NHJ7y	Potites vai pedas luzuma iekseja fiksacija, izmantojot tikai skruves	NHJ 7y 	N	H	J	 	7	y	NHJ	7y
NHJ8y	Potites vai pedas luzuma iekseja fiksacija, izmantojot citu vai kombinetu metodi	NHJ 8y 	N	H	J	 	8	y	NHJ	8y
NHJ9y	Cita veida potites vai pedas kaulu luzumu kirurgija	NHJ 9y 	N	H	J	 	9	y	NHJ	9y
NHK	Potites un pedas kaulu operacijas	NHK	N	H	K					
NHKko		NHK kodu pedeja cipara nozime: 	N	H	K	 	k	o	NHK	ko
0	Laterala potite	0	0							
1	Mediala potite	1	1							
2	Abas potites	2	2							
3	Abas potites un mugureja mala	3	3							
4	Veltenkauls (talus)	4	4							
5	Papeza kauls (calcaneus)	5	5							
6	Cits pedas pamata kauls	6	6							
7	Pleznas (metatarsalais) kauls	7	7							
8	Pirksti	8	8							
NHK0y	Potites vai pedas kaula fragmenta rezekcija	NHK 0y	N	H	K	 	0	y	NHK	0y
NHK1y	Potites vai pedas parciala vai totala kaula rezekcija	NHK 1y	N	H	K	 	1	y	NHK	1y
NHK2y	Potites vai pedas kaula fenestracija vai tunelizacija	NHK 2y	N	H	K	 	2	y	NHK	2y
NHK3y	Potites vai pedas kaula cistas kiretaza	NHK 3y	N	H	K	 	3	y	NHK	3y
NHK4y	Potites vai pedas epifiziodeze	NHK 4y	N	H	K	 	4	y	NHK	4y
NHK5y	Potites vai pedas lenkiska, rotacijas vai nobides osteotomija	NHK 5y	N	H	K	 	5	y	NHK	5y
NHK6y	Potites vai pedas pagarinasanas vai saisinasanas osteotomija	NHK 6y	N	H	K	 	6	y	NHK	6y
NHK7y	Potites vai pedas kaula parvietosanas operacija 	NHK 7y	N	H	K	 	7	y	NHK	7y
NHK8y	Potites vai pedas epifizealas augsanas platnites trakcijas pagarinasana	NHK 8y	N	H	K	 	8	y	NHK	8y
NHK9y	Cita veida potites vai pedas kaulu operacija	NHK 9y	N	H	K	 	9	y	NHK	9y
NHL	Potites un pedas muskulu un cipslu operacijas	NHL	N	H	L					
NHL09	Potites vai pedas muskula atbrivosana no saaugumiem	NHL 09	N	H	L	 	0	9	NHL	09
NHL19	Potites vai pedas muskula sasusana vai plastika	NHL 19	N	H	L	 	1	9	NHL	19
NHL29	Potites vai pedas muskula transpozicija	NHL 29	N	H	L	 	2	9	NHL	29
NHL39	Potites vai pedas tenotomija vai miotomija	NHL 39	N	H	L	 	3	9	NHL	39
NHL49	Potites vai pedas cipslas sasusana vai reinsercija	NHL 49	N	H	L	 	4	9	NHL	49
NHL59	Potites vai pedas tenolize vai tenosinovektomija	NHL 59	N	H	L	 	5	9	NHL	59
NHL69	Potites vai pedas tenodeze, cipslas saisinasana vai pagarinasana	NHL 69	N	H	L	 	6	9	NHL	69
NHL79	Potites vai pedas muskula vai cipslas rezekcija	NHL 79	N	H	L	 	7	9	NHL	79
NHL89	Potites vai pedas cipslas transpozicija	NHL 89	N	H	L	 	8	9	NHL	89
NHL99	Cita veida potites vai pedas muskula vai cipslas operacija	NHL 99	N	H	L	 	9	9	NHL	99
NHM	Potites un pedas fasciju, sinovialo cistu un glotsominu operacija	NHM	N	H	M					
NHM09	Potites vai pedas fasciotomija	NHM 09	N	H	M	 	0	9	NHM	09
NHM19	Potites vai pedas fascijas daleja vai pilniga ekscizija	NHM 19	N	H	M	 	1	9	NHM	19
NHM29	Potites vai pedas fascijas sasusana	NHM 29	N	H	M	 	2	9	NHM	29
NHM39	Potites vai pedas sinovialas cistas ekscizija	NHM 39	N	H	M	 	3	9	NHM	39
NHM49	Potites vai pedas cipslas maksts parskelsana	NHM 49	N	H	M	 	4	9	NHM	49
NHM59	Potites vai pedas cipslas maksts daleja ekscizija	NHM 59	N	H	M	 	5	9	NHM	59
NHM79	Potites vai pedas glotsominas ekscizija	NHM 79	N	H	M	 	7	9	NHM	79
NHM99	Cita veida potites vai pedas fascijas, sinovialas cistas vai glotsominas operacija	NHM 99	N	H	M	 	9	9	NHM	99
NHN	Transplantacija potite un peda	NHN	N	H	N					
NHN09	Kaula autotransplantacija potite vai peda	NHN 09	N	H	N	 	0	9	NHN	09
NHN19	Kaula alotransplantacija potite vai peda	NHN 19	N	H	N	 	1	9	NHN	19
NHN29	Kaula ksenotransplantacija potite vai peda	NHN 29	N	H	N	 	2	9	NHN	29
NHN39	Cipslas transplantacija potite vai peda	NHN 39	N	H	N	 	3	9	NHN	39
NHN49	Skrimsla, kaulpleves vai fascijas transplantacija potite vai peda	NHN 49	N	H	N	 	4	9	NHN	49
NHN99	Cita veida transplantacija potites vai pedas kirurgija	NHN 99	N	H	N	 	9	9	NHN	99
NHP	Potites un pedas replantacija un autotransplantacija 	NHP	N	H	P					
NHP09	Pirksta replantacija	NHP 09	N	H	P	 	0	9	NHP	09
NHP19	Pirksta autotransplantacija vai transpozicija 	NHP 19	N	H	P	 	1	9	NHP	19
NHP29	Pedas replantacija	NHP 29	N	H	P	 	2	9	NHP	29
NHP99	Cita veida replantacija potites vai pedas limeni	NHP 99	N	H	P	 	9	9	NHP	99
NHQ	Potites un pedas amputacija un ar to saistitas operacijas	NHQ	N	H	Q					
NHQko		NHQ kodu pedeja cipara nozime: 	N	H	Q	 	k	o	NHQ	ko
0	Apaksstilba un pedas locitava (art. talocruralis)	0	0							
1	Apaksstilba un pedas locitava (art. talocruralis) un potites (Saima (Syme) operacija)	1	1							
2	Starp pedas pamata kauliem (intertarsala)	2	2							
3	Pedas pamata un pleznas kaula locitavas (art. tarsometatarseae)  (tarsometatarsala)	3	3							
4	Pleznas kaulu limeni (transmetatarsala)	4	4							
5	Pleznas un pirkstu locitavas (art. metatarsophalangeae) (metatarsofalangeala)	5	5							
7	Pirksts, daleji	7	7							
NHQ0y	Potites vai pedas eksartikulacija	NHQ 0y	N	H	Q	 	0	y	NHQ	0y
NHQ1y	Potites vai pedas amputacija	NHQ 1y	N	H	Q	 	1	y	NHQ	1y
NHQ2y	Potites vai pedas amputacijas vai eksartikulacijas stumbra revizija	NHQ 2y	N	H	Q	 	2	y	NHQ	2y
NHQ99	Potites vai pedas cita veida amputacija vai ar to saistita operacija	NHQ 99	N	H	Q	 	9	9	NHQ	99
NHR	Potites un pedas audzeju operacijas	NHR	N	H	R					
NHR09	Potites vai pedas miksto audu audzeja nepilniga ekscizija	NHR 09	N	H	R	 	0	9	NHR	09
NHR19	Potites vai pedas miksto audu audzeja pilniga ekscizija	NHR 19	N	H	R	 	1	9	NHR	19
NHR29	Potites vai pedas miksto audu audzeja paplasinata ekscizija	NHR 29	N	H	R	 	2	9	NHR	29
NHR39	Potites vai pedas miksto audu audzeja ekscizija vienota bloka	NHR 39	N	H	R	 	3	9	NHR	39
NHR49	Potites vai pedas kaula vai skrimsla audzeja nepilniga ekscizija	NHR 49	N	H	R	 	4	9	NHR	49
NHR59	Potites vai pedas kaula vai skrimsla audzeja pilniga ekscizija	NHR 59	N	H	R	 	5	9	NHR	59
NHR69	Potites vai pedas kaula vai skrimsla audzeja paplasinata ekscizija	NHR 69	N	H	R	 	6	9	NHR	69
NHR79	Potites vai pedas kaula vai skrimsla audzeja ekscizija vienota bloka	NHR 79	N	H	R	 	7	9	NHR	79
NHR99	Cita veida potites vai pedas audzeja operacija	NHR 99	N	H	R	 	9	9	NHR	99
NHS	Potites un pedas operacijas cipslu, locitavu un kaulu infekcijas del	NHS	N	H	S					
NHS09	Potites vai pedas cipslas infekcijas incizija un sanacija	NHS 09	N	H	S	 	0	9	NHS	09
NHS19	Potites vai pedas locitavas infekcijas incizija un sanacija	NHS 19	N	H	S	 	1	9	NHS	19
NHS29	Potites vai pedas kaula infekcijas incizija un sanacija	NHS 29	N	H	S	 	2	9	NHS	29
NHS39	Potites vai pedas cipslas infekcijas incizija un sanacija ar medikamentu ievadisanu	NHS 39	N	H	S	 	3	9	NHS	39
NHS49	Potites vai pedas locitavas infekcijas incizija un sanacija ar medikamentu  ievadisanu	NHS 49	N	H	S	 	4	9	NHS	49
NHS59	Potites vai pedas kaula infekcijas incizija un sanacija ar medikamentu ievadisanu	NHS 59	N	H	S	 	5	9	NHS	59
NHS99	Cita veida potites vai pedas operacija cipslu, locitavu vai kaulu infekcijas del 	NHS 99	N	H	S	 	9	9	NHS	99
NHT	Dazadas potites un pedas operacijas	NHT	N	H	T					
NHT09	Sveskermena iznemsana no potites un pedas audiem	NHT 09	N	H	T	 	0	9	NHT	09
NHT19	Potites vai pedas locitavu forseta redresacija	NHT 19	N	H	T	 	1	9	NHT	19
NHT39	Potites vai pedas deformacijas korekcija, izmantojot muskuli, cipslu vai saiti	NHT 39	N	H	T	 	3	9	NHT	39
NHT49	Potites vai pedas deformacijas korekcija, izmantojot arejo vai ieksejo fiksaciju	NHT 49	N	H	T	 	4	9	NHT	49
NHT99	Cita veida potites vai pedas operacija	NHT 99	N	H	T	 	9	9	NHT	99
NHU 	Implantatu iznemsana un arejas fiksacijas aparatu nonemsana no potites un pedas	NHU 	N	H	U	 				
NHUko		NHU kodu pedeja cipara nozime: 	N	H	U	 	k	o	NHU	ko
0	Visu dalu	0	0							
1	Vienas - proksimalas - dalas	1	1							
2	Vienas - distalas - dalas	2	2							
3	Viena - citas - dalas 	3	3							
4	Vairak neka vienas dalas, bet ne visu dalu	4	4							
9	Citas dalas vai bez precizejuma	9	9							
NHU0y	Dalejas protezes iznemsana no apaksstilba un pedas locitavas (art. talocruralis)	NHU 0y	N	H	U	 	0	y	NHU	0y
NHU1y	Totalas protezes iznemsana no apaksstilba un pedas locitavas (art. talocruralis)	NHU 1y	N	H	U	 	1	y	NHU	1y
NHU2y	Protezes iznemsana no citas pedas locitavas 	NHU 2y	N	H	U	 	2	y	NHU	2y
NHU39	arejas fiksacijas aparata nonemsana no apaksstilba un pedas locitavas (art. talocruralis)	NHU 39	N	H	U	 	3	9	NHU	39
NHU49	Ieksejas fiksacijas aparata iznemsana no apaksstilba un pedas locitavas (art. talocruralis)	NHU 49	N	H	U	 	4	9	NHU	49
NHU69	Saites protezes iznemsana no potites vai pedas	NHU 69	N	H	U	 	6	9	NHU	69
NHU89	Infekcijas arstesanai paredzeta terapeitiska implantata iznemsana no potites vai pedas 	NHU 89	N	H	U	 	8	9	NHU	89
NHU99	Cita  veida implantata iznemsana no potites vai pedas	NHU 99	N	H	U	 	9	9	NHU	99
NHW	Potites un pedas reoperacijas	NHW	N	H	W					
NHW49	Bruces malu paversanas (dehiscences) korekcija potites vai pedas kirurgija	NHW 49	N	H	W	 	4	9	NHW	49
NHW59	Reoperacija potites vai pedas kirurgija virspusejas infekcijas del	NHW 59	N	H	W	 	5	9	NHW	59
NHW69	Reoperacija potites vai pedas kirurgija dzilas infekcijas del	NHW 69	N	H	W	 	6	9	NHW	69
NHW79	Reoperacija potites vai pedas kirurgija virspusejas asinosanas del	NHW 79	N	H	W	 	7	9	NHW	79
NHW89	Reoperacija potites vai pedas kirurgija dzilas asinosanas del	NHW 89	N	H	W	 	8	9	NHW	89
NHW99	Cita veida reoperacija potites vai pedas kirurgija	NHW 99	N	H	W	 	9	9	NHW	99
NX	Manipulacijas, kas skar citas precizetas muskulu un skeleta sistemas dalas	NX	N	X						
NXL	Manipulacijas, kas skar citu precizetu muskulu un skeleta sistemas dalu muskulus un cipslas	NXL	N	X	L					
NXL00	Muskula biopsija	NXL 00	N	X	L	 	0	0	NXL	00
NXW	Reoperacijas, kas skar citas precizetas muskulu un skeleta sistemas dalas	NXW	N	X	W					
NHW49	Bruces malu paversanas (dehiscences) korekcija citas precizetas muskulu un skeleta sistemas dalas	NHW 49	N	H	W	 	4	9	NHW	49
NHW59	Reoperacija citas precizetas muskulu un skeleta sistemas dalas virspusejas infekcijas del	NHW 59	N	H	W	 	5	9	NHW	59
NHW69	Reoperacija citas precizetas muskulu un skeleta sistemas dalas dzilas infekcijas del	NHW 69	N	H	W	 	6	9	NHW	69
NHW79	Reoperacija citas precizetas muskulu un skeleta sistemas dalas virspusejas asinosanas del	NHW 79	N	H	W	 	7	9	NHW	79
NHW89	Reoperacija citas precizetas muskulu un skeleta sistemas dalas dzilas asinosanas del	NHW 89	N	H	W	 	8	9	NHW	89
NHW99	Cita reoperacija citas precizetas muskulu un skeleta sistemas dalas	NHW 99	N	H	W	 	9	9	NHW	99
P	Periferiskie asinsvadi un limfatiska sistema	P	P							
PA	Aortas loka arteriju un to zaru operacijas	PA	P	A						
PAA	Aortas loka arteriju un to zaru eksplorativa izmeklesana	PAA	P	A	A					
PAA10	Augsdelma un galvas stumbra (truncus brachiocephalicus) eksplorativa izmeklesana	PAA 10	P	A	A	 	1	0	PAA	10
PAA20	Kopejas miegarterijas eksplorativa izmeklesana	PAA 20	P	A	A	 	2	0	PAA	20
PAA21	Ieksejas miegarterijas eksplorativa izmeklesana	PAA 21	P	A	A	 	2	1	PAA	21
PAA30	Zematslegkaula arterijas eksplorativa izmeklesana	PAA 30	P	A	A	 	3	0	PAA	30
PAA99	Citas no aortas loka atejosas arterijas zara eksplorativa izmeklesana 	PAA 99	P	A	A	 	9	9	PAA	99
PAB  	Aortas loka arteriju un to zaru nosiesana (ligesana)	PAB  	P	A	B	 	 			
PAB10	Augsdelma un galvas stumbra (truncus brachiocephalicus) nosiesana	PAB 10	P	A	B	 	1	0	PAB	10
PAB20	Kopejas miegarterijas nosiesana	PAB 20	P	A	B	 	2	0	PAB	20
PAB21	Ieksejas miegarterijas nosiesana	PAB 21	P	A	B	 	2	1	PAB	21
PAB22	arejas miegarterijas nosiesana	PAB 22	P	A	B	 	2	2	PAB	22
PAB30	Zematslegkaula arterijas nosiesana	PAB 30	P	A	B	 	3	0	PAB	30
PAB40	Mugurkaulaja arterijas (a. vertebralis) nosiesana	PAB 40	P	A	B	 	4	0	PAB	40
PAB99	Citas no aortas loka atejosas arterijas zara nosiesana	PAB 99	P	A	B	 	9	9	PAB	99
PAC 	Aortas loka arteriju un to zaru sasusana	PAC 	P	A	C	 				
PAC10	Augsdelma un galvas stumbra (truncus brachiocephalicus) sasusana	PAC 10	P	A	C	 	1	0	PAC	10
PAC20	Kopejas miegarterijas sasusana 	PAC 20	P	A	C	 	2	0	PAC	20
PAC21	Ieksejas miegarterijas sasusana	PAC 21	P	A	C	 	2	1	PAC	21
PAC30	Zematslegkaula arterijas sasusana	PAC 30	P	A	C	 	3	0	PAC	30
PAC99	Citas no aortas loka atejosas arterijas zara sasusana 	PAC 99	P	A	C	 	9	9	PAC	99
PAE  	Aortas loka arteriju un to zaru trombektomija vai embolektomija	PAE  	P	A	E	 	 			
PAE10	Augsdelma un galvas stumbra (truncus brachiocephalicus) trombektomija vai embolektomija	PAE 10	P	A	E	 	1	0	PAE	10
PAE25	Miegarterijas trombektomija vai embolektomija	PAE 25	P	A	E	 	2	5	PAE	25
PAE30	Zematslegkaula arterijas trombektomija vai embolektomija	PAE 30	P	A	E	 	3	0	PAE	30
PAE99	Citas no aortas loka atejosas arterijas zara trombektomija vai embolektomija	PAE 99	P	A	E	 	9	9	PAE	99
PAF 	Aortas loka arteriju un to zaru trombendarterektomija	PAF 	P	A	F	 				
PAF10	Augsdelma un galvas stumbra (truncus brachiocephalicus) trombendarterektomija	PAF 10	P	A	F	 	1	0	PAF	10
PAF20	Kopejas miegarterijas trombendarterektomija	PAF 20	P	A	F	 	2	0	PAF	20
PAF21	Ieksejas miegarterijas trombendarterektomija	PAF 21	P	A	F	 	2	1	PAF	21
PAF22	arejas miegarterijas trombendarterektomija	PAF 22	P	A	F	 	2	2	PAF	22
PAF30	Zematslegkaula arterijas trombendarterektomija	PAF 30	P	A	F	 	3	0	PAF	30
PAF40	Mugurkaulaja arterijas (a. vertebralis) trombendarterektomija	PAF 40	P	A	F	 	4	0	PAF	40
PAF99	Citas no aortas loka atejosas arterijas zara trombendarterektomija 	PAF 99	P	A	F	 	9	9	PAF	99
PAG 	Aortas loka arteriju un to zaru aneirismas operacijas	PAG 	P	A	G	 				
PAG10	Augsdelma un galvas stumbra (truncus brachiocephalicus) aneirismas operacija	PAG 10	P	A	G	 	1	0	PAG	10
PAG20	Kopejas miegarterijas aneirismas operacija 	PAG 20	P	A	G	 	2	0	PAG	20
PAG21	Ieksejas miegarterijas aneirismas operacija	PAG 21	P	A	G	 	2	1	PAG	21
PAG30	Zematslegkaula arterijas aneirismas operacija	PAG 30	P	A	G	 	3	0	PAG	30
PAG99	Citas no aortas loka atejosas arterijas zara aneirismas operacija	PAG 99	P	A	G	 	9	9	PAG	99
PAH 	Apvedcela izveide no aortas loka arterijam un to zariem 	PAH 	P	A	H	 				
PAH10	Apvedcela izveide no augsdelma un galvas stumbra (truncus brachiocephalicus)	PAH 10	P	A	H	 	1	0	PAH	10
PAH20	Apvedcela izveide no kopejas miega arterijas	PAH 20	P	A	H	 	2	0	PAH	20
PAH21	Apvedcela izveide no ieksejas miega arterijas	PAH 21	P	A	H	 	2	1	PAH	21
PAH25	Apvedcela izveide no miega arterijas uz zematslegkaula arteriju	PAH 25	P	A	H	 	2	5	PAH	25
PAH30	Apvedcela izveide no zematslegkaula arterijas	PAH 30	P	A	H	 	3	0	PAH	30
PAH99	Apvedcela izveide no citas no aortas loka atejosas arterijas zara	PAH 99	P	A	H	 	9	9	PAH	99
PAJ	Aortas loka arteriju un to zaru transpozicija	PAJ	P	A	J					
PAJ30	Zematslegkaula arterijas transpozicija	PAJ 30	P	A	J	 	3	0	PAJ	30
PAJ40	Mugurkaulaja arterijas (a. vertebralis) transpozicija	PAJ 40	P	A	J	 	4	0	PAJ	40
PAJ99	Citas no aortas loka atejosas arterijas zara transpozicija 	PAJ 99	P	A	J	 	9	9	PAJ	99
PAK 	Aortas loka arteriju un to zaru reimplantacija	PAK 	P	A	K	 				
PAK10	No augsdelma un galvas stumbra (truncus brachiocephalicus) atejoso arteriju reimplantacija 	PAK 10	P	A	K	 	1	0	PAK	10
PAK20	No kopejas miegarterijas atejoso arteriju reimplantacija	PAK 20	P	A	K	 	2	0	PAK	20
PAK21	No ieksejas miegarterijas atejoso arteriju reimplantacija	PAK 21	P	A	K	 	2	1	PAK	21
PAK30	No zematslegkaula arterijas atejoso arteriju reimplantacija	PAK 30 	P	A	K	 	3	0	PAK	30
PAK40	No mugurkaulaja arterijas (a. vertebralis) atejoso arteriju reimplantacija 	PAK 40	P	A	K	 	4	0	PAK	40
PAK99	Citas no aortas loka atejosas arterijas zara reimplantacija 	PAK 99	P	A	K	 	9	9	PAK	99
PAM  	Aortas loka arteriju un to zaru arteriovenozas fistulas slegsana	PAM  	P	A	M	 	 			
PAM21	Ieksejas miegarterijas arteriovenozas fistulas slegsana	PAM 21	P	A	M	 	2	1	PAM	21
PAM22	arejas miegarterijas arteriovenozas fistulas slegsana	PAM 22	P	A	M	 	2	2	PAM	22
PAM30	Zematslegkaula arterijas arteriovenozas fistulas slegsana	PAM 30	P	A	M	 	3	0	PAM	30
PAM99	Citas no aortas loka atejosas arterijas zara arteriovenozas fistulas slegsana	PAM 99	P	A	M	 	9	9	PAM	99
PAN 	Aortas loka arteriju un to zaru plastiska korekcija	PAN 	P	A	N	 				
PAN10	Augsdelma un galvas stumbra (truncus brachiocephalicus) plastiska korekcija	PAN 10	P	A	N	 	1	0	PAN	10
PAN20	Kopejas miegarterijas plastiska korekcija	PAN 20	P	A	N	 	2	0	PAN	20
PAN21	Ieksejas miegarterijas plastiska korekcija	PAN 21	P	A	N	 	2	1	PAN	21
PAN30	Zematslegkaula arterijas plastiska korekcija	PAN 30	P	A	N	 	3	0	PAN	30
PAN40	Mugurkaulaja arterijas (a. vertebralis) plastiska korekcija	PAN 40	P	A	N	 	4	0	PAN	40
PAN99	Citas no aortas loka atejosas arterijas zara plastiska korekcija 	PAN 99	P	A	N	 	9	9	PAN	99
PAP 	Aortas loka arteriju un to zaru perkutana plastiska korekcija	PAP 	P	A	P	 				
PAP10	Augsdelma un galvas stumbra (truncus brachiocephalicus) perkutana plastiska korekcija	PAP 10	P	A	P	 	1	0	PAP	10
PAP20	Kopejas miegarterijas perkutana plastiska korekcija	PAP 20	P	A	P	 	2	0	PAP	20
PAP21	Ieksejas miegarterijas perkutana plastiska korekcija	PAP 21	P	A	P	 	2	1	PAP	21
PAP30	Zematslegkaula arterijas perkutana plastiska korekcija	PAP 30	P	A	P	 	3	0	PAP	30
PAP99	Citas no aortas loka atejosas arterijas zara perkutana plastiska korekcija 	PAP 99	P	A	P	 	9	9	PAP	99
PAQ 	Stenta ievietosana aortas loka arterijas un to zaros	PAQ 	P	A	Q	 				
PAQ10	Stenta ievietosana augsdelma un galvas stumbra (truncus brachiocephalicus)	PAQ 10	P	A	Q	 	1	0	PAQ	10
PAQ20	Stenta ievietosana kopeja miegarterija 	PAQ 20	P	A	Q	 	2	0	PAQ	20
PAQ21	Stenta ievietosana iekseja miegarterija 	PAQ 21	P	A	Q	 	2	1	PAQ	21
PAQ30	Stenta ievietosana zematslegkaula arterija	PAQ 30	P	A	Q	 	3	0	PAQ	30
PAQ99	Stenta ievietosana citas no aortas loka atejosas arterijas zara	PAQ 99	P	A	Q	 	9	9	PAQ	99
PAR 	Stenta iznemsana no aortas loka arterijam un to zariem 	PAR 	P	A	R	 				
PAR10	Stenta iznemsana no augsdelma un galvas stumbra (truncus brachiocephalicus)	PAR 10	P	A	R	 	1	0	PAR	10
PAR20	Stenta iznemsana no kopejas miegarterijas 	PAR 20	P	A	R	 	2	0	PAR	20
PAR21	Stenta iznemsana no ieksejas miegarterijas 	PAR 21	P	A	R	 	2	1	PAR	21
PAR30	Stenta iznemsana no zematslegkaula arterijas 	PAR 30	P	A	R	 	3	0	PAR	30
PAR99	Stenta iznemsana no citas no aortas loka atejosas arterijas zara	PAR 99	P	A	R	 	9	9	PAR	99
PAT 	Terapeitisko lidzekla injekcija aortas loka arterijas un to zaros vai to perkutana okluzija 	PAT 	P	A	T	 				
PAT30	Terapeitiska lidzekla injekcija zematslegkaula arterija vai tas perkutana okluzija 	PAT 30	P	A	T	 	3	0	PAT	30
PAT99	Terapeitiska lidzekla injekcija citas no aortas loka atejosas arterijas zara vai ta perkutana okluzija 	PAT 99	P	A	T	 	9	9	PAT	99
PAU 	Aortas loka arteriju un to zaru korekcija pec agrak veiktas rekonstrukcijas	PAU 	P	A	U	 				
PAU70	Agrak veiktas aortas loka arteriju vai to zaru rekonstrukcijas eksplorativa izmeklesana	PAU 70	P	A	U	 	7	0	PAU	70
PAU74	Trombektomija un embolektomija no miega, zematslegkaula vai paduses arterijas apvedceliem 	PAU 74	P	A	U	 	7	4	PAU	74
PAU80	Persistejosas arteriovenozas miega, zematslegkaula vai paduses arterijas apvedcela fistulas perkutana slegsana	PAU 80	P	A	U	 	8	0	PAU	80
PAU81	Persistejosas miega, zematslegkaula vai paduses arterijas apvedcela arteriovenozas fistulas slegsana	PAU 81	P	A	U	 	8	1	PAU	81
PAU88	Miega, zematslegkaula vai paduses arterijas apvedcela ekscizija 	PAU 88	P	A	U	 	8	8	PAU	88
PAU99	Cita veida citas no aortas loka atejosas arterijas zara korekcija pec agrak veiktas rekonstrukcijas 	PAU 99	P	A	U	 	9	9	PAU	99
PAW  	Citas aortas loka arteriju un to zaru operacijas	PAW  	P	A	W	 	 			
PAW23	Deninu (temporalas) arterijas (a. temporalis) biopsija	PAW 23	P	A	W	 	2	3	PAW	23
PAW99	Cita aortas loka arteriju un to zaru operacija	PAW 99	P	A	W	 	9	9	PAW	99
PB  	Augsejas ekstremitates arteriju operacijas	PB  	P	B	 	 				
PBA 	Augsejas ekstremitates arteriju eksplorativa izmeklesana	PBA 	P	B	A	 				
PBA10	Paduses arterijas eksplorativa izmeklesana	PBA 10	P	B	A	 	1	0	PBA	10
PBA20	Augsdelma arterijas eksplorativa izmeklesana	PBA 20	P	B	A	 	2	0	PBA	20
PBA30	Spiekkaula un elkonkaula arterijas eksplorativa izmeklesana	PBA 30	P	B	A	 	3	0	PBA	30
PBA99	Citas augsejas ekstremitates arterijas eksplorativa izmeklesana	PBA 99	P	B	A	 	9	9	PBA	99
PBB 	Augsejas ekstremitates arteriju nosiesana (ligesana)	PBB 	P	B	B	 				
PBB10	Paduses arterijas nosiesana	PBB 10	P	B	B	 	1	0	PBB	10
PBB20	Augsdelma arterijas nosiesana	PBB 20	P	B	B	 	2	0	PBB	20
PBB30	Spiekkaula un elkonkaula arterijas nosiesana 	PBB 30	P	B	B	 	3	0	PBB	30
PBB99	Citas augsejas ekstremitates arterijas nosiesana	PBB 99	P	B	B	 	9	9	PBB	99
