Tunniste;Lyhenne;Nimi;Pitkä nimi;Ylempi koodi;Hierarkiataso;Voimassaolo alkaa;Voimassaolo päättyy;Muutospvm;Viim. tallentaja;Tila;Määritelmä;OID;Anm.;Exkluderar;Huom.;Inkluderar;Korvaava koodi;Lehtisolmu;Long_name;Långt_namn;Mukaan lukien;NCSP+;NCSP+ ala;NCSP ala;NCSP+ luku;NCSP luku;NCSP+ ryhmä;NCSP ryhmä;Note;Obs.;Pois lukien;Suun terveys (T/F);Taso;Vaativuus;Voimassa
QDH05;Varpaan kynnen korjaus;Varpaan kynnen korjaus;Varpaan kynnen korjaus;QDH;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Correction of deformity of toe nail;Revision av tånagel;;QDSH05;;QDH;Q;Q;QD;QD;;;;F;C;;T
QDH10;Varpaan kynnen siirto, mikrokirurginen;Varpaan kynnen siirto, mikrokirurginen;Varpaan kynnen siirto, mikrokirurginen;QDH;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Transfer of toe nail, microsurgical;Mikrokirurgisk transplantation av tånagel;;QDSH30;;QDH;Q;Q;QD;QD;;;;F;C;;T
QDH40;Varpaan kynnen puhkaisu;Varpaan kynnen puhkaisu;Varpaan kynnen puhkaisu;QDH;3;1.1.2012;31.12.2030;5.7.2011;Lehtonen, Jari;1;;;;;;;;T;Trephining of toe nail;Punktion av tånagel;;;;QDH;;Q;;QD;;;;F;C;;T
QDJ;Esteettiset alaraajojen toimenpiteet;Esteettiset alaraajojen toimenpiteet;Esteettisistä syistä tehtävät alaraajojen toimenpiteet;QD;2;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;F;Aesthetic operations on skin of lower extremity;Estetiskt betingade operationer, nedre extremiteten;;QDSJ;;QDJ;Q;Q;QD;QD;;;;F;A;;T
QDJ00;Alaraajan rasvaimu;Alaraajan rasvaimu;Alaraajan rasvaimu;QDJ;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Liposuction in lower extremity;Fettsugning, nedre extremiteten;;QDSJ00;;QDJ;Q;Q;QD;QD;;;;F;C;;T
QDJ05;Alaraajan löysän ihon poisto;Alaraajan löysän ihon poisto;Alaraajan löysän ihon poisto ulkonäön vuoksi;QDJ;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Correction of loose or redundant skin of lower extremity;Resektion av hudöverskott, nedre extremiteten;;QDSJ05;;QDJ;Q;Q;QD;QD;;;;F;C;;T
QDJ99;Muu esteettinen alaraajaihon leikkaus;Muu esteettinen alaraajaihon leikkaus;Muu esteettisistä syistä tehtävä alaraajan ihon leikkaus;QDJ;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Other aesthetic operations on skin of lower extremity;Annan operation av estetiska orsaker, nedre extremiteten;;QDSJ99;;QDJ;Q;Q;QD;QD;;;;F;C;;T
QDZ00;Botuliini-injektiot jalkapohjien liikah;Botuliini-injektiot jalkapohjien liikah;Botuliini-injektiot jalkapohjien liikahikoiluun;QX_3;3;1.1.2009;31.12.2030;1.12.2008;Stakes, Admin;1;;;;;;;;T;Botulin injections for hyperhidrosis of feet;Botulin-injektioner mot hyperhidros i fötterna;;QDXB00;;QDZ;Q;Q;QD;QD;;;;F;C;;T
QD0;Alaraajojen ihon sädehoito;Alaraajojen ihon sädehoito;Alaraajojen ihon sädehoito;QD;2;1.1.2003;31.12.2030;12.1.2005;Stakes;1;;;;;;;;F;Radikotherapy of skin of lower limb;Strålbehandling av hud på necre extremiteten;;QDO;;QD0;Q;Q;QD;QD;;;;F;A;;T
QD001;Alaraajojen ihon paikallinen sädehoito;Alaraajojen ihon paikallinen sädehoito;Alaraajojen ihon paikallinen sädehoito;QD0;3;1.1.1997;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Locar radiotherapy of lower limb;Lokal strålbehandling av hud på nedre extemiteten;;QDO001;;QD0;Q;Q;QD;QD;;;;F;C;;T
QW;Iho/subkutishaavakomplikaatioleikkauk;Iho/subkutishaavakomplikaatioleikkauk;Ihon ja ihonalaiskudoksen leikkausten haavakomplikaatioleikkaukset;Q;1;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;F;Reoperations on skin;Operationer för komplikationer av hudkirurgi;;QW;;;Q;Q;QW;QW;;;;F;R;;T
QWA00;Iho-/subkutisleik haavarevisio,auenn/inf;Iho-/subkutisleik haavarevisio,auenn/inf;Auenneen tai tulehtuneen iho- ja ihonalaiskudosleikkauksen leikkaushaavan tarkistaminen;QW;2;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Repair of wound dehiscence in surgery of skin;Revision för sårruptur/sårinfektion efter operation på hud/subkutan vävnad;;QWSA00;;QWA;Q;Q;QW;QW;;;;F;C;;T
QWC00;Iho-/subkutisleik ontelorevisio,infektio;Iho-/subkutisleik ontelorevisio,infektio;Iho- ja ihonalaiskudosleikkauksen tulehtuneen haavaontelon aukaisu ja kanavointi;QW;2;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Reoperation for superficial infection in surgery of skin;Incision/dränage av infekterad sårhåla efter operation på hud/subkutan vävnad;;QWSC00;;QWC;Q;Q;QW;QW;;;;F;C;;T
QWD00;Iho-/subkutisleik haavarevisio,vuoto;Iho-/subkutisleik haavarevisio,vuoto;Uusintaleikkaus iho- ja ihonalaiskudoksen leikkaushaavan vuodon vuoksi;QW;2;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Reoperation for superficial haemorrhage in surgery of skin;Reoperation för blödning efter operation på hud/subkutan vävnad;;QWSD00;;QWD;Q;Q;QW;QW;;;;F;C;;T
QWF00;Mikrovaskulaariverisuoniliitosrevisio;Mikrovaskulaariverisuoniliitosrevisio;Mikrovaskulaarisiirteen verisuoniliitoksen tarkistaminen;QW;2;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Reoperation for insufficiency of suture in plastic surgery of skin;Revision av mikrovaskulär anastomos i samband med transplantation av hud/subkutan vävnad;;QWSF00;;QWF;Q;Q;QW;QW;;;;F;C;;T
QWH99;Muu iho-/subkutisleikkauksen kompl tmp;Muu iho-/subkutisleikkauksen kompl tmp;Muu iho- ja ihonalaiskudosleikkauksen komplikaatioleikkaus;QW;2;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Other reoperation in surgery of skin;Annan reoperation för komplikation efter operation på hud/subkutan vävnad;;QWSH99;;QWH;Q;Q;QW;QW;;;;F;C;;T
QWW99;Muu iho-tai ihonalaiskudosleikkauksen uu;Muu iho-tai ihonalaiskudosleikkauksen uu;Muu iho- ja ihonalaiskudosleikkauksen uusintaleikkaus;QW;2;1.1.2004;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;;Annan reoperation för hud och subkutan åtgärd;;QWSW99;;QWW;Q;Q;QW;QW;;;;F;C;;T
QX;Ihon toimenpiteet, aluetta ei määrite;Ihon toimenpiteet, aluetta ei määrite;Määrittelemättömän alueen iho ja ihonalaiskudos;Q;1;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;F;Skin and subcutaneus tissue of unspecified region;Hud och subkutan vävnad utan specifikation av kroppsdel;;QX;;;Q;Q;QX;QX;;;;F;R;;T
QX_;Ihon diagnostinen radiologia;Ihon diagnostinen radiologia;Ihon ja ihonalaiskudoksen diagnostinen radiologia;QX;2;1.1.2003;31.12.2030;12.1.2005;Stakes;1;;;;;;;;F;Diagnostic radiology of skin and subcutaneous tissue;Diagnostisk radiologi av hud och subkutan vävnad;;QXD;;QX_;Q;Q;QX;QX;;;;F;A;;T
QXA;Ihon biopsiat,insis/paik käs;Ihon biopsiat,insis/paik käs;Ihon koepalan otot, aukaisut ja paikalliset käsittelyt, paikkaa ei määritelty;QX;2;1.1.2004;31.12.2030;29.11.2010;Lehtonen, Jari;1;;;;;;;;F;Incision or local destruction of skin, site unspecified;Incision, biopsi och destruktion vid hudförändring i ospecificerad region;;QXSA;;QXA;Q;Q;QX;QX;;;;F;A;;T
QXA00;Ihon pisto, paikkaa ei määritelty;Ihon pisto, paikkaa ei määritelty;Ihon pisto, paikkaa ei määritelty;QXA;3;1.1.2004;31.12.2010;23.11.2010;Lehtonen, Jari;1;;;;;;;TQX05;T;;Punktion av hud, ospecificerad lokalisation;;QXSA00;;QXA;Q;Q;QX;QX;;;;F;C;;T
QXA05;Ihon aukaisu, paikkaa ei määritelty;Ihon aukaisu, paikkaa ei määritelty;Ihon aukaisu, paikkaa ei määritelty;QXA;3;1.1.2004;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;;Hudinkision, ospecificerad region;;QXSA05;;QXA;Q;Q;QX;QX;;;;F;C;;T
QXA20;Ihon hionta, paikkaa ei määritelty;Ihon hionta, paikkaa ei määritelty;Ihon hionta, paikkaa ei määritelty;QXA;3;1.1.2004;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;;Dermabrasion, ospecificerad region;;QXSA20;;QXA;Q;Q;QX;QX;;;;F;C;;T
QXA25;Ihomuutoksen paikall käsittely, paikkaa ei määrit;Ihomuutoksen paikall käsittely, paikkaa ei määrit;Ihomuutoksen paikallinen käsittely, paikkaa ei määritelty;QXA;3;1.1.2011;31.12.2030;23.11.2010;Lehtonen, Jari;1;Käsittelyn laatu lisäkoodilla ZXC-luvusta;;;;;;;T;Destruction of lesion of skin, site unspecified;Destruktion av hudförändring, ospecificerad region;;;;QXA;;Q;;QX;;;;F;C;;T
QXA30;Ihon elektrokoagulaatio, paikkaa ei määr;Ihon elektrokoagulaatio, paikkaa ei määr;Ihon elektrokoagulaatio, paikkaa ei määritelty;QXA;3;1.1.2004;31.12.2010;23.11.2010;Lehtonen, Jari;1;;;;;;;QXA25;T;;Hud elektrokoagulation, ospecificerad region;;QXSA30;;QXA;Q;Q;QX;QX;;;;F;C;;T
QXA40;Ihon laser/fotokoagul, paikkaa ei määr;Ihon laser/fotokoagul, paikkaa ei määr;Ihon laserkäsittely tai fotokoagulaatio, paikkaa ei määritelty;QXA;3;1.1.2004;31.12.2010;23.11.2010;Lehtonen, Jari;1;;;;;;;QXA25;T;;Hud laser behandling eller fotokoagulaiton, ospecifeserad region;;QXSA40;;QXA;Q;Q;QX;QX;;;;F;C;;T
QXA50;Ihon jäädytyskäsittely, paikkaa ei määri;Ihon jäädytyskäsittely, paikkaa ei määri;Ihon jäädytyskäsittely, paikkaa ei määritelty;QXA;3;1.1.2004;31.12.2010;23.11.2010;Lehtonen, Jari;1;;;;;;;QXA25;T;;Kryobehandling av hud, ospecifeserad region;;QXSA50;;QXA;Q;Q;QX;QX;;;;F;C;;T
QXA60;Ihon pinnan kemiallinen käsittely, paikkaa ei määr;Ihon pinnan kemiallinen käsittely, paikkaa ei määr;Ihon pinnan kemiallinen käsittely, paikkaa ei määritelty;QXA;3;1.1.2010;31.12.2010;23.11.2010;Lehtonen, Jari;1;;;;;;;QXA25;T;Chemical treatment of skin of unspecified region;Kemisk behandling av hud, ospecifeserad region;;;;QXA;;Q;;QX;;;;F;C;;T
QXA99;Muu iho auk/biops/destr, määrtön sij;Muu iho auk/biops/destr, määrtön sij;Muu ihon aukaisu, koepalan otto tai paikallinen tuhoaminen, paikkaa ei määritelty;QXA;3;1.1.2004;31.12.2010;23.11.2010;Lehtonen, Jari;1;;;;;;;QXA25;T;;Annan inkision, biopsi eller lokal destruktion, ospecifeserad region;;QXSA99;;QXA;Q;Q;QX;QX;;;;F;C;;T
QXB;Ihohaavaompelut/sidevaihdot;Ihohaavaompelut/sidevaihdot;Ihohaavojen ompelut ja siteenvaihdot, paikkaa ei määritelty;QX;2;1.1.2004;31.12.2030;12.1.2005;Stakes;1;;;;;;;;F;Procedures for wounds of skin;Sårbehandling i ospecificerad region;;QXSB;;QXB;Q;Q;QX;QX;;;;F;A;;T
QXB00;Ihohaavan ompelu, paikkaa ei määritelty;Ihohaavan ompelu, paikkaa ei määritelty;Ihohaavan ompelu, paikkaa ei määritelty;QXB;3;1.1.2004;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;;Sutur av ospecificerad hudregion;;QXSB00;;QXB;Q;Q;QX;QX;;;;F;C;;T
QXB05;Ihohaavan tarkistaminen, paikkaa ei määr;Ihohaavan tarkistaminen, paikkaa ei määr;Ihohaavan tarkistaminen, paikkaa ei määritelty;QXB;3;1.1.2004;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;;Sårrevision, ospecificerad region;;QXSB05;;QXB;Q;Q;QX;QX;;;;F;C;;T
QXB10;Suuren ihohaavansidevaihto, paikkaa ei m;Suuren ihohaavansidevaihto, paikkaa ei m;Suuren ihohaavan sidevaihto, paikkaa ei määritelty;QXB;3;1.1.2004;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;;Omläggning eller förbandsbyte, ospecificerad hudregion;;QXSB10;;QXB;Q;Q;QX;QX;;;;F;C;;T
QXB99;Muu ihohaavan hoitotoimenpide, paikkaa e;Muu ihohaavan hoitotoimenpide, paikkaa e;Muu ihohaavan hoitotoimenpide, paikkaa ei määritelty;QXB;3;1.1.2004;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;;Annan åtgärd för sårbehandling i huden, ospecificerad hudregion;;QXSB99;;QXB;Q;Q;QX;QX;;;;F;C;;T
QXC;Ihon vierasesineiden poistot;Ihon vierasesineiden poistot;Ihon vierasesineiden poistot, paikkaa ei määritetly;QX;2;1.1.2004;31.12.2030;12.1.2005;Stakes;1;;;;;;;;F;Removal of foreign body;Avlägsnande av kutan främmande kropp i ospecificerad region;;QXSC;;QXC;Q;Q;QX;QX;;;;F;A;;T
QXC00;Pinn vier.esin poisto, paikka määrtön;Pinn vier.esin poisto, paikka määrtön;Pinnallisen vierasesineen poisto, paikkaa ei määritelty;QXC;3;1.1.2004;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Removal of foreign body from unspecified region of skin or subcutaneous tissue;Avlägsnande av subkutan främmande kropp, ospecificerad region;;QXSC00;;QXC;Q;Q;QX;QX;;;;F;C;;T
QXD;Palovammaleikkaukset/sidevai;Palovammaleikkaukset/sidevai;Palovammaleikkaukset ja siteenvaihdot, paikkaa ei määritelty;QX;2;1.1.2004;31.12.2030;12.1.2005;Stakes;1;;;;;;;;F;Procedures for burns;Behandling av brännskador i ospecificerad region;;QXSD;;QXD;Q;Q;QX;QX;;;;F;A;;T
QXD00;Palovamman sit vaihto, paikkaa määrtön;Palovamman sit vaihto, paikkaa määrtön;Palovamman siteiden vaihto, paikkaa ei määritelty;QXD;3;1.1.2004;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;;Omläggning vid brännskada, ospecificerad hudregion;;QXSD00;;QXD;Q;Q;QX;QX;;;;F;C;;T
QXD10;Palovamman débridement, paikka määrtön;Palovamman débridement, paikka määrtön;Palovamman puhdistusleikkaus, débridement, paikkaa ei määritelty;QXD;3;1.1.2004;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;;Revision av brännskada i ospecificerad hudregion, débridement;;QXSD10;;QXD;Q;Q;QX;QX;;;;F;C;;T
QXD20;Palov.eksisio+peitto siir, paikka määrtö;Palov.eksisio+peitto siir, paikka määrtö;Palovamman poistoleikkaus ja peittäminen, paikkaa ei määritelty;QXD;3;1.1.2004;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;;Excision och täckning med transplantat av brännskada i huvud-halsregionen;;QXSD20;;QXD;Q;Q;QX;QX;;;;F;C;;T
QXE;Ihomuutospoistot/korjaukset;Ihomuutospoistot/korjaukset;Ihon paikallisten muutosten poistot ja korjaavat leikkaukset, paikkaa ei määritelty;QX;2;1.1.2004;31.12.2030;12.1.2005;Stakes;1;;;;;;;;F;Excision and repair of lesion of skin;Excision och rekonstruktion vid hudförändringar i ospecificerad region;;QXSE;;QXE;Q;Q;QX;QX;;;;F;A;;T
QXE05;Hikir ja ihon poisto, paikka määrtön;Hikir ja ihon poisto, paikka määrtön;Hikirauhasten tai ihon ja hikirauhasten poisto, paikkaa ei määritelty;QXE;3;1.1.2004;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;;Excision av svettkörtlar eller hud med svettkörtlar, ospecificerad hudregion;;QXSE05;;QXE;Q;Q;QX;QX;;;;F;C;;T
QXE10;Iho/subcutis muutos poist ei-määr alue;Iho/subcutis muutos poist ei-määr alue;Ihon tai ihonalaiskudoksen paikallisen muutoksen poisto koko ihon paksuudelta, paikkaa ei määritelty;QXE;3;1.1.2009;31.12.2030;1.12.2008;Stakes, Admin;1;;;;;;;;T;Excision of other lesion extending through all layers of skin in uspecified region;Excision av kutan/subkutan förändring från all skikter av hud, ospesificerad region;;QXSE80;;QXE;Q;Q;QX;QX;;;;F;C;;T
QXE15;Iho pintak muut poisto, ei-määr alue;Iho pintak muut poisto, ei-määr alue;Ihon pintakerroksen paikallisen muutoksen poisto, paikkaa ei määritelty;QXE;3;1.1.2009;31.12.2030;1.12.2008;Stakes, Admin;1;;;;;;;;T;Excision of other superficial lesion of skin in unspecified region;Excision av ytlig hudförändring, ospesificerad region;;QXSE82;;QXE;Q;Q;QX;QX;;;;F;C;;T
QXE20;Ihon arv/kuroum poisto/korj, paikka määrittämättä;Ihon arv/kuroum poisto/korj, paikka määrittämättä;Ihon arven tai kurouman poisto ja korjaus, paikkaa ei määritelty;QXE;3;1.1.2004;31.12.2030;17.11.2009;Peltonen, Veli-Pekka;1;;;;;;;;T;;Excision av ärr på ospecificerad hudregion;;QXSE20;;QXE;Q;Q;QX;QX;;;;F;C;;T
QXE25;Palovamma-arven poisto/korj, paikkaa ei määritelty;Palovamma-arven poisto/korj, paikkaa ei määritelty;Palovamma-arven poisto ja korjaus, paikkaa ei määritelty;QXE;3;1.1.2004;31.12.2030;17.11.2009;Peltonen, Veli-Pekka;1;;;;;;;;T;;Excision/revision av ärr efter brännskada på ospecificerad hudregion;;QXSE25;;QXE;Q;Q;QX;QX;;;;F;C;;T
QXE30;Leikkausarven poisto/korjaus, paikka ei määritelty;Leikkausarven poisto/korjaus, paikka ei määritelty;Leikkausarven poisto ja korjaus, paikkaa ei määritelty;QXE;3;1.1.2004;31.12.2030;17.11.2009;Peltonen, Veli-Pekka;1;;;;;;;;T;;Excision/revision av operationsärr på ospecificerad hudregion;;QXSE30;;QXE;Q;Q;QX;QX;;;;F;C;;T
QXE35;Leikk/vamm jälk ihop korj, paikk määrtön;Leikk/vamm jälk ihop korj, paikk määrtön;Leikkauksen tai vamman jälkeisen ihopuutoksen korjaus, paikkaa ei määritelty;QXE;3;1.1.2004;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;;Rekonstruktion av huddefekt efter skada eller operation på ospecificerad hudregion;;QXSE35;;QXE;Q;Q;QX;QX;;;;F;C;;T
QXE40;Ihon epäm/sair vaur korj, paikka määrtön;Ihon epäm/sair vaur korj, paikka määrtön;Ihon epämuodostuman tai sairauden aiheuttaman vaurion korjaus, paikkaa ei määritelty;QXE;3;1.1.2004;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;;Rekonstruktion vid missbildning eller hudsjukdom på ospecificerad region;;QXSE40;;QXE;Q;Q;QX;QX;;;;F;C;;T
QXE99;Ihomuutoksen poisto, paikkaa ei määritel;Ihomuutoksen poisto, paikkaa ei määritel;Muu ihon tai ihonalaiskudoksen poisto tai korjaus, paikkaa ei määritelty;QXE;3;1.1.2004;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Other excision or repair of unspecified region of skin;Annan kutan / subkutan excision eller rekonstruktion, oscpecificerad hudregion;;QXSE99;;QXE;Q;Q;QX;QX;;;;F;C;;T
QXG;Kroonisten haavojen korjauks;Kroonisten haavojen korjauks;Ihon kroonisten haavojen ja avanteiden korjaukset, paikkaa ei määritelty;QX;2;1.1.2004;31.12.2030;12.1.2005;Stakes;1;;;;;;;;F;Operations for chronic ulcers and fistulae of skin;Operationer för kroniska sår och fistlar i ospecificerad region;;QXSG;;QXG;Q;Q;QX;QX;;;;F;A;;T
QXG00;Painehaav débridem, paikka määrtön;Painehaav débridem, paikka määrtön;Painehaavan puhdistusleikkaus, débridement, paikkaa ei määritelty;QXG;3;1.1.2004;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;;Revision av liggsår på ospecificerad hudregion, débridement;;QXSD20;;QXG;Q;Q;QX;QX;;;;F;C;;T
QXG10;Painehaav poisto/korjaus, paikka ei määritelty;Painehaav poisto/korjaus, paikka ei määritelty;Painehaavan poisto ja korjaus, paikkaa ei määritelty;QXG;3;1.1.2004;31.12.2030;17.11.2009;Peltonen, Veli-Pekka;1;;;;;;;;T;Excision and repair of bedsore of unspecified region;Excision med rekonstruktion vid liggsår på ospecificerad hudregion;;QXSG10;;QXG;Q;Q;QX;QX;;;;F;C;;T
QXG20;Kroonisen haavan poisto/korjaus, paikka ei määrit;Kroonisen haavan poisto/korjaus, paikka ei määrit;Kroonisen haavan poisto ja korjaus, paikkaa ei määritelty;QXG;3;1.1.2004;31.12.2030;17.11.2009;Peltonen, Veli-Pekka;1;;;;;;;;T;Operation for chronic ulcer or fistula of unspecified region of skin;Excision/revision av kroniskt sår på opesificerad hudregion;;QXSG20;;QXG;Q;Q;QX;QX;;;;F;C;;T
QXG30;Leikk. suunn myöh.sulk, paikka määrtön;Leikk. suunn myöh.sulk, paikka määrtön;Ihon leikkaushaavan suunniteltu myöhäissulku, paikkaa ei määritelty;QXG;3;1.1.2004;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Delayed skin closure of surgical wound of unspecified region;Planerad sekundärsutur av operationssår i hud på ospecificerad hudregion;;QXSG30;;QXG;Q;Q;QX;QX;;;;F;C;;T
QXG99;Muu kroon haav leikk, paikka määrtön;Muu kroon haav leikk, paikka määrtön;Muu kroonisen haavan leikkaus, paikkaa ei määritelty;QXG;3;1.1.2004;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Other operation for chronic ulcer or fistula of unspecified region of skin;Annan operation för kroniskt sår på ospecificerad hudregion;;QXSG99;;QXG;Q;Q;QX;QX;;;;F;C;;T
QXJ;Esteettiset toimenpiteet;Esteettiset toimenpiteet;Ulkonäköä muuttavat, esteettisistä syistä tehtävät ihon toimenpiteet, paikkaa ei määritelty;QX;2;1.1.2004;31.12.2030;12.1.2005;Stakes;1;;;;;;;;F;Aesthetic operations on skin;Operationer av estetiska skäl i ospecificerad region;;QXSJ;;QXJ;Q;Q;QX;QX;;;;F;A;;T
QXJ00;Rasvaimu, paikkaa ei määritelty;Rasvaimu, paikkaa ei määritelty;Rasvaimu, paikkaa ei määritelty;QXJ;3;1.1.2004;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;;Fettsugning på ospecificerad hudregion;;QXSJ00;;QXJ;Q;Q;QX;QX;;;;F;C;;T
QXJ05;Löysän ihon kosm poist, paikka määrtön;Löysän ihon kosm poist, paikka määrtön;Löysän ihon poisto ulkonäön vuoksi, paikkaa ei määritelty;QXJ;3;1.1.2004;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;;Estetiskt betingad hudreduktion på ospecificerad hudregion;;QXSJ05;;QXJ;Q;Q;QX;QX;;;;F;C;;T
QXZ00;Botuliini-injektiot liikah, paikk ei mää;Botuliini-injektiot liikah, paikk ei mää;Botuliini-injektiot liikahikoiluun, paikkaa ei määritetty;QX_3;3;1.1.2009;31.12.2030;1.12.2008;Stakes, Admin;1;;;;;;;;T;Botulin injections for hyperhidrosis of unspecified localisation;Botulin-injektioner mot hyperhidros, ospecificerad lokalisation;;QXXB00;;QXZ;Q;Q;QX;QX;;;;F;C;;T
QX0;Ihon sädehoito;Ihon sädehoito;Ihon sädehoito;QX;2;1.1.2003;31.12.2030;12.1.2005;Stakes;1;;;;;;;;F;Radiotherapy of skin;Strålbehandling av huden;;QXO;;QX0;Q;Q;QX;QX;;;;F;A;;T
QX099;Koko ihon sädehoito;Koko ihon sädehoito;Koko ihon sädehoito;QX0;3;1.1.1997;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Whole skin radiotherapy;Strålbehandling av hela huden;;QXO099;;QX0;Q;Q;QX;QX;;;;F;C;;T
QX1AE;Ihon UÄ;Ihon UÄ;Ihon UÄ;QX_;3;1.1.1999;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Ultrasound examination of skin;Hud, UL;;QXDE1A;;QX1;Q;Q;QX;QX;;;;F;C;;T
QX_2;Ihon muut tutkimukset;Ihon muut tutkimukset;Ihon muut tutkimukset;QX;2;1.1.2003;31.12.2030;27.10.2008;Stakes, Admin;1;;;;;;;;F;Other diagnostic procedures of skin;Andra undersökningar av hud;;QXF;;QX_;Q;Q;QX;QX;;;;F;A;;F
QX2AN;Pehmytkudoskasvaimen gammakuvaus;Pehmytkudoskasvaimen gammakuvaus;Muun pehmytkudoskasvaimen gammakuvaus;QX_;3;1.1.2009;31.12.2030;1.12.2008;Stakes, Admin;1;;;;;;;;T;Other soft tissue tumour isotope imaging;Isotopundersökning av annan mjukdelstumör;;NXIF00;;QX2;N;Q;NX;QX;;;;F;C;;T
QX2AQ;Pehmytk.SPET+ma-TT;Pehmytk.SPET+ma-TT;Pehmytkudoskasvaimen SPET ja matala-annos-TT;QX_;3;1.1.2010;31.12.2030;2.3.2010;Stakes, Admin;1;;;;;;;;T;;Mjukdelstumör SPET med låg-dos DT;;;;QX2;;Q;;QX;;;;F;C;;T
QX2CB;Fistulografia;Fistulografia;Fistelin varjoainetutkimus (fistulografia);QX_;3;1.1.1999;31.12.2030;5.7.2011;Lehtonen, Jari;1;;;;;;;;T;Fistulogaphy with X-ray;Fistulografi;;QXDB2C;;QX2;Q;Q;QX;QX;;;;T;C;;T
QX2SN;Pehmytkudoskasvaimen SPET;Pehmytkudoskasvaimen SPET;Muun pehmytkudoskasvaimen SPET;QX_;3;1.1.2009;31.12.2030;1.12.2008;Stakes, Admin;1;;;;;;;;T;Other soft tissue tumour SPECT;Annan mjukdelstumör SPET;;NXIF10;;QX2;N;Q;NX;QX;;;;F;C;;T
QX2XA;Pehmytosan rtg;Pehmytosan rtg;Pehmytosan muu röntgentutkimus;QX_;3;1.1.1999;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;X-ray examination of soft tissue not elsewhere classified;Övrig mjukdelsröntgen;;QXDA2X;;QX2;Q;Q;QX;QX;;;;F;C;;T
QX2XE;Pehmytosan muu UÄ;Pehmytosan muu UÄ;Pehmytosan muu UÄ;QX_;3;1.1.1999;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Ultrsound examination of soft tissue not elsewhere classified;Annan UL av mjukdelar;;QXDE2X;;QX2;Q;Q;QX;QX;;;;F;C;;T
QX2ZT;Pinn.esinepoisto, UÄ;Pinn.esinepoisto, UÄ;Pinnallisen vierasesineen poisto, radiologinen ohjaus;QXC;3;1.1.2000;31.12.2030;31.12.2005;Stakes;1;;;;;;;;T;Removal of foreign body close to skin with radiological guidance;Avläggsnade av ytligt belägen främmande kropp med radiologisk styrning;;QXSC00;;QX2;Q;Q;QX;QX;;;;F;C;;T
QX_3;Muut ihon toimenpiteet;Muut ihon toimenpiteet;Muut ihon toimenpiteet;QX;2;1.1.2004;31.12.2030;12.1.2005;Stakes;1;;;;;;;;F;Other procedures of skin;Andra åtgärder på skin;;QXX;;QX_;Q;Q;QX;QX;;;;F;A;;T
QX3AT;Ihonal kud kudosnäytteen otto UÄ-ohj;Ihonal kud kudosnäytteen otto UÄ-ohj;Ihonalaisen kudoksen kudosnäytteen otto UÄ-ohjauksessa;QX_3;3;1.1.2003;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Ultrasound guided biopsy of subcutaneous tissue;Subkutan vävnadsbiopsi, UL-styrd;;QXXX00;;QX3;Q;Q;QX;QX;;;;F;C;;T
