code;text
QWSC00;Reoperation for superficial infection in surgery of skin
QWSD00;Reoperation for haemorrhage in surgery of skin
QWSF00;Reoperation for insufficiency of suture in plastic surgery of skin
QWSW99;Other reoperation in surgery of skin
QXDA2X;X-ray examination of soft tissue not elsewhere classified
QXDB2C;Fistulogaphy with X-ray
QXDE1A;Ultrasound examination of skin
QXDE2X;Ultrsound examination of soft tissue not elsewhere classified
QXDE3H;Ultrsound examination of lesion close to skin
QXFA00;Light test
QXFA20;Examination with Woods light
QXFA30;Examination of dermatosis with microscope
QXFA32;Examination of infestation with microscope
QXFA90;Dermatoscopy
QXFB00;Sweat test
QXFX00;Measurement of skin temperature
QXFX90;Skin clinical examination
QXFX99;Other examination of skin
QXO090;Brachytherapy of skin
QXO099;Whole skin radiotherapy
QXOB00;Grenz / Bucky ray therapy
QXSA00;Puncture of unspecified region of skin
QXSA05;Incision of unspecified region of skin
QXSA20;Dermabrasio or shaving of lesion of unspecified region of skin
QXSA30;Electrocoagulation of unspecified region of skin
QXSA40;Laser therapy or photocoagulation of unspecified region of skin
QXSA50;Cryotherapy of unspecified region of skin
QXSA99;Other incision, biopsy or local destruction of unspecified region of skin
QXSB00;Suture of unspecified region of skin
QXSB05;Revision of wound of skin of unspecified region
QXSB10;Dressing of major wound of unspecified region of skin
QXSB99;Other procedure for wound of unspecified region of skin
QXSC00;Removal of foreign body from unspecified region of skin or subcutaneous tissue
QXSC99;Other removal of foreign body not elsewhere specified from unspecified region
QXSD00;Dressing of major burn of unspecified region
QXSD10;Debridement of burn of unspecified region
QXSD20;Excision and coverage of burn of unspecified region
QXSE00;Excision of loose skin or fold of skin from unspecified region of skin
QXSE05;Excision of sweat glands or sweat gland-bearing unspecified region of skin
QXSE20;Excision and repair of scar or web of unspecified region of skin
QXSE25;Excision and repair of scar caused by burn of unspecified region
QXSE30;Excision and repair of surgical scar of unspecified region
QXSE35;Repair of skin defect after surgery or injury of unspecified region
QXSE40;Repair of anomaly or lesion after disease of unspecified region of skin
QXSE80;Excision of other lesion extending through all layers of skin in uspecified region
QXSE82;Excision of other superficial lesion of skin in unspecified region
QXSE99;Other excision or repair of unspecified region of skin
QXSG00;Debridement of bedsore of unspecified region
QXSG10;Excision and repair of bedsore of unspecified region
QXSG20;Operation for chronic ulcer or fistula of unspecified region of skin
QXSG30;Delayed skin closure of surgical wound of unspecified region
QXSG99;Other operation for chronic ulcer or fistula of unspecified region of skin
QXSH00;Avulsion of nail of unspecified region
QXSH01;Excision of nail bed of unspecified region
QXSH05;Correction of deformity of nail of unspecified region
QXSH10;Transplantation of nail of unspecified region
QXSJ00;Liposuction of unspecified region
QXSJ05;Correction of loose or redundant skin of unspecified region
QXXA00;Biological debridement therapy
QXXB00;Closure of wound with tape or glue
QXXB10;Other dressing of wound
QXXB90;Vacume treatment of wound
QXXC00;Subcutaneous sclerotherapy
QXXX00;Biopsy of skin
QXXX02;Needle biopsy of skin
QXXX10;Removal of molluscum
QXXX12;Removal of wart
QXXX20;Implantation of subcutaneous medicament implant
QXXX22;Removal of subcutaneous medicament implant
QXXX40;Removal of sutures of skin
QXXX50;Exchange of bandage for burn
QXXX60;Tatoe
QXXX62;Cosmetolgic procedure
QXXX70;Iontoferesis for hyperhidrosis
QXXX80;Smearing of skin
QXXX99;Other minor procedure on skin
R1R100;General evaluation of need for rehabilitation
R1R110;Evaluation of living conditions
R1R120;Evaluation of quality of life
R1R210;Medical evaluation of need and possibiliteis to rehabilitation
R1R220;Psychological evaluation of need and possibilities to rehabilitation
R1R230;Neuropsychological evaluation of need and possibilities to rehabilitation
R1R240;Social evaluation of need and possibilities of rehabilitation
R1R250;Evaluation of functioning
R1R260;Evaluation of communicative functioning
R1R270;Evaluation of need for educational rehabilitation
R1R280;Evaluation of need for occupational rehabilitation
R1R282;Ergonomic evaluation of workplace
R1R310;Day-care test for children
R1R320;Educational test
R1R330;Occupational test at special institute
R1R340;Occupational test in open environment
R1R350;Housing test
R1R400;Generation of plan for rehabilitation
R2R110;Giving first hand information
R2R120;Information and advice about rehabilitation services and wellfare
R2R130;Information and advice about independent living
R2R200;Advice about educational rehabilitation
R2R310;Advice about occupation selection
R2R320;Employment advice
R3R110;Psychosocial training
R3R120;Locomotor training
R3R130;Training in daily routines
R3R140;Training of communicative ability
R3R150;Training for interaction with life surroundings
R3R160;Training of educational and learning abilities
R3R200;Society training
R3R300;Housing training
R3R410;Special eduction at elementary school, high school or in adult elementary education
R3R420;General occupational training
R3R430;Education at occupational high school or at university
R3R440;Adult occupational education
R3R450;Occupational education at special institute
R3R460;Apprenticeship training
R3R470;Other education
R3R510;Occupational training
R3R520;Training to maintain and increase ability work
R3R530;Occupational rehabilitation
R3R540;Rehabilitation through work
R3R600;Guidance to hobbies
R3RB00;Counceling and advise to support sexual functions
R4R110;Physiotherapy
R4R120;Occupational therapy
R4R130;Speech therapy
R4R136;Rehabilitation for hearing problems
R4R138;Swallowing therapy
R4R140;Psychotherapy
R4R150;Neuropsychological rehabilitation
R4R160;Other rehabilitative therapy
R4R162;Family counceling
R4R170;Therapyforms for rehabilitative upbringing
R5R110;Assesment of aid need and choice, testing, adjustment and delivery of device with demonstration of use
R5R120;Production of aiding device
R5R130;Restoration and service of aiding device
R5R140;Follow-up of use of aiding device
R5R210;Assesmkent of need to changes in the environment
R5R220;Changes in the environment
R5R230;Changes to support control of environment
R5R310;Work dispositon without economical aid
R5R320;Work disposition with economical aid
R5R330;Support for self-employment
R5R340;Support for continuous occupational activity
R5R350;Sheltered work
R5R410;Transport and escort service
R5R420;Guide-dog service
R5R430;Interpreter service
R5R440;Study assistant service
R5R450;Personal assistant service
R5R460;Support related to service habitation
R5R599;Other rehabilitation service
RDR111;Nutrional therapy general anamnesis
RDR112;Nutrition intake history
RDR120;Nutrient intake measurement
RDR130;Nutritional state evaluation
RDR150;Production of plan for nutrional therapy
RDR160;Nutrional therapy follow-up
RDR211;Personal nutritional therapy
RDR213;Nutritional advice through family
RDR220;Production of nutrient plan for meals
RDR230;Teaching of meal preparation
RDR240;Guidance in food supplies selection
RDR250;Guidance of educational meal
RDR290;Other nutriotional therapy
RFRA00;Physiotherapeutic examination
RFRA20;Planning physiotherapy
RFRB00;Technical aid service to support moving and functioning
RJR120;Evaluation of foot health
RJR122;Evaluation of footwear adequacy
RJR124;Evaluation of need and effect of special footwear and other devices
RJR125;Evaluation of standing position and walking
RJR126;Evaluation of load on foot soles
RJR127;Examination of lower extremity structure and function
RJR128;Evaluation of pain in feet
RJR129;Sampling for microbiological testing from feet
RJR130;Planning foot therapy
RJR210;Patient instructions of foot care
RJR214;Planning foot therapy
RJR310;Physical training of feet and lower extremities
RJR320;Physical foot therapy
RJR410;Foot skin care
RJR420;Toe nail treatment
RJR490;Other foot therapy
RLRA00;Logopedic examination
RLRA20;Planning and follow-up of logotherapy
RLRB00;Service for technical aid for communication
RNXA00;Turning over patient
RNXA90;Other moving of patient
RNXB00;Body care of patient
RNXB90;Other support of taking care of oneself
RNXX00;Nursing monitoring
RNXX90;Other nursing care
RSRA00;Social work statement
RSRA10;Assesment of social situation
RSRA20;Social work discussion
RSRB00;Social assistance
RSRC00;Coordination of services and multiprofesional cooperation
RSRD00;Social payment consultation and decision
RSRX00;Other social support
RTR110;Evaluation of need for occupational therapy
RTR120;Evaluation of lifesituation in relation to occupational therapy
RTR131;Evaluation of ability to take care of oneself
RTR132;Evaluation of ability to take care of home and every day surrounding
RTR133;Evaluation of ability to admit school and study
RTR134;Evaluation of ability to work
RTR135;Evaluation of ability for social participation
RTR136;Evaluation of ability to use leisure time
RTR137;Evaluation of ability for child play
RTR138;Evaluation of ability to rest
RTR139;Evaluation of ability to manage other occupational situations
RTR141;Evaluation of need for services
RTR143;Evaluation of need for changes at home and in nearby surrounding
RTR151;Evaluation of motor function
RTR152;Evaluation of processing ability
RTR153;Evaluation of mental ability
RTR154;Evaluation of social ability
RTR155;Evaluation of ethical ability
RTR159;Evaluationo of other or general ability
RTR161;Evaluation of sensoric capacity
RTR162;Evaluation of motor capacity
RTR163;Evaluation of coginitve capacity
RTR164;Evaluation of mental capacity
RTR165;Evaluation of social capacity
RTR166;Evaluation of ethical capacity
RTR169;Evaluation of other or general capacity
RTR171;Evaluation of need for orthosis
RTR172;Evaluation of need for aiding device
RTR179;Evaluation of need for other tools
RTR180;Summary of possibilities to promote occupational functioning
RTR190;Other occupational therapy evaluation
RTR210;Plan for promoting occupational functioning
RTR220;Preparation of occupational therapy session
RTR231;Occupational therapy to promote taking care of oneself
RTR232;Occupational therapy to take care of everyday matters
RTR233;Occupational therapy to promote admitting school and studing
RTR234;Occupational therapy to promote working
RTR235;Occupational therapy to promote social participation
RTR236;Occupational therapy to promote leisure acivities
RTR237;Occupational therapy to promote child play
RTR238;Occupational therapy to promote resting
RTR239;Occupational therapy to promote other or general functions
RTR241;Planning and arranging services to promote coping with enviroment
RTR244;Planning and following changes at home and nearby surrounding to promote acitivity
RTR249;Other occupational therapy to promote coping with enviroment
RTR251;Strengthening motor ability
RTR252;Strengthening process ability
RTR253;Strengthening psychic ability
RTR254;Strengthening social ability
RTR255;Strengthening ethical ability
RTR259;General strenghtening of functional ability
RTR261;Improving sensoric capacity
RTR262;Improving motor capacity
RTR263;Improving cognitive capacity
RTR264;Improving mental capacity
RTR265;Improving social capacity
RTR266;Improving ethical capacity
RTR269;General improving of functional capacity
RTR271;Reporduction of orthosis
RTR272;Orthosis adapation, delivery, user insttructions and follow-up
RTR273;Reproduction of aiding device
RTR274;Aiding device adaptation, delivery, user instructions and follo-up
RTR279;Other device reproduction or delivery
RTR490;Other occupational therapy
RXXA00;Therapy for drug addiction
SAFA01;Simple examination of mouth
SAFA02;Basic examination of mouth
SAFA03;Extended examination of mouth
SAFA04;Special investigation of mouth
SBDAB2;Tooth X-ray examination in conjunction with visit to dentist
SBFA00;Sampling for microbiological testing of saliva
SBFA10;Measurement of excretion of saliva
SBFA20;Measurement of buffering capacity of saliva
SBFB00;Photography of mouth and teeth
SBFB10;Teeth copy and caster model
SBXA00;Cytology of mouth
SCXA01;Simple analysis and advice of nutrition with regard to dentistry
SCXA02;Analysis and advice of nutrition with regard to dentistry
SCXB01;Simple training for mouth care at home
SCXB02;Training for mouth care at home
SCXC01;Simple fluorination of mouth or other corresponding procedure
SCXC02;Fluorination of mouth or other corresponding procedure
SCXD01;Simple removal of tooth plaque or tartar
SCXD02;Removal of tooth plaque or tartar
SCXE00;Fissure closure of tooth
SCXX00;Washing of teeth
SDXA01;Simple parodonthologic therapy
SDXA02;Parodonthologic therapy
SDXA03;Demanding parodonthologic therapy
SDXA04;Very demanding parodonthologic therapy
SDXA05;Very demanding and lengthy parodonthologic therapy
SDXA10;Parodonthologic therapy of advnaced and complicated changes of alveolar bone
SDXC10;Parodontological fixation
