AA027	Innlegging av intracerebral trykkmåler
PDG99	Annen op for aneurisme i infrarenale bukaorta el iliakalart
PDH10	Bypass fra infrarenale bukaorta
PDH20	Bypass fra aorta til iliakalarterie
PDH21	Bypass fra aorta til bilaterale iliakalarterier
PDH22	Bypass fra aorta til iliakal og kontralateral a.femoralis
PDH23	Bypass fra aorta til a.femoralis
PDH24	Bilateral bypass fra aorta til a.femoralis
PDH30	Bypass fra iliakalarterie
PDH35	Bypass fra iliakal til a.femoralis
PDH99	Annen bypass fra bukaorta eller iliakalarterie
PDN10	Arterioplastikk på infrarenale bukaorta
PDN30	Arterioplastikk på iliakalarterie
PDP10	Perkutan arterioplastikk på infrarenale bukaorta
PDP30	Perkutan arterioplastikk på iliakalarterie
PDQ10	Implantasjon av endovaskulær protese i infrarenale bukaorta
PDQ30	Implantasjon av endovaskulær protese i iliakalarterie
PDR10	Fjernelse av endovaskulær protese fra infrarenale bukaorta
PDR30	Fjernelse av endovaskulær protese fra iliakalarterie
PDS10	Endoskopisk operasjon på infrarenale bukaorta
PDS30	Endoskopisk operasjon på iliakalarterie
PDT10	Inj av terap/skleroserende subst i infrarenale bukaorta
PDT30	Inj av terap/skleroserende subst i iliakalarterie
PDU74	Trombect/embolect i bypass fra infraren bukaorta/iliakalart
PDU82	Arterioplastikk bypass fra infrarenale bukaorta/iliakalart
PDU83	Perkut arter-plastikk på bypass infraren bukaorta/iliakalart
PDU84	Impl endovask protese i bypass infraren bukaorta/iliakalart
PDU85	Fjern endovask prot fra bypass infraren bukaorta/iliakalart
PDU86	Endoskopisk op på bypass fra infraren bukaorta/iliakalart
PDU87	Inj terap/skleros subst bypass infraren bukaorta/iliakalart
PDU88	Excisjon av bypass fra infrarenale bukaorta el iliakalart
PDU99	Ann ny op e tidl op infraren bukaorta/iliakalart/dist forb
PDW99	Ann op på infrarenale bukaorta el iliakalart og dist forb
PEA10	Eksplorasjon av a.femoralis communis
PEA11	Eksplorasjon av a.profunda femoris
PEA12	Eksplorasjon av a.femoralis superficialis
PEC10	Sutur av a.femoralis communis
PEC11	Sutur av a.profunda femoris
PEC12	Sutur av a.femoralis superficialis
PEE10	Trombektomi eller embolektomi i a.femoralis communis
PEE11	Trombektomi eller embolektomi i a.profunda femoris
PEE12	Trombektomi eller embolektomi i a.femoralis superficialis
PEF10	Trombendarterektomi i a.femoralis communis
PEF11	Trombendarterektomi i a.profunda femoris
PEF12	Trombendarterektomi i a.femoralis superficialis
PEG10	Operasjon for aneurisme i a.femoralis communis
PEG11	Operasjon for aneurisme i a.profunda femoris
PEG12	Operasjon for aneurisme i a.femoralis superficialis
PEH10	Bypass fra a.femoralis communis
PEH11	Bypass fra a.profunda femoris
PEH12	Bypass fra a.femoralis superficialis
PEH20	Bypass fra a.femoralis til a.poplitea ovenf kneleddslinjen
PEH30	Bypass fra a.femoralis til a.poplitea nedenf kneleddslinjen
PEN10	Arterioplastikk på a.femoralis communis
PEN11	Arterioplastikk på a.profunda femoris
PEN12	Arterioplastikk på a.femoralis superficialis
PEP10	Perkutan arterioplastikk på a.femoralis communis
PEP11	Perkutan arterioplastikk på a.profunda femoris
PEP12	Perkutan arterioplastikk på a.femoralis superficialis
PEQ10	Implantasjon av endovaskulær protese i a.femoralis communis
PEQ11	Implantasjon av endovaskulær protese i a.profunda femoris
PEQ12	Implantasjon av endovaskulær protese i a.femoralis superfic
PER10	Fjernelse av endovaskulær protese fra a.femoralis communis
PER11	Fjernelse av endovaskulær protese fra a.profunda femoris
PER12	Fjernelse av endovaskulær protese fra a.femoralis superfic
PES10	Endoskopisk operasjon på a.femoralis communis
PES11	Endoskopisk operasjon på a.profunda femoris
PES12	Endoskopisk operasjon på a.femoralis superficialis
PET10	Inj av terap/skleroserende subst i a.femoralis communis
PET11	Inj av terap/skleroserende subst i a.profunda femoris
PET12	Inj av terap/skleroserende subst i a.femoralis superficialis
PET20	Inj terap/skleros sbst bypass a.femoralis-poplitea ovf kneet
PEU74	Trombect el embolect i bypass fra a.femoralis til a.poplitea
PEU76	Op for aneurisme i bypass fra a.femoralis til a.poplitea
PEU81	Lukk persist a-v fistel bypass a.femoralis til a.poplit
PEU82	Arterioplastikk på bypass fra a.femoralis til a.poplitea
PEU83	Perkut arterioplastikk bypass fra a.femoralis til a.poplit
PEU84	Impl endovask protese i bypass fra a.femoralis til a.poplit
PEU85	Fjern endovask protese fra bypass a.femoralis til a.poplitea
PEU86	Endoskopisk op på bypass fra a.femoralis til a.poplitea
PEU87	Perkut lukk persist a-v fistel fra bypass a.fem til a.pop
PEU88	Excisjon av bypass fra a.femoralis til a.poplitea
PEU89	Ligatur av bypass fra a.femoralis til a.poplitea
PEU99	Ann ny op e tidl rek a.fem m/grener el forb til a.poplitea
PEW99	Annen op på a.femoralis m/grener & forb til a.poplitea
PFA10	Eksplorasjon av a.poplitea
PFB10	Ligatur av a.poplitea
PFB30	Ligatur av arterie i legg eller fot
PFC10	Sutur av a.poplitea
PFE10	Trombektomi eller embolektomi i a.poplitea
PFE30	Trombektomi eller embolektomi i arterie i legg eller fot
PFG10	Operasjon for aneurisme i a.poplitea
PFH10	Bypass fra a.poplitea
PFH20	Bypass fra a.femoralis eller a.poplitea til arterie i legg
PFH21	Bypass fra a.femoralis/poplitea til prox a.tibialis anterior
PFH22	Bypass fra a.femoralis/poplitea til distale a.tibialis ant
PFH23	Bypass fra a.femoralis/poplitea til truncus tibiofibularis
PFH24	Bypass fra a.femoralis/poplitea til prox a.tibialis post
PFH25	Bypass fra a.femoralis/poplitea til distale a.tibialis post
PFH26	Bypass fra a.femoralis eller a.poplitea til prox a.fibularis
PFH27	Bypass fra a.femoralis el a.poplitea til distale a.fibularis
PFH28	Bypass fra a.femoralis eller a.poplitea til a.dorsalis pedis
PFH29	Bypass fra a.femoralis/poplitea til a.tibialis post i fot
PFH99	Ann bypass fra a.femoralis/poplitea til art i legg el fot
PFL10	Konstruksjon av arteriovenøs fistel i legg eller fot
PFL20	Modifikasjon av distal karanastomose i legg eller fot
PFN10	Arterioplastikk på a.poplitea
PFP10	Perkutan arterioplastikk på a.poplitea
PFP30	Perkutan arterioplastikk på arterie i legg
PFQ10	Implantasjon av endovaskulær protese i a.poplitea
PFQ30	Implantasjon av endovaskulær protese i arterie i legg
PFR10	Fjernelse av endovaskulær protese fra a.poplitea
PFR30	Fjernelse av endovaskulær protese fra arterie i legg
PFS10	Endoskopisk operasjon på a.poplitea
PFT10	Inj av terapeutisk eller skleroserende substans i a.poplitea
PFT30	Inj av terapeutisk el skleroserende subst i arterie i legg
PFU74	Trombect/embolect bypass a.femoralis/poplit til art legg/fot
PFU76	Op aneur i bypass fra a.femoralis/poplit til art i legg/fot
PFU81	Lig persist art-ven fist bypas a.femoral/poplit til legg/fot
PFU82	Artplast i bypass fra a.fem el a.pop til art i legg/fot
PFU83	Perkut arterioplast bypass a.femoral/poplit til art legg/fot
PFU84	Impl endovask prot bypass a.femoral/poplit til art legg/fot
PFU85	Fjern endovask prot bypass a.femoral/poplit til art legg/fot
PFU86	Endosk op bypass fra a.femoralis/poplitea til art legg/fot
PFU87	Inj terap/skler sbst i bypas a.femoral/poplit t art legg/fot
PFU88	Excisj av bypass fra a.femoralis/poplitea til art i legg/fot
PFU89	Ligatur bypass fra a. Femoralis/poplitea til art i legg/fot
PFU99	Ann ny op e bypas a.fem/poplit;rekonst a.poplit/art legg/fot
PFW99	Ann op a.popl;art legg/fot;rekonstr a.femor t infrapopl art
PGH10	Bypass fra a.axillaris til kontralateral a.axillaris
PGH20	Bypass fra a.axillaris til iliakalarterie
PGH21	Bypass fra a.axillaris til bilaterale iliakalarterier
PGH22	Bypass fra a.axillaris til a. femoralis
PGH23	Bypass fra a.axillaris til bilateral a.femoralis
PGH30	Bypass fra iliakalarterie til kontralateral a.femoralis
PGH31	Bypass iliakalart til a.femoralis gjennom foramen obturatum
PGH40	Bypass fra a.femoralis til kontralateral a.femoralis
PGH99	Annen ekstraanatomisk bypass
PGU74	Trombektomi eller embolektomi i ekstraanatomisk bypass
PGU76	Operasjon for aneurisme i ekstraanatomisk bypass
PGU83	Perkutan arterioplastikk på ekstraanatomisk bypass
PGU84	Implant av endovaskulær protese i ekstraanatomisk bypass
PGU85	Fjernelse av endovaskulær protese fra ekstraanatomisk bypass
PGU86	Endoskopisk operasjon på ekstraanatomisk bypass
PGU87	Inj av terap/skleroserende subst i ekstraanatomisk bypass
PGU88	Excisjon av ekstraanatomisk bypass
PGU89	Ligatur av ekstraanatomisk bypass
PGW99	Annen ekstraanatomisk bypassoperasjon
PHB10	Ligatur av v.saphena magna
PHB11	Ligatur av vene på saphenofemoralovergangen
PHB12	Ligatur av v.saphena parva
PHB13	Ligatur av perforantvene på legg
PHB14	Ligatur av perforantvene på lår
PHB23	Ligatur av iliakalvene
PHB30	Ligatur av v.cava inferior
PHB31	Ligatur av v.renalis
PHB32	Ligatur av v.mesenterica eller v.portae
PHB99	Ligatur av annen vene
PHC22	Sutur av v.femoralis
PHC23	Sutur av iliakalvene
PHC30	Sutur av v.cava inferior
PHC31	Sutur av v.renalis
PHC32	Sutur av v.mesenterica eller v.portae
PHC99	Sutur av annen vene
PHD10	Reseksjon av v.saphena magna
PHD11	Reseksjon av vene på saphenofemoralovergangen
PHD12	Reseksjon av v.saphena parva
PHD99	Reseksjon av annen vene
PHE22	Trombektomi i v.femoralis
PHE23	Trombektomi i iliakalvene
PHE30	Trombektomi i v.cava inferior
PHE31	Trombektomi i v.renalis
PHE99	Trombektomi i annen vene
PHH21	Bypass fra v.poplitea
PHH22	Bypass fra v.femoralis
PHH25	Bypass fra iliakalvene
PHH99	Bypass fra annen vene
PHJ22	Transposisjon av v.femoralis
PHJ99	Transposisjon av annen vene
PHN21	Angioplastikk på v.poplitea
PHN30	Angioplastikk på v.cava inferior
PHN99	Angioplastikk på annen vene
PHP23	Perkutan angioplastikk på iliakalvene
PHP99	Perkutan angioplastikk på annen vene
PHQ23	Implantasjon av endovaskulær protese i iliakalvene
PHQ30	Implantasjon av endovaskulær protese i v.cava inferior
PHQ35	Implantasjon av endovaskulær protese i portosystemisk shunt
PHQ99	Implantasjon av endovaskulær protese i annen vene
PHR23	Fjernelse av endovaskulær protese fra iliakalvene
PHR30	Fjernelse av endovaskulær protese fra v.cava inferior
PHR99	Fjernelse av endovaskulær protese fra annen vene
PHS13	Endoskopisk ligatur av perforantvene på legg
PHS14	Endoskopisk ligatur av perforantvene på lår
PHS99	Annen endoskopisk operasjon på vene
PHT23	Inj av terap/skleroserende subst i iliakalvene
PHT31	Inj av terap/skleroserende subst i v.renalis
PHT99	Inj av terap/skleroserende subst i annen vene
PHW35	Portosystemisk shunt eller bypass
PHW99	Annen operasjon på vene
PJA10	Eksplorasjon av lymfeknute
PJB20	Ligatur av ductus thoracicus
PJB99	Ligatur av annet lymfekar
PJD41	Excisjon av lymfeknute på hals
PJD42	Excisjon av axillær lymfeknute
PJD43	Excisjon av paraaortale lymfeknuter
PJD44	Excisjon av iliakale lymfeknuter
PJD45	Excisjon av inguinale lymfeknuter
PJD51	Blokkdisseksjon av lymfeknuter på hals
PJD52	Blokkdisseksjon av axillære lymfeknuter
PJD53	Blokkdisseksjon av paraaortale lymfeknuter
PJD54	Blokkdisseksjon av iliakale lymfeknuter
PJD55	Blokkdisseksjon av inguinale lymfeknuter
PJD63	Laparoskopisk disseksjon av paraaortale lymfeknuter
PJD64	Laparoskopisk disseksjon av iliakale lymfeknuter
PJD97	Laparoskopisk disseksjon av andre lymfeknuter
PJD98	Blokkdisseksjon av andre lymfeknuter
PJD99	Excisjon av annen lymfeknute
PJW10	Incisjon av lymfeknute
PJW30	Lymfovenøs shunt
PJW99	Annen operasjon på lymfesystemet
PWA00	Reop for sårruptur etter inngrep på perifert kar/lymfesyst
PWB00	Reop for overfl inf etter inngrep på perif kar/lymfesyst
PWC00	Reop for dyp inf etter inngrep på perifert kar/lymfesystemet
PWD00	Reop for overfl blødn etter op på perif kar/lymfesystemet
PWE00	Reop for dyp blødning etter op på perifert kar/lymfesystemet
PWF00	Reop for insuff anastomose el sutur i perif kar/lymfesyst
PWG00	Reoperasjon på perifert kar for trombose eller emboli
PWG02	Angiosk reop tromb/emboli e inngr på perif kar/lymfesystemet
PWH00	Reop for lymphocele etter inngrep på perif kar/lymfesystemet
PWW99	Annen reop etter inngr på perifert kar eller lymfesystemet
QAA00	Punksjon av hud på hode eller hals
QAA10	Incisjon i hud på hode eller hals
QAA20	Dermabrasio på hode eller hals
QAA30	Elektrokoagulasjon av hud på hode eller hals
QAA40	Laserterapi eller fotokoagulasjon av hud på hode eller hals
QAA50	Kryokirurgi i hud på hode eller hals
QAA99	Annen lokal destruksjon av hud på hode eller hals
QAB00	Sutur av hud på hode eller hals
QAB05	Sårrevisjon på hode eller hals
QAB10	Større sårskiftning på hode eller hals
QAB99	Annen kirurgisk sårbehandling på hode eller hals
QAC00	Fjernelse av fremmedlegeme fra hode eller hals
QAD00	Sårskifting ved større forbrenning på hode eller hals
QAD10	Revisjon av forbrenning på hode eller hals
QAD20	Excisjon av forbrenning på hode eller hals med dekning
QAE00	Excisjon av hud fra hode eller hals
QAE05	Excis av svettkjertler el hud med svettkjertler på hode/hals
QAE10	Excisjon av hudlesjon på hode eller hals
QAE20	Excisjon av arr eller hudmembran på hode eller hals
QAE25	Excisjon av arr på hode eller hals etter forbrenning
QAE30	Excisjon av kirurgisk arr på hode eller hals
QAE35	Rekonstr ved huddefekt på hode/hals etter kirurgi el skade
QAE40	Rekonstr v/anomali el sekvele etter sykd i hud på hode/hals
QAE99	Annen lokal excisjon eller rekonstruksjon i hud på hode/hals
QAF00	Transplantasjon av behåret hud til hodebunn
QAF10	Rekonstruksjon av øyebryn med transplantasjon av behåret hud
QAF99	Annet inngrep for behåring av hodebunn eller øyebryn
QAG20	Operasjon for kronisk sår eller fistel i hud på hode el hals
QAG30	Forsinket hudsutur på hode eller hals
QAG99	Annen op for kronisk sår eller fistel i hud på hode/hals
QAJ00	Fettsuging på hode eller hals
QAJ10	Panneløfting
QAJ15	Panneløfting med bruk av videoendoskop
QAJ20	Subperiosteal ansiktsløfting
QAJ25	Ansiktsløfting med bruk av videoendoskop
QAJ30	Annen ansiktsløfting
QAJ35	Annen korreksjon av løs eller overflødig hud på hode/hals
QAJ99	Annen kosmetisk hudoperasjon på hode eller hals
QBA00	Punksjon av hud på truncus
QBA10	Incisjon i hud på truncus
QBA20	Dermabrasio på truncus
QBA30	Elektrokoagulasjon av hud på truncus
QBA40	Laserterapi eller fotokoagulasjon i hud på truncus
QBA50	Kryokirurgi i hud på truncus
QBA99	Annen lokal destruksjon av hud på truncus
QBB00	Sutur av hud på truncus
QBB05	Sårrevisjon på truncus
QBB10	Større sårskiftning på truncus
QBB99	Annen kirurgisk sårbehandling på truncus
QBC00	Fjernelse av fremmedlegeme fra truncus
QBD00	Sårskifting ved større forbrenning på truncus
QBD10	Revisjon av forbrenning på truncus
QBD20	Excisjon av forbrenning på truncus med dekning
QBE00	Excisjon av hud fra truncus
QBE05	Excisj av svettkjertler el hud med svettkjertler på truncus
QBE10	Excisjon av hudlesjon på truncus
QBE20	Excisjon av arr eller hudmembran på truncus
QBE25	Excisjon av arr på truncus etter forbrenning
QBE30	Excisjon av kirurgisk arr på truncus
QBE35	Rekonstruksjon ved huddefekt på truncus etter kirurgi/skade
QBE40	Rekonstr v/anomali el sekvele etter sykdom i hud på truncus
QBE99	Annen lokal excisjon eller rekonstruksjon i hud på truncus
QBG00	Revisjon av decubitus på truncus
QBG10	Excisjon av decubitus på truncus
QBG20	Operasjon for kronisk sår eller hudfistel på truncus
QBG30	Forsinket hudsutur på truncus
QBG99	Annen operasjon for kronisk sår eller hudfistel på truncus
QBJ00	Fettsuging i truncus
QBJ30	Korreksjon av abdominalt hudforkle
QBJ99	Annen kosmetisk korreksjon av hud på truncus
QCA00	Punksjon av hud på overekstremitet
QCA10	Inisjon i hud på overekstremitet
QCA20	Dermabrasio på overekstremitet
QCA30	Elektrokoagulasjon av hud på overekstremitet
QCA40	Laserterapi eller fotokoagulasjon i hud på overekstremitet
QCA50	Kryokirurgi i hud på overekstremitet
QCA99	Annen lokal destruksjon av hud på overekstremitet
QCB00	Sutur av hud på overekstremitet
QCB05	Sårrevisjon på overekstremitet
QCB10	Større sårskiftning på overekstremitet
QCB99	Annen kirurgisk sårbehandling på overekstremitet
QCC00	Fjernelse av fremmedlegeme fra overekstremitet
QCD00	Sårskifting ved større forbrenning på overekstremitet
QCD10	Revisjon av forbrenning på overekstremitet
QCD20	Excisjon av forbrenning på overekstremitet med dekning
QCE00	Excisjon av hud fra overekstremitet
QCE05	Excisj av svettkjertler el hud med svettkjertler på overextr
QCE10	Excisjon av hudlesjon på overekstremitet
QCE20	Excisjon av arr eller hudmembran på overekstremitet
QCE25	Excisjon av arr på overekstremitet etter forbrenning
QCE30	Excisjon av kirurgisk arr på overekstremitet
QCE35	Rekonstr v/huddefekt på overekstremitet etter kirurgi/skade
QCE40	Rekonstr v/anomali el sekvele etter sykdom i hud på overextr
QCE99	Annen lokal excisjon eller rekonstruksjon i hud på overextr
QCG20	Operasjon for kronisk sår eller hudfistel på overekstremitet
QCG30	Forsinket hudsutur på overekstremitet
QCG99	Annen operasjon for kronisk sår eller hudfistel på overextr
QCH00	Avulsjon av fingernegl
QCH10	Excisjon av negleseng på finger
QCH20	Korreksjon av negledeformitet på finger
QCH30	Transplantasjon av negl til finger
QCJ00	Fettsuging på overekstremitet
QCJ05	Korreksjon av løs eller overflødig hud på overekstremitet
QCJ99	Annen kosmetisk hudoperasjon på overekstremitet
QDA00	Punksjon av hud på underekstremitet
QDA10	Inisjon i hud på underekstremitet
QDA20	Dermabrasio på underekstremitet
QDA30	Elektrokoagulasjon av hud på underekstremitet
QDA40	Laserterapi eller fotokoagulasjon i hud på underekstremitet
QDA50	Kryokirurgi i hud på underekstremitet
QDA99	Annen lokal destruksjon av hud på underekstremitet
QDB00	Sutur av hud på underekstremitet
QDB05	Sårrevisjon på underekstremitet
QDB10	Større sårskiftning på underekstremitet
QDB99	Annen kirurgisk sårbehandling på underekstremitet
QDC00	Fjernelse av fremmedlegeme fra underekstremitet
QDD00	Sårskifting ved større forbrenning på underekstremitet
QDD10	Revisjon av forbrenning på underekstremitet
QDD20	Excisjon av forbrenning på underekstremitet med dekning
QDE00	Excisjon av hud fra underekstremitet
QDE05	Excisj av svettkjertler el hud m/svettkjertler på underextr
QDE10	Excisjon av hudlesjon på underekstremitet
QDE20	Excisjon av arr eller hudmembran på underekstremitet
QDE25	Excisjon av arr på underekstremitet etter forbrenning
QDE30	Excisjon av kirurgisk arr på underekstremitet
QDE35	Rekonstr v/huddefekt på underekstremitet etter kirurgi/skade
QDE40	Rekonstr v/anomali el sekvele etter sykd i hud på underextr
QDE99	Annen lokal excisjon eller rekonstruksjon i hud på underextr
