AA0 27	Innlegging av intracerebral trykkmåler
PEH 30	Bypass fra a. femoralis til a. poplitea nedenfor kneleddslinjen
PEN 10	Arterioplastikk på a. femoralis communis
PEN 11	Arterioplastikk på a. profunda femoris
PEN 12	Arterioplastikk på a. femoralis superficialis
PEP 10	Perkutan arterioplastikk på a. femoralis communis
PEP 11	Perkutan arterioplastikk på a. profunda femoris
PEP 12	Perkutan arterioplastikk på a. femoralis superficialis
PEQ 10	Implantasjon av endovaskulær protese i a. femoralis communis
PEQ 11	Implantasjon av endovaskulær protese i a. profunda femoris
PEQ 12	Implantasjon av endovaskulær protese i a. femoralis superficialis
PER 10	Fjerning av endovaskulær protese fra a. femoralis communis
PER 11	Fjerning av endovaskulær protese fra a. profunda femoris
PER 12	Fjerning av endovaskulær protese fra a. femoralis superficialis
PES 10	Endoskopisk operasjon på a. femoralis communis
PES 11	Endoskopisk operasjon på a. profunda femoris
PES 12	Endoskopisk operasjon på a. femoralis superficialis
PET 10	Injeksjon av terapeutisk eller skleroserende substans i a. femoralis communis
PET 11	Injeksjon av terapeutisk eller skleroserende substans i a. profunda femoris
PET 12	Injeksjon av terapeutisk eller skleroserende substans i a. femoralis superficialis
PET 20	Injeksjon av terapeutisk eller skleroserende substans i bypass fra a. femoralis til a. poplitea ovenfor kneleddslinjen
PEU 74	Trombektomi eller embolektomi i bypass fra a. femoralis til a. poplitea
PEU 76	Operasjon for aneurisme i bypass fra a. femoralis til a. poplitea
PEU 81	Lukking av persisterende arteriovenøs fistel fra bypass fra a. femoralis til a. poplitea
PEU 82	Arterioplastikk på bypass fra a. femoralis til a. poplitea
PEU 83	Perkutan arterioplastikk på bypass fra a. femoralis til a. poplitea
PEU 84	Implantasjon av endovaskulær protese i bypass fra a. femoralis til a. poplitea
PEU 85	Fjerning av endovaskulær protese fra bypass fra a. femoralis til a. poplitea
PEU 86	Endoskopisk operasjon på bypass fra a. femoralis til a. poplitea
PEU 87	Perkutan lukking av persisterende arteriovenøs fistel fra bypass fra a. femoralis til a. poplitea
PEU 88	Eksisjon av bypass fra a. femoralis til a. poplitea
PEU 89	Ligatur av bypass fra a. femoralis til a. poplitea
PEU 99	Annen ny operasjon etter tidligere rekonstruksjon av a. femoralis med greiner eller forbindelse til a. poplitea
PEW 99	Annen operasjon på a. femoralis med greiner og forbindelse til a. poplitea
PFA 10	Eksplorasjon av a. poplitea
PFB 10	Ligatur av a. poplitea
PFB 30	Ligatur av arterie i legg eller fot
PFC 10	Sutur av a. poplitea
PFE 10	Trombektomi eller embolektomi i a. poplitea
PFE 30	Trombektomi eller embolektomi i arterie i legg eller fot
PFG 10	Operasjon for aneurisme i a. poplitea
PFH 10	Bypass fra a. poplitea
PFH 20	Bypass fra a. femoralis eller a. poplitea til arterie i legg
PFH 21	Bypass fra a. femoralis eller a. poplitea til proksimale a. tibialis anterior
PFH 22	Bypass fra a. femoralis eller a. poplitea til distale a. tibialis anterior
PFH 23	Bypass fra a. femoralis eller a. poplitea til truncus tibiofibularis
PFH 24	Bypass fra a. femoralis eller a. poplitea til proksimale a. tibialis posterior
PFH 25	Bypass fra a. femoralis eller a. poplitea til distale a. tibialis posterior
PFH 26	Bypass fra a. femoralis eller a. poplitea til proksimale a. fibularis
PFH 27	Bypass fra a. femoralis eller a. poplitea til distale a. fibularis
PFH 28	Bypass fra a. femoralis eller a. poplitea til a. dorsalis pedis
PFH 29	Bypass fra a. femoralis eller a. poplitea til a. tibialis posterior i fot
PFH 99	Annen bypass fra a. femoralis eller a. poplitea til arterie i legg eller fot
PFL 10	Konstruksjon av arteriovenøs fistel i legg eller fot
PFL 20	Modifikasjon av distal karanastomose i legg eller fot
PFN 10	Arterioplastikk på a. poplitea
PFP 10	Perkutan arterioplastikk på a. poplitea
PFP 30	Perkutan arterioplastikk på arterie i legg
PFQ 10	Implantasjon av endovaskulær protese i a. poplitea
PFQ 30	Implantasjon av endovaskulær protese i arterie i legg
PFR 10	Fjerning av endovaskulær protese fra a. poplitea
PFR 30	Fjerning av endovaskulær protese fra arterie i legg
PFS 10	Endoskopisk operasjon på a. poplitea
PFT 10	Injeksjon av terapeutisk eller skleroserende substans i a. poplitea
PFT 30	Injeksjon av terapeutisk eller skleroserende substans i arterie i legg
PFU 74	Trombektomi eller embolektomi i bypass fra a. femoralis eller a. poplitea til arterie i legg eller fot
PFU 76	Operasjon for aneurisme i bypass fra a. femoralis eller a. poplitea til arterie i legg eller fot
PFU 81	Ligatur av persisterende arteriovenøs fistel fra bypass fra a. femoralis eller a. poplitea til arterie i legg eller fot
PFU 82	Arterioplastikk på bypass fra a. femoralis eller a. poplitea til arterie i legg eller fot
PFU 83	Perkutan arterioplastikk på bypass fra a. femoralis eller a. poplitea til arterie i legg eller fot
PFU 84	Implantasjon av endovaskulær protese i bypass fra a. femoralis eller a. poplitea til arterie i legg eller fot
PFU 85	Fjerning av endovaskulær protese fra bypass fra a. femoralis eller a. poplitea til arterie i legg eller fot
PFU 86	Endoskopisk operasjon på bypass fra a. femoralis eller a. poplitea til arterie i legg eller fot
PFU 87	Injeksjon av terapeutisk eller skleroserende substans i bypass fra a. femoralis eller a. poplitea til arterie i legg eller fot
PFU 88	Eksisjon av bypass fra a. femoralis eller a. poplitea til arterie i legg eller fot
PFU 89	Ligatur av bypass fra a. femoralis eller a. poplitea til arterie i legg eller fot
PFU 99	Annen ny operasjon etter tidligere bypass fra a. femoralis eller a. poplitea eller rekonstruksjon av a. poplitea eller arterie i legg og fot
PFW 99	Annen operasjon på poplitealarterie, arterie i legg eller fot eller rekonstruksjon fra a. femoralis til infrapopliteal arterie
PGH 10	Bypass fra a. axillaris til kontralateral a. axillaris
PGH 20	Bypass fra a. axillaris til iliakalarterie
PGH 21	Bypass fra a. axillaris til bilaterale iliakalarterier
PGH 22	Bypass fra a. axillaris til a. femoralis
PGH 23	Bypass fra a. axillaris til bilateral a. femoralis
PGH 30	Bypass fra iliakalarterie til kontralateral a. femoralis
PGH 31	Bypass fra iliakalarterie til a. femoralis gjennom foramen obturatum
PGH 40	Bypass fra a. femoralis til kontralateral a. femoralis
PGH 99	Annen ekstraanatomisk bypass
PGU 74	Trombektomi eller embolektomi i ekstraanatomisk bypass
PGU 76	Operasjon for aneurisme i ekstraanatomisk bypass
PGU 83	Perkutan arterioplastikk på ekstraanatomisk bypass
PGU 84	Implantasjon av endovaskulær protese i ekstraanatomisk bypass
PGU 85	Fjerning av endovaskulær protese fra ekstraanatomisk bypass
PGU 86	Endoskopisk operasjon på ekstraanatomisk bypass
PGU 87	Injeksjon av terapeutisk eller skleroserende substans i ekstraanatomisk bypass
PGU 88	Eksisjon av ekstraanatomisk bypass
PGU 89	Ligatur av ekstraanatomisk bypass
PGW 99	Annen ekstraanatomisk bypassoperasjon
PHB 10	Ligatur av v. saphena magna
PHB 11	Ligatur av vene på saphenofemoralovergangen
PHB 12	Ligatur av v. saphena parva
PHB 13	Ligatur av perforantvene på legg
PHB 14	Ligatur av perforantvene på lår
PHB 23	Ligatur av iliakalvene
PHB 30	Ligatur av v. cava inferior
PHB 31	Ligatur av v. renalis
PHB 32	Ligatur av v. mesenterica eller v. portae
PHB 99	Ligatur av annen vene
PHC 22	Sutur av v. femoralis
PHC 23	Sutur av iliakalvene
PHC 30	Sutur av v. cava inferior
PHC 31	Sutur av v. renalis
PHC 32	Sutur av v. mesenterica eller v. portae
PHC 99	Sutur av annen vene
PHD 10	Reseksjon av v. saphena magna
PHD 11	Reseksjon av vene på saphenofemoralovergangen
PHD 12	Reseksjon av v. saphena parva
PHD 99	Reseksjon av annen vene
PHE 22	Trombektomi i v. femoralis
PHE 23	Trombektomi i iliakalvene
PHE 30	Trombektomi i v. cava inferior
PHE 31	Trombektomi i v. renalis
PHE 99	Trombektomi i annen vene
PHH 21	Bypass fra v. poplitea
PHH 22	Bypass fra v. femoralis
PHH 25	Bypass fra iliakalvene
PHH 99	Bypass fra annen vene
PHJ 22	Transposisjon av v. femoralis
PHJ 99	Transposisjon av annen vene
PHN 21	Angioplastikk på v. poplitea
PHN 30	Angioplastikk på v. cava inferior
PHN 99	Angioplastikk på annen vene
PHP 23	Perkutan angioplastikk på iliakalvene
PHP 99	Perkutan angioplastikk på annen vene
PHQ 23	Implantasjon av endovaskulær protese i iliakalvene
PHQ 30	Implantasjon av endovaskulær protese i v. cava inferior
PHQ 35	Implantasjon av endovaskulær protese i portosystemisk shunt
PHQ 99	Implantasjon av endovaskulær protese i annen vene
PHR 23	Fjerning av endovaskulær protese fra iliakalvene
PHR 30	Fjerning av endovaskulær protese fra v. cava inferior
PHR 99	Fjerning av endovaskulær protese fra annen vene
PHS 13	Endoskopisk ligatur av perforantvene på legg
PHS 14	Endoskopisk ligatur av perforantvene på lår
PHS 99	Annen endoskopisk operasjon på vene
PHT 23	Injeksjon av terapeutisk eller skleroserende substans i iliakalvene
PHT 31	Injeksjon av terapeutisk eller skleroserende substans i v. renalis
PHT 99	Injeksjon av terapeutisk eller skleroserende substans i annen vene
PHW 35	Portosystemisk shunt eller bypass
PHW 99	Annen operasjon på vene
PJA 10	Eksplorasjon av lymfeknute
PJB 20	Ligatur av ductus thoracicus
PJB 99	Ligatur av annet lymfekar
PJD 41	Eksisjon av lymfeknute på hals
PJD 42	Eksisjon av aksillær lymfeknute
PJD 43	Eksisjon av paraaortale lymfeknuter
PJD 44	Eksisjon av iliakale lymfeknuter
PJD 45	Eksisjon av ingvinale lymfeknuter
PJD 51	Blokkdisseksjon av lymfeknuter på hals
PJD 52	Blokkdisseksjon av aksillære lymfeknuter
PJD 53	Blokkdisseksjon av paraaortale lymfeknuter
PJD 54	Blokkdisseksjon av iliakale lymfeknuter
PJD 55	Blokkdisseksjon av ingvinale lymfeknuter
PJD 63	Laparoskopisk disseksjon av paraaortale lymfeknuter
PJD 64	Laparoskopisk disseksjon av iliakale lymfeknuter
PJD 97	Laparoskopisk disseksjon av andre lymfeknuter
PJD 98	Blokkdisseksjon av andre lymfeknuter
PJD 99	Eksisjon av annen lymfeknute
PJW 10	Incisjon av lymfeknute
PJW 30	Lymfovenøs shunt
PJW 99	Annen operasjon på lymfesystemet
PWA 00	Reoperasjon for sårruptur etter inngrep på perifert kar eller lymfesystemet
PWB 00	Reoperasjon for overfladisk infeksjon etter inngrep på perifert kar eller lymfesystemet
PWC 00	Reoperasjon for dyp infeksjon etter inngrep på perifert kar eller lymfesystemet
PWD 00	Reoperasjon for overfladisk blødning etter inngrep på perifert kar eller lymfesystemet
PWE 00	Reoperasjon for dyp blødning etter inngrep på perifert kar eller lymfesystemet
PWF 00	Reoperasjon for insuffisiens av anastomose eller sutur i perifert kar eller lymfesystemet
PWG 00	Reoperasjon på perifert kar for trombose eller emboli
PWG 02	Angioskopisk reoperasjon for trombose eller emboli etter inngrep på perifert kar eller lymfesystemet
PWH 00	Reoperasjon for lymfocele etter inngrep på perifert kar eller lymfesystemet
PWW 99	Annen reoperasjon etter inngrep på perifert kar eller lymfesystemet
QAA 00	Punksjon av hud på hode eller hals
QAA 10	Incisjon i hud på hode eller hals
QAA 20	Dermabrasio på hode eller hals
QAA 30	Elektrokoagulasjon av hud på hode eller hals
QAA 40	Laserterapi eller fotokoagulasjon av hud på hode eller hals
QAA 50	Kryokirurgi i hud på hode eller hals
QAA 99	Annen lokal destruksjon av hud på hode eller hals
QAB 00	Sutur av hud på hode eller hals
QAB 05	Sårrevisjon på hode eller hals
QAB 10	Større sårskifting på hode eller hals
QAB 99	Annen kirurgisk sårbehandling på hode eller hals
QAC 00	Fjerning av fremmedlegeme fra hode eller hals
QAD 00	Sårskifting ved større brannskade på hode eller hals
QAD 10	Revisjon av brannskade på hode eller hals
QAD 20	Eksisjon av brannskade på hode eller hals med dekking
QAE 00	Eksisjon av hud fra hode eller hals
QAE 05	Eksisjon av svettekjertler eller hud med svettekjertler på hode eller hals
QAE 10	Eksisjon av hudlesjon på hode eller hals
QAE 20	Eksisjon av arr eller hudmembran på hode eller hals
QAE 25	Eksisjon av arr på hode eller hals etter brannskade
QAE 30	Eksisjon av kirurgisk arr på hode eller hals
QAE 35	Rekonstruksjon ved huddefekt på hode eller hals etter kirurgi eller skade
QAE 40	Rekonstruksjon ved anomali eller sekvele etter sykdom i hud på hode eller hals
QAE 99	Annen lokal eksisjon eller rekonstruksjon i hud på hode eller hals
QAF 00	Transplantasjon av behåret hud til hodebunn
QAF 10	Rekonstruksjon av øyebryn med transplantasjon av behåret hud
QAF 99	Annet inngrep for behåring av hodebunn eller øyebryn
QAG 20	Operasjon for kronisk sår eller fistel i hud på hode eller hals
QAG 30	Forsinket hudsutur på hode eller hals
QAG 99	Annen operasjon for kronisk sår eller fistel i hud på hode eller hals
QAJ 00	Fettsuging på hode eller hals
QAJ 10	Panneløfting
QAJ 15	Panneløfting med bruk av videoendoskop
QAJ 20	Subperiostal ansiktsløfting
QAJ 25	Ansiktsløfting med bruk av videoendoskop
QAJ 30	Annen ansiktsløfting
QAJ 35	Annen korreksjon av løs eller overflødig hud på hode eller hals
QAJ 99	Annen kosmetisk hudoperasjon på hode eller hals
QBA 00	Punksjon av hud på trunkus
QBA 10	Incisjon i hud på trunkus
QBA 20	Dermabrasio på trunkus
QBA 30	Elektrokoagulasjon av hud på trunkus
QBA 40	Laserterapi eller fotokoagulasjon i hud på trunkus
QBA 50	Kryokirurgi i hud på trunkus
QBA 99	Annen lokal destruksjon av hud på trunkus
QBB 00	Sutur av hud på trunkus
QBB 05	Sårrevisjon på trunkus
QBB 10	Større sårskifting på trunkus
QBB 99	Annen kirurgisk sårbehandling på trunkus
QBC 00	Fjerning av fremmedlegeme fra trunkus
QBD 00	Sårskifting ved større brannskade på trunkus
QBD 10	Revisjon av brannskade på trunkus
QBD 20	Eksisjon av brannskade på trunkus med dekking
QBE 00	Eksisjon av hud fra trunkus
QBE 05	Eksisjon av svettekjertler eller hud med svettekjertler på trunkus
QBE 10	Eksisjon av hudlesjon på trunkus
QBE 20	Eksisjon av arr eller hudmembran på trunkus
QBE 25	Eksisjon av arr på trunkus etter brannskade
QBE 30	Eksisjon av kirurgisk arr på trunkus
QBE 35	Rekonstruksjon ved huddefekt på trunkus etter kirurgi eller skade
QBE 40	Rekonstruksjon ved anomali eller sekvele etter sykdom i hud på trunkus
QBE 99	Annen lokal eksisjon eller rekonstruksjon i hud på trunkus
QBG 00	Revisjon av dekubitalsår på trunkus
QBG 10	Eksisjon av dekubitalsår på trunkus
QBG 20	Operasjon for kronisk sår eller hudfistel på trunkus
QBG 30	Forsinket hudsutur på trunkus
QBG 99	Annen operasjon for kronisk sår eller hudfistel på trunkus
QBJ 00	Fettsuging i trunkus
QBJ 30	Korreksjon av abdominalt hudforkle
QBJ 99	Annen kosmetisk korreksjon av hud på trunkus
QCA 00	Punksjon av hud på overekstremitet
QCA 10	Inisjon i hud på overekstremitet
QCA 20	Dermabrasio på overekstremitet
QCA 30	Elektrokoagulasjon av hud på overekstremitet
QCA 40	Laserterapi eller fotokoagulasjon i hud på overekstremitet
QCA 50	Kryokirurgi i hud på overekstremitet
QCA 99	Annen lokal destruksjon av hud på overekstremitet
QCB 00	Sutur av hud på overekstremitet
QCB 05	Sårrevisjon på overekstremitet
QCB 10	Større sårskifting på overekstremitet
QCB 99	Annen kirurgisk sårbehandling på overekstremitet
QCC 00	Fjerning av fremmedlegeme fra overekstremitet
QCD 00	Sårskifting ved større brannskade på overekstremitet
QCD 10	Revisjon av brannskade på overekstremitet
QCD 20	Eksisjon av brannskade på overekstremitet med dekking
QCE 00	Eksisjon av hud fra overekstremitet
QCE 05	Eksisjon av svettekjertler eller hud med svettekjertler på overekstremitet
QCE 10	Eksisjon av hudlesjon på overekstremitet
QCE 20	Eksisjon av arr eller hudmembran på overekstremitet
QCE 25	Eksisjon av arr på overekstremitet etter brannskade
QCE 30	Eksisjon av kirurgisk arr på overekstremitet
QCE 35	Rekonstruksjon ved huddefekt på overekstremitet etter kirurgi eller skade
QCE 40	Rekonstruksjon ved anomali eller sekvele etter sykdom i hud på overekstremitet
QCE 99	Annen lokal eksisjon eller rekonstruksjon i hud på overekstremitet
QCG 20	Operasjon for kronisk sår eller hudfistel på overekstremitet
QCG 30	Forsinket hudsutur på overekstremitet
QCG 99	Annen operasjon for kronisk sår eller hudfistel på overekstremitet
QCH 00	Avulsjon av fingernegl
QCH 10	Eksisjon av negleseng på finger
QCH 20	Korreksjon av negledeformitet på finger
QCH 30	Transplantasjon av negl til finger
QCJ 00	Fettsuging på overekstremitet
QCJ 05	Korreksjon av løs eller overflødig hud på overekstremitet
QCJ 99	Annen kosmetisk hudoperasjon på overekstremitet
QDA 00	Punksjon av hud på underekstremitet
QDA 10	Inisjon i hud på underekstremitet
QDA 20	Dermabrasio på underekstremitet
QDA 30	Elektrokoagulasjon av hud på underekstremitet
QDA 40	Laserterapi eller fotokoagulasjon i hud på underekstremitet
QDA 50	Kryokirurgi i hud på underekstremitet
QDA 99	Annen lokal destruksjon av hud på underekstremitet
QDB 00	Sutur av hud på underekstremitet
QDB 05	Sårrevisjon på underekstremitet
QDB 10	Større sårskifting på underekstremitet
QDB 99	Annen kirurgisk sårbehandling på underekstremitet
QDC 00	Fjerning av fremmedlegeme fra underekstremitet
QDD 00	Sårskifting ved større brannskade på underekstremitet
QDD 10	Revisjon av brannskade på underekstremitet
QDD 20	Eksisjon av brannskade på underekstremitet med dekking
QDE 00	Eksisjon av hud fra underekstremitet
QDE 05	Eksisjon av svettekjertler eller hud med svettekjertler på underekstremitet
QDE 10	Eksisjon av hudlesjon på underekstremitet
QDE 20	Eksisjon av arr eller hudmembran på underekstremitet
QDE 25	Eksisjon av arr på underekstremitet etter brannskade
QDE 30	Eksisjon av kirurgisk arr på underekstremitet
QDE 35	Rekonstruksjon ved huddefekt på underekstremitet etter kirurgi eller skade
QDE 40	Rekonstruksjon ved anomali eller sekvele etter sykdom i hud på underekstremitet
QDE 99	Annen lokal eksisjon eller rekonstruksjon i hud på underekstremitet
QDG 00	Revisjon av dekubitalsår på underekstremitet
QDG 10	Eksisjon av dekubitalsår på underekstremitet
