AAA00	Eksplorativ kraniotomi
PHD11	Reseksjon av vene på saphenofemoralovergangen
PHD12	Reseksjon av v. saphena parva
PHD15	Reseksjon av perforantvene på lår eller legg
PHD99	Reseksjon av annen vene
PHE22	Trombektomi i v. femoralis
PHE23	Trombektomi i iliakalvene
PHE30	Trombektomi i v. cava inferior
PHE31	Trombektomi i v. renalis
PHE99	Trombektomi i annen vene
PHH21	Bypass fra v. poplitea
PHH22	Bypass fra v. femoralis
PHH25	Bypass fra iliakalvene
PHH99	Bypass fra annen vene
PHJ22	Transposisjon av v. femoralis
PHJ99	Transposisjon av annen vene
PHN21	Angioplastikk på v. poplitea
PHN30	Angioplastikk på v. cava inferior
PHN99	Angioplastikk på annen vene
PHP23	Perkutan angioplastikk på iliakalvene
PHP99	Perkutan angioplastikk på annen vene
PHQ23	Innlegging av stent i iliakalvene
PHQ30	Innlegging av stent i v. cava inferior
PHQ35	Innlegging av stent i portosystemisk shunt
PHQ99	Innlegging av stent i annen vene
PHR23	Fjerning av stent fra iliakalvene
PHR30	Fjerning av stent fra v. cava inferior
PHR99	Fjerning av stent fra annen vene
PHS13	Endoskopisk ligatur av perforantvene på legg
PHS14	Endoskopisk ligatur av perforantvene på lår
PHS99	Annen endoskopisk operasjon på vene
PHT23	Injeksjon av terapeutisk substans i iliakalvene
PHT31	Injeksjon av terapeutisk substans i v. renalis
PHT99	Injeksjon av terapeutisk substans i annen vene
PHW35	Portosystemisk shunt eller bypass
PHW99	Annen operasjon på vene
PJA10	Eksplorasjon av lymfeknute
PJB20	Ligatur av ductus thoracicus
PJB99	Ligatur av annet lymfekar
PJD41	Eksisjon av lymfeknute på hals
PJD42	Eksisjon av aksillær lymfeknute
PJD43	Eksisjon av paraaortale lymfeknuter
PJD44	Eksisjon av iliakale lymfeknuter
PJD45	Eksisjon av ingvinale lymfeknuter
PJD51	Blokkdisseksjon av lymfeknuter på hals
PJD52	Blokkdisseksjon av aksillære lymfeknuter
PJD53	Blokkdisseksjon av paraaortale lymfeknuter
PJD54	Blokkdisseksjon av iliakale lymfeknuter
PJD55	Blokkdisseksjon av ingvinale lymfeknuter
PJD63	Laparoskopisk disseksjon av paraaortale lymfeknuter
PJD64	Laparoskopisk disseksjon av iliakale lymfeknuter
PJD97	Laparoskopisk disseksjon av andre lymfeknuter
PJD98	Blokkdisseksjon av andre lymfeknuter
PJD99	Eksisjon av annen lymfeknute
PJW10	Incisjon av lymfeknute
PJW30	Lymfovenøs shunt
PJW99	Annen operasjon på lymfesystemet
PWA00	Reoperasjon for sårruptur etter inngrep på perifert kar eller lymfesystemet
PWB00	Reoperasjon for overfladisk infeksjon etter inngrep på perifert kar eller lymfesystemet
PWC00	Reoperasjon for dyp infeksjon etter inngrep på perifert kar eller lymfesystemet
PWD00	Reoperasjon for overfladisk blødning etter inngrep på perifert kar eller lymfesystemet
PWE00	Reoperasjon for dyp blødning etter inngrep på perifert kar eller lymfesystemet
PWF00	Reoperasjon for insuffisiens av anastomose eller sutur i perifert kar eller lymfesystemet
PWG00	Reoperasjon på perifert kar for trombose eller emboli
PWG02	Angioskopisk reoperasjon for trombose eller emboli etter inngrep på perifert kar eller lymfesystemet
PWH00	Reoperasjon for lymfocele etter inngrep på perifert kar eller lymfesystemet
PWW99	Annen reoperasjon etter inngrep på perifert kar eller lymfesystemet
QAA00	Punksjon av hud på hode eller hals
QAA10	Incisjon i hud på hode eller hals
QAA20	Dermabrasio på hode eller hals
QAA30	Elektrokoagulasjon av hud på hode eller hals
QAA40	Laserterapi eller fotokoagulasjon av hud på hode eller hals
QAA50	Kryokirurgi i hud på hode eller hals
QAA99	Annen lokal destruksjon av hud på hode eller hals
QAB00	Sutur av hud på hode eller hals
QAB05	Sårrevisjon på hode eller hals
QAB10	Større sårskifting på hode eller hals
QAB99	Annen kirurgisk sårbehandling på hode eller hals
QAC00	Fjerning av fremmedlegeme fra hud på hode eller hals
QAD00	Sårskifting ved større brannskade på hode eller hals
QAD10	Revisjon av brannskade på hode eller hals
QAD20	Eksisjon av brannskade på hode eller hals med dekking
QAE00	Eksisjon av hud fra hode eller hals
QAE05	Eksisjon av svettekjertler eller hud med svettekjertler på hode eller hals
QAE10	Eksisjon av hudlesjon på hode eller hals
QAE20	Eksisjon av arr eller hudmembran på hode eller hals
QAE25	Eksisjon av arr på hode eller hals etter brannskade
QAE30	Eksisjon av kirurgisk arr på hode eller hals
QAE35	Rekonstruksjon ved huddefekt på hode eller hals etter kirurgi eller skade
QAE40	Rekonstruksjon ved anomali eller sekvele etter sykdom i hud på hode eller hals
QAE99	Annen lokal eksisjon eller rekonstruksjon i hud på hode eller hals
QAF00	Transplantasjon av behåret hud til hodebunn
QAF10	Rekonstruksjon av øyebryn med transplantasjon av behåret hud
QAF99	Annet inngrep for behåring av hodebunn eller øyebryn
QAG20	Operasjon for kronisk sår eller fistel i hud på hode eller hals
QAG30	Forsinket hudsutur på hode eller hals
QAG99	Annen operasjon for kronisk sår eller fistel i hud på hode eller hals
QAJ00	Fettsuging på hode eller hals
QAJ10	Panneløfting
QAJ15	Panneløfting med bruk av videoendoskop
QAJ20	Subperiostal ansiktsløfting
QAJ25	Ansiktsløfting med bruk av videoendoskop
QAJ30	Annen ansiktsløfting
QAJ35	Annen korreksjon av løs eller overflødig hud på hode eller hals
QAJ99	Annen kosmetisk hudoperasjon på hode eller hals
QBA00	Punksjon av hud på trunkus
QBA10	Incisjon i hud på trunkus
QBA20	Dermabrasio på trunkus
QBA30	Elektrokoagulasjon av hud på trunkus
QBA40	Laserterapi eller fotokoagulasjon i hud på trunkus
QBA50	Kryokirurgi i hud på trunkus
QBA99	Annen lokal destruksjon av hud på trunkus
QBB00	Sutur av hud på trunkus
QBB05	Sårrevisjon på trunkus
QBB10	Større sårskifting på trunkus
QBB99	Annen kirurgisk sårbehandling på trunkus
QBC00	Fjerning av fremmedlegeme fra hud på trunkus
QBD00	Sårskifting ved større brannskade på trunkus
QBD10	Revisjon av brannskade på trunkus
QBD20	Eksisjon av brannskade på trunkus med dekking
QBE00	Eksisjon av hud fra trunkus
QBE05	Eksisjon av svettekjertler eller hud med svettekjertler på trunkus
QBE10	Eksisjon av hudlesjon på trunkus
QBE20	Eksisjon av arr eller hudmembran på trunkus
QBE25	Eksisjon av arr på trunkus etter brannskade
QBE30	Eksisjon av kirurgisk arr på trunkus
QBE35	Rekonstruksjon ved huddefekt på trunkus etter kirurgi eller skade
QBE40	Rekonstruksjon ved anomali eller sekvele etter sykdom i hud på trunkus
QBE99	Annen lokal eksisjon eller rekonstruksjon i hud på trunkus
QBG00	Revisjon av dekubitalsår på trunkus
QBG10	Eksisjon av dekubitalsår på trunkus
QBG20	Operasjon for kronisk sår eller hudfistel på trunkus
QBG30	Forsinket hudsutur på trunkus
QBG99	Annen operasjon for kronisk sår eller hudfistel på trunkus
QBJ00	Fettsuging i trunkus
QBJ30	Korreksjon av abdominalt hudforkle
QBJ99	Annen kosmetisk korreksjon av hud på trunkus
QCA00	Punksjon av hud på overekstremitet
QCA10	Incisjon i hud på overekstremitet
QCA20	Dermabrasio på overekstremitet
QCA30	Elektrokoagulasjon av hud på overekstremitet
QCA40	Laserterapi eller fotokoagulasjon i hud på overekstremitet
QCA50	Kryokirurgi i hud på overekstremitet
QCA99	Annen lokal destruksjon av hud på overekstremitet
QCB00	Sutur av hud på overekstremitet
QCB05	Sårrevisjon på overekstremitet
QCB10	Større sårskifting på overekstremitet
QCB99	Annen kirurgisk sårbehandling på overekstremitet
QCC00	Fjerning av fremmedlegeme fra hud på overekstremitet
QCD00	Sårskifting ved større brannskade på overekstremitet
QCD10	Revisjon av brannskade på overekstremitet
QCD20	Eksisjon av brannskade på overekstremitet med dekking
QCE00	Eksisjon av hud fra overekstremitet
QCE05	Eksisjon av svettekjertler eller hud med svettekjertler på overekstremitet
QCE10	Eksisjon av hudlesjon på overekstremitet
QCE20	Eksisjon av arr eller hudmembran på overekstremitet
QCE25	Eksisjon av arr på overekstremitet etter brannskade
QCE30	Eksisjon av kirurgisk arr på overekstremitet
QCE35	Rekonstruksjon ved huddefekt på overekstremitet etter kirurgi eller skade
QCE40	Rekonstruksjon ved anomali eller sekvele etter sykdom i hud på overekstremitet
QCE99	Annen lokal eksisjon eller rekonstruksjon i hud på overekstremitet
QCG20	Operasjon for kronisk sår eller hudfistel på overekstremitet
QCG30	Forsinket hudsutur på overekstremitet
QCG99	Annen operasjon for kronisk sår eller hudfistel på overekstremitet
QCH00	Avulsjon av fingernegl
QCH10	Eksisjon av negleseng på finger
QCH20	Korreksjon av negledeformitet på finger
QCH30	Transplantasjon av negl til finger
QCJ00	Fettsuging på overekstremitet
QCJ05	Korreksjon av løs eller overflødig hud på overekstremitet
QCJ99	Annen kosmetisk hudoperasjon på overekstremitet
QDA00	Punksjon av hud på underekstremitet
QDA10	Incisjon i hud på underekstremitet
QDA20	Dermabrasio på underekstremitet
QDA30	Elektrokoagulasjon av hud på underekstremitet
QDA40	Laserterapi eller fotokoagulasjon i hud på underekstremitet
QDA50	Kryokirurgi i hud på underekstremitet
QDA99	Annen lokal destruksjon av hud på underekstremitet
QDB00	Sutur av hud på underekstremitet
QDB05	Sårrevisjon på underekstremitet
QDB10	Større sårskifting på underekstremitet
QDB99	Annen kirurgisk sårbehandling på underekstremitet
QDC00	Fjerning av fremmedlegeme fra hud på underekstremitet
QDD00	Sårskifting ved større brannskade på underekstremitet
QDD10	Revisjon av brannskade på underekstremitet
QDD20	Eksisjon av brannskade på underekstremitet med dekking
QDE00	Eksisjon av hud fra underekstremitet
QDE05	Eksisjon av svettekjertler eller hud med svettekjertler på underekstremitet
QDE10	Eksisjon av hudlesjon på underekstremitet
QDE20	Eksisjon av arr eller hudmembran på underekstremitet
QDE25	Eksisjon av arr på underekstremitet etter brannskade
QDE30	Eksisjon av kirurgisk arr på underekstremitet
QDE35	Rekonstruksjon ved huddefekt på underekstremitet etter kirurgi eller skade
QDE40	Rekonstruksjon ved anomali eller sekvele etter sykdom i hud på underekstremitet
QDE99	Annen lokal eksisjon eller rekonstruksjon i hud på underekstremitet
QDG00	Revisjon av dekubitalsår på underekstremitet
QDG10	Eksisjon av dekubitalsår på underekstremitet
QDG20	Operasjon for kronisk sår eller hudfistel på underekstremitet
QDG30	Forsinket hudsutur på underekstremitet
QDG99	Annen operasjon for kronisk sår eller hudfistel på underekstremitet
QDH00	Avulsjon av tånegl
QDH10	Eksisjon av negleseng på tå
QDH20	Korreksjon av negledeformitet på tå
QDJ00	Fettsuging i underekstremitet
QDJ05	Korreksjon av løs eller overflødig hud på underekstremitet
QDJ99	Annen kosmetisk hudoperasjon på underekstremitet
QWA00	Reoperasjon for sårruptur i hud
QWB00	Reoperasjon for infeksjon i hud
QWD00	Reoperasjon for blødning i hud
QWW99	Annen reoperasjon på hud
QXA00	Punksjon av uspesifisert hudregion
QXA05	Incisjon av uspesifisert hudregion
QXA20	Dermabrasio i uspesifisert hudregion
QXA30	Elektrokoagulasjon i uspesifisert hudregion
QXA40	Laserterapi eller fotokoagulasjon i uspesifisert hudregion
QXA50	Kryokirurgi i uspesifisert hudregion
QXA99	Annen lokal destruksjon av hud i uspesifisert region
QXB00	Sutur av uspesifisert hudregion
QXB05	Sårrevisjon i uspesifisert hudregion
QXB10	Større sårskifting i uspesifisert hudregion
QXB99	Annen kirurgisk sårbehandling i uspesifisert hudregion
QXC00	Fjerning av fremmedlegeme fra uspesifisert hudregion
QXD00	Sårskifting ved større brannskade i uspesifisert hudregion
QXD10	Revisjon av brannskade i uspesifisert hudregion
QXD20	Eksisjon av brannskade i uspesifisert hudregion med dekking
QXE00	Eksisjon av hud i uspesifisert hudregion
QXE05	Eksisjon av svettekjertler eller hud med svettekjertler i uspesifisert region
QXE10	Eksisjon av lesjon i uspesifisert hudregion
QXE20	Eksisjon av arr eller hudmembran i uspesifisert hudregion
QXE25	Eksisjon av arr etter brannskade i uspesifisert hudregion
QXE30	Eksisjon av kirurgisk arr i uspesifisert region
QXE35	Rekonstruksjon ved huddefekt etter kirurgi eller skade i uspesifisert hudregion
QXE40	Rekonstruksjon ved anomali eller sekvele etter sykdom i uspesifisert hudregion
QXE99	Annen lokal eksisjon eller rekonstruksjon i uspesifisert hudregion
QXG00	Revisjon av dekubitalsår i uspesifisert hudregion
QXG10	Eksisjon av dekubitalsår i uspesifisert hudregion
QXG20	Operasjon for kronisk sår eller fistel i uspesifisert hudregion
QXG30	Forsinket hudsutur i uspesifisert hudregion
QXG99	Annen operasjon for kronisk sår eller fistel i uspesifisert hudregion
QXJ00	Fettsuging i uspesifisert hudregion
QXJ05	Korreksjon av løs eller overflødig hud i uspesifisert region
TA135	Brakyterapi i sentralnervesystemet
TA510	Innlegging av epiduralkateter
TA511	Innlegging av epiduralkateter med subcutan injeksjonsport
TA751	Transkutan stimulering av hjernenerve
TA752	Transkutan stimulering av nerverot eller pleksus
TA753	Transkutan stimulering av nervestamme på overarm
TA754	Transkutan stimulering av nervestamme på underarm
TA755	Transkutan stimulering av nerve i hånd eller finger
TA756	Transkutan stimulering av n. ischiadicus
TA757	Transkutan stimulering av n. femoralis
TA758	Transkutan stimulering av nervestamme på legg
TA759	Transkutan stimulering av annen nerve
TA761	Direkte stimulering av hjernenerve
TA762	Direkte stimulering av nerverot eller pleksus
TA763	Direkte stimulering av nervestamme på overarm
TA764	Direkte stimulering av nervestamme på underarm
TA765	Direkte stimulering av nerve i hånd eller finger
TA766	Direkte stimulering av n. ischiadicus
TA767	Direkte stimulering av n. femoralis
TA768	Direkte stimulering av nervestamme på legg
TA769	Direkte stimulering av annen nerve
TAB00	Lumbalpunksjon
TAC00	Perifer nerveblokade
TAD00	Sympatikusblokade
TAW99	Annet mindre inngrep på nervesystemet
TBA00	Punksjon av tyreoidea
TBA10	Nålebiopsi av tyreoidea
TBA20	Aspirasjonscytologi fra tyreoidea
TBB00	Punksjon av paratyreoidea
TBB10	Nålebiopsi av paratyreoidea
TBC00	Nålebiopsi av binyre
TBC10	Aspirasjonscytologi fra binyre
TBW99	Annet mindre inngrep på endokrine organer
TCA00	Nålebiopsi fra orbita
TCA10	Finnålsaspirasjon fra orbita
TCA15	Retrobulbær terapeutisk injeksjon i orbita
TCA20	Peribulbær terapeutisk injeksjon i orbita
TCB00	Nålebiopsi av øyelokk
TCB10	Enkel epilasjon av cilier
TCB20	Terapeutisk injeksjon i øyelokk
TCB30	Fjerning av ptosesutur fra øyelokk
TCC00	Nålebiopsi av tårekjertel
TCC10	Sondering av tårekanalikkel eller tårekanal til nesen
TCC30	Intubasjon av tårekanalikkel eller tårekanal til nesen
TCE00	Terapeutisk injeksjon i øyemuskel
TCF00	Subkonjunktival terapeutisk injeksjon
TCG00	Dekking av cornea og sclera med myk linse
TCG10	Fjerning av suturer i cornea
TCG20	Lasersuturløsning i cornea eller sclera
TCH10	Nåleaspirasjon av kammervann
TCH20	Nålebiopsi av iris
TCH30	Nålebiopsi av corpus ciliare
TCK00	Fotosensitivering av choroidea og retina
TCK10	Nålebiopsi av choroidea
TCK20	Nålebiopsi av corpus vitreum
TCK30	Nålebiopsi av retina
TCW99	Annet mindre inngrep på øyet eller øyeregionen
TDA00	Biopsi av aurikkel eller øregang
TDA10	Nålebiopsi av aurikkel eller øregang
TDB00	Fjerning av fremmedlegeme fra øregang
TDC00	Nålebiopsi av trommehinne
TDH00	Nålebiopsi av nese
TDH10	Fjerning av fremmedlegeme fra nesebor
TDJ00	Nålebiopsi av neseseptum
TDM00	Nålebiopsi av maksillarsinus
TDM10	Punksjon og irrigasjon av maksillarsinus
TDN00	Nålebiopsi av ethmoidalsinus eller ethmoidalbeinet
TDP00	Nålebiopsi av frontalsinus
TDP10	Nålebiopsi av sfenoidalsinus
TDQ00	Nålebiopsi av larynx
TDW00	Annet mindre inngrep på øre, nese, bihuler eller strupehode
TE325	Brakyterapi på leppe
TE494	Brakyterapi i munnhule og kjever
TE623	Brakyterapi på tungen
TEA00	Biopsi av leppe
TEA10	Nålebiopsi av leppe
TEB00	Kroneterapi
TEB10	Tannfylling med fast materiale
TEB20	Tannfylling med plastisk materiale
TEB30	Rotbehandling på tann
TEB40	Drenasje av alveolærabscess gjennom tann
TEC00	Nålebiopsi av gingiva
TED00	Lukket reposisjon av kjeveluksasjon
TED10	Nålebiopsi av underkjeve
TEE00	Nålebiopsi av overkjeve
TEG00	Nålebiopsi av kjeveledd
TEH00	Nålebiopsi av gane
TEJ00	Nålebiopsi av tunge eller munngulv
TEL00	Nålebiopsi av spyttkjertel
TEM00	Nålebiopsi av tonsille eller adenoid vev
TEN00	Nålebiopsi av pharynx eller tilstøtende struktur
TEW99	Annet mindre inngrep på tann, kjeve, munn eller pharynx
TF280	Lukket hjertekompresjon
TF920	Uspesifisert elektrofysiologisk undersøkelse eller behandling av hjertet
TF921	Første gangs komplisert elektrofysiologisk undersøkelse eller behandling av hjertet
TF923	Elektrofysiologisk undersøkelse av hjertet med rask stimulering mot arytmi
TF924	Elektrokonvertering av hjertearytmi i narkose
TF925	Testing av implantert defibrillator med provokasjon av ventrikkelflimmer
TFC00	Høyresidig hjertekateterisering
TFC10	Venstresidig hjertekateterisering
TFE00	Perikardiocentese
TFJ00	Punksjon av hjertet
TFP00	Temporær transvenøs eller epikardial pacemaker
TFW99	Annet mindre kardiologisk inngrep
TG122	Innlegging eller bytte av tracheostomitube
TG123	Aspirasjon fra luftvei
TG128	Manuell luftveisventilasjon
TG601	Respiratorbehandling
TG610	Behandling med kontinuerlig positivt luftveistrykk
TG620	Behandling med bifasisk positivt luftveistrykk
TGA00	Nålebiopsi av brystvegg
TGA10	Nålebiopsi av pleura
TGA20	Nålebiopsi av diafragma
TGA30	Torakocentese
TGA40	Anleggelse av pneumotoraks
TGB00	Nålebiopsi av trachea
TGD00	Nålebiopsi av lunge
TGE00	Nålebiopsi av mediastinum
